,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0760029080001-2021-40026,2021-09-16 12:30:00,EL ORO - PASAJE,INSUMOS DE BIOSEGURIDAD,En Curso,2021-09-17 12:45:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BUENAVISTA,CALLE BOLIVAR Y SUCRE,"Funcionario Encargado: ING. FABIOLA CASTRO
Email: junta_parroquial_buenavista@yahoo.com"
1,NIC-1768115520001-2021-40081,2021-09-16 12:30:00,PICHINCHA - QUITO,Rastreo satelital vehiculo Grand Vitara 2007,En Curso,2021-09-20 16:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHECA,S1B OE1-71 Y ELADIO SANCHEZ FRENTE PARQUE CENTRAL,"Funcionario Encargado: PAMELA FARINANGO
Email: secretaria@checa.gob.ec"
2,NIC-1768159650001-2021-40051,2021-09-16 12:30:00,ESMERALDAS - ESMERALDAS,MANTENIMIENTO VEHICULAR DEL PARQUE AUTOMOTOR DIRECCIÓN PROVINCIAL DE ESMERALDAS,En Curso,2021-09-17 12:40:00,"AGENCIA NACIONAL DE REGULACIÓN Y CONTROL DEL TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL","PUERTO PESQUERO DE ESMERALDAS, EDIFICIO CAC BLOQUE B","Funcionario Encargado: CRISTHIAN DAVID SANTOS ROBLES
Email: danny.delavera@ant.gob.ec"
3,NIC-1768034790001-2021-40447,2021-09-16 12:29:00,PICHINCHA - QUITO,ADQUISICIÒN DE CAL SODADA,En Curso,2021-09-20 12:26:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA N14-66 Y SODIRO,"Funcionario Encargado: ING. NANCY VILLACIS AGUIRRE
Email: nancy.villacis@hgoia.gob.ec"
4,NIC-1768034790001-2021-40448,2021-09-16 12:28:00,PICHINCHA - QUITO,TINTURA DE BENJUI LIQUIDO,En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
5,NIC-0360017120001-2021-40009,2021-09-16 12:27:00,CAÑAR - CAÑAR,SEÑALETICA CENTRO DE DESARROLLO INFANTIL,En Curso,2021-09-20 11:27:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE DUCUR,CENTRO PARROQUIAL DUCUR,"Funcionario Encargado: NIEVES PALLCHISACA
Email: junta-ducur2011@hotmail.com"
6,NIC-2460001580001-2021-40014,2021-09-16 12:27:00,SANTA ELENA - SANTA ELENA,Adquisición de insumos mádicos de odontología,En Curso,2021-09-20 09:28:00,HOSPITAL GENERAL DR. LIBORIO PANCHANA SOTOMAYOR,AV. MARQUEZ DE LA PLATA ATRÁS DEL CEMENTERIO GENERAL DE SANTA ELENA,"Funcionario Encargado: Ing. Mendelson Portocarrero
Email: cotizacionesliboriopanchana@hotmail.com"
7,NIC-1768034790001-2021-40445,2021-09-16 12:27:00,PICHINCHA - QUITO,GASA DE ALGODON,En Curso,2021-09-20 12:23:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
8,NIC-1768034790001-2021-40442,2021-09-16 12:25:00,PICHINCHA - QUITO,ADQUISICIÒN DE CASETTE PARA PEROXIDO DE HIDROGENO,En Curso,2021-09-20 12:21:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA N14-66 Y SODIRO,"Funcionario Encargado: ING. NANCY VILLACIS AGUIRRE
Email: nancy.villacis@hgoia.gob.ec"
9,NIC-1768034790001-2021-40446,2021-09-16 12:25:00,PICHINCHA - QUITO,"ADQUISICIÒN DE CATETR ARTERIAL RADIAL, 20 GA, ADULTO",En Curso,2021-09-20 12:24:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA N14-66 Y SODIRO,"Funcionario Encargado: ING. NANCY VILLACIS AGUIRRE
Email: nancy.villacis@hgoia.gob.ec"
