,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0360016150001-2021-40076,2021-09-16 16:16:00,CAÑAR - AZOGUES,capacitación en rescate vehicular intermedio,En Curso,2021-09-21 16:16:00,Cuerpo de Bomberos de Azogues,Av. Juan Bautista Cordero entre Bolivar y Ayacucho,"Funcionario Encargado: Sub. Ofc. B Lcda Rosario Ortega
Email: charis_ortega12@hotmail.com"
1,NIC-0960002780001-2021-40151,2021-09-16 16:15:00,GUAYAS - GUAYAQUIL,"SERVICIO DE DESINFECCIÓN, SANITIZACIÓN Y LIMPIEZA DE VARIOS AUDITORIOS DEL CAMPUS GUSTAVO GALINDO VELASCO DE LA ESPOL",En Curso,2021-09-20 16:15:00,Escuela Superior Politécnica del Litoral,KM 30.5 VIA PERIMETRAL CAMPUS GUSTAVO GALINDO VELASCO,"Funcionario Encargado: Vilma Orozco Medina
Email: vorozco@espol.edu.ec"
2,NIC-1260000810001-2021-40053,2021-09-16 16:15:00,LOS RIOS - VENTANAS,"ADQUISICIÓN DE MATERIALES DIDACTICOS DEL PROYECTO DE DESARROLLO INTEGRAL "" SONRISA DE NIÑO"" PRIMERAS HUELLITAS",En Curso,2021-09-17 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON VENTANAS,CALLE 9 DE OCTUBRE Y 10 DE AGOSTO,"Funcionario Encargado: ING. MARIA ADELINA CHÁVEZ PACHECO
Email: maryu_80@hotmail.com"
3,NIC-0968575510001-2021-40016,2021-09-16 16:15:00,SANTA ELENA - SANTA ELENA,"PLAN DE SEGURIDAD MEDIANTE LA INSTALACIÓN DE BOCINAS COMUNITARIAS EN LA COMUNA PROSPERIDAD, PARROQUIA SAN JOSÉ DE ANCÓN",En Curso,2021-09-20 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE ANCON,Avda. Principal frente a las oficinas de Pacifpetrol,"Funcionario Encargado: Brigitte Sarmiento Ricardo
Email: juntaparroquialsanjoseancon@hotmail.com"
4,NIC-0960000490001-2021-40034,2021-09-16 16:15:00,GUAYAS - DAULE,ADQUISICIÓN DE MATERIALES DE LIMPIEZA PARA DEPENDENCIAS MUNICIPALES,En Curso,2021-09-20 16:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO ILUSTRE MUNICIPALIDAD DEL CANTON DAULE,Padre Aguirre 703 y Sucre Esquina,"Funcionario Encargado: Maria Villamar Ronquillo
Email: mvillamar@daule.gob.ec"
5,NIC-1360086920001-2021-40081,2021-09-16 16:15:00,MANABI - PORTOVIEJO,ADQUISICIÓN DE MEDICAMENTOS ANTINEOPLÁSICOS E INMUNOMODULADORES PARA EL TRATAMIENTO DE PACIENTES ATENDIDOS EN EL HOSPITAL DE ESPECIALIDADES PORTOVIEJO,En Curso,2021-09-20 16:15:00,HOSPITAL DE ESPECIALIDADES PORTOVIEJO,"Calle 15 de Abril y Av. Uruguay, Sector Las Tres Marías","Funcionario Encargado: Ing. Andrés Rodríguez
Email: andres.rodriguez@hep.gob.ec"
6,NIC-0560000110001-2021-40051,2021-09-16 16:13:00,COTOPAXI - LATACUNGA,"ADQUISICION DE LIBRETINES, HOJAS, CARPETAS Y MÁS DOCUMENTOS CON LOGOTIPO INSTITUCIONAL PARA LAS DEPENDENCIAD DEL GADPC",En Curso,2021-09-17 16:15:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE COTOPAXI,AV. TRAJANO NARANJO Y ONCE DE NOVIEMBRE,"Funcionario Encargado: Lic. Paola Hurtado Leòn
Email: paola.hurtado@cotopaxi.gob.ec"
7,NIC-1360043010001-2021-40011,2021-09-16 16:13:00,MANABI - JIPIJAPA,CONTRATACION DE SERVICIO DE INTERNET PARA EL CENTRO DE DESARROLLO INFANTIL TERNURITAS DE LA PARROQUIA PUERTO CAYO,En Curso,2021-09-17 16:52:00,JUNTA PARROQUIAL DE PUERTO CAYO,Av. 7 Barrio San Martin,"Funcionario Encargado: ING. ALEJANDRA GARCIA
Email: juntap_ptocayo@yahoo.es"
8,NIC-1768087130001-2021-40023,2021-09-16 16:12:00,SUCUMBIOS - SHUSHUFINDI,CONTRATACION DE TRANSPORTE,En Curso,2021-09-20 16:13:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN PEDRO DE LOS COFANES,VIA LAGO AGRIO-COCA CALLE GABRIELA ZAPATA,"Funcionario Encargado: NANCY ESPINOZA
Email: gadpsanpedrodeloscofanes@hotmail.com"
9,NIC-1160025820001-2021-40008,2021-09-16 16:12:00,LOJA - PALTAS,Mantenimiento de la maquina Retroexcavadora del GAD,En Curso,2021-09-17 17:05:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LAURO GUERRERO,SUCRE S/N MIGUEL ZARATE BARRIO EL CASTILLO,"Funcionario Encargado: ELIO ZENEN RAMIREZ SUAREZ
Email: gadlauroguerrero152@yahoo.com"
