,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1560000510001-2021-40147,2021-09-13 08:43:00,SUCUMBIOS - LAGO AGRIO,ADQUISICION DE MATERIALES..,Finalizada,2021-09-14 08:50:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,Calle 12 de Febrero y Cofanes,"Funcionario Encargado: Hilda Villalta Conde
Email: hildavillalta107@gmail.com"
1,NIC-1865000590001-2021-40057,2021-09-13 08:42:00,TUNGURAHUA - SAN PEDRO DE PELILEO,Adquirir Yodo povidona Líquido cutáneo jabonosa 10%,Finalizada,2021-09-15 12:42:00,DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD,"Dirección Distrital 18D04 Patate-San Pedro de Pelileo Salud, Provincia de Tungurahua, cantón Pelileo, Parroquia Benítez Calle Juan Montalvo s/n y Eugenio Espejo, 03 2765324 / 2765347","Funcionario Encargado: Ing. Vanessa Ordoñez
Email: compraspublicas18d04s@gmail.com"
2,NIC-0760000500001-2021-40042,2021-09-13 08:41:00,EL ORO - EL GUABO,ADQUISICIÓN DE COMBUSTIBLE PARA VEHÍCULOS Y MAQUINARIAS DEL GAD. MUNICIPAL,Finalizada,2021-09-14 08:42:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL GUABO,SUCRE Y 3 DE NOVIEMBRE,"Funcionario Encargado: MARCOS BRYAN VILLACIS SOLIS
Email: bryan.villacis@elguabo.gob.ec"
3,NIC-1660017300001-2021-40011,2021-09-13 08:38:00,PASTAZA - ARAJUNO,ADQUISICION DE SUMINISTROS DE TONER Y ACCESORIO DE IMPRESORAS DEL DISTRITO 16D02 ARAJUNO EDUCACION,Finalizada,2021-09-14 17:44:00,Dirección Distrital 16D02 - Arajuno - Educación,"DIRECCION DISTRITAL 16D02 ARAJUNO-EDUCACION, JUNTO AL ESTADIO MUNICIPAL","Funcionario Encargado: JOVITHA SUSANA MAMALLACTA CALAPUCHA
Email: jovhita.mamallacta@educacion.gob.ec"
4,NIC-1865000590001-2021-40056,2021-09-13 08:38:00,TUNGURAHUA - SAN PEDRO DE PELILEO,Adquirir Peróxido de hidrogeno Líquido cutáneo 8.4 V,Finalizada,2021-09-15 12:40:00,DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD,"Dirección Distrital 18D04 Patate-San Pedro de Pelileo Salud, Provincia de Tungurahua, cantón Pelileo, Parroquia Benítez Calle Juan Montalvo s/n y Eugenio Espejo, 03 2765324 / 2765347","Funcionario Encargado: Ing. Vanessa Ordoñez
Email: compraspublicas18d04s@gmail.com"
5,NIC-1768034870001-2021-40034,2021-09-13 08:35:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICION DE REPUESTOS PARA LARINGOSCOPIOS DEL HOSPITAL DR GUSTAVO DOMINGUEZ Z,Finalizada,2021-09-15 14:30:00,HOSPITAL DR. GUSTAVO DOMINGUEZ Z.,AV. QUITO Y CALLE LAS DELICIAS,"Funcionario Encargado: LCDO. RICHARD CADMEN AREQUIPA
Email: richardcadmenhgdz@gmail.com"
6,NIC-1768132370001-2021-40084,2021-09-13 08:32:00,CARCHI - TULCAN,SELLOS AUTOMÁTICOS PARA LA UNIVERSIDAD POLITÉCNICA ESTATAL DEL CARCHI,Finalizada,2021-09-15 08:32:00,UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI,ANTISANA Y AVENIDA UNIVERSITARIA,"Funcionario Encargado: JOFFRE GUERRÓN AGUILAR
Email: joffre.guerron@upec.edu.ec"
7,NIC-1360064440001-2021-40046,2021-09-13 08:30:00,MANABI - MANTA,ADQUISICIÒN DE BOTIQUINES MEDICOS DE PRIMEROS AUXILIOS PARA VEHÌCULOS Y MAQUINARIAS,Finalizada,2021-09-16 15:28:00,"EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE, ALCANTARILLADO, MANEJO PLUVIAL Y DEPURACION DE RESIDUOS LIQUIDOS DEL CANTON MANTA",BODEGA DE LA ESTACIÓN SANTA MARTHA DIRECCIÓN: CALLE 12 AVENIDA 38 DIAGONAL AL HOSPITAL RODRIGUEZ ZAMBRANO,"Funcionario Encargado: Ing. Belen Pico
Email: proformas@epam.gob.ec mbpico@epam.gob.ec"
8,NIC-1360006590001-2021-40002,2021-09-13 08:30:00,MANABI - PORTOVIEJO,"ADQUISICIÓN DE ""ALCOHOL ANTICÉPTICO PARA USO DE LOS FUNCIONARIOS DE LA COORDINACIÓN ZONAL 4 DEL SERVICIO NACIONAL DE GESTIÓN DE RIESGOS Y EMERGENCIAS""",Finalizada,2021-09-15 15:30:00,COORDINACION ZONAL 4 DEL SERVICIO NACIONAL DE GESTIÓN DE RIESGOS Y EMERGENCIAS,MANABI-PORTOVIEJO-CALLE LOS NARDOS Y AV 15 DE ABRIL EDIFICIO CAC,"Funcionario Encargado: CARLOS IVAN VERA PINARGOTE
Email: carlos.vera@gestionderiesgos.gob.ec"
9,NIC-1768052340001-2021-40042,2021-09-13 08:30:00,AZUAY - CUENCA,"ADQUISICIÓN DE GASOLINA SÚPER CON UNA ESTACIÓN DE SERVICIO PARA EL VEHÍCULO POLICIAL MARCA MAZDA DE LA DINAF, UNIVIF AZUAY",Finalizada,2021-09-16 08:30:00,MINISTERIO DE GOBIERNO-DINAF,AV. JOSÉ PERALTA Y CORNELIO MERCHAN COMPLEJO JUDICIAL,"Funcionario Encargado: CBOS. JHONATAN ALQUINGA
Email: dinapenquito.p4@policia.gob.ec"
