,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1160025820001-2021-40007,2021-09-13 09:43:00,LOJA - PALTAS,Mantenimiento de la maquina Retroexcavadora del GAD,Finalizada,2021-09-14 10:42:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LAURO GUERRERO,SUCRE S/N MIGUEL ZARATE BARRIO EL CASTILLO,"Funcionario Encargado: ELIO ZENEN RAMIREZ SUAREZ
Email: gadlauroguerrero152@yahoo.com"
1,NIC-0360014610001-2021-40041,2021-09-13 09:43:00,CAÑAR - CAÑAR,ALCOHOL ETÍLICO LIQUIDO CUTÁNEO 70 POR CIENTO,Finalizada,2021-09-14 10:43:00,CENTRO DE SALUD B - CAÑAR,"Calle Caspicorral y Rumicocha, frente al estadio 26 de enero","Funcionario Encargado: Aux. Gladis Gualpa Cantos
Email: gladis.gualpa@iess.gob.ec"
2,NIC-1865014620001-2021-40019,2021-09-13 09:41:00,TUNGURAHUA - SAN PEDRO DE PELILEO,CAMBIO PARCHE D ELAS RUEDAS,Finalizada,2021-09-15 09:41:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL ROSARIO RUMICHACA,AV 22 DE ABRIL Y CHILE,"Funcionario Encargado: BYRON CUNALATA
Email: gadrosario2019@hotmail.com"
3,NIC-1060000180001-2021-40223,2021-09-13 09:40:00,IMBABURA - IBARRA,Repuestos para el bulldozer International TD15,Finalizada,2021-09-14 09:41:00,GOBIERNO PROVINCIAL DE IMBABURA,MEJIA Y PEDRO RODRIGUEZ,"Funcionario Encargado: RAMIRO ANDRADE
Email: infimasgpi@imbabura.gob.ec"
4,NIC-1360039250001-2021-40007,2021-09-13 09:40:00,MANABI - PORTOVIEJO,"Servicio de Mantenimiento Preventivo y Correctivo de UPS en UJ y Edificios del CJ-M El Carmen, Chone, Manta, Bahía y Jipijapa",Finalizada,2021-09-14 10:00:00,DIRECCION PROVINCIAL DEL CONSEJO DE LA JUDICATURA DE MANABI,AV. UNIVERSITARIA Y ATANACIO SANTOS,"Funcionario Encargado: QUIROZ GARCIA MANUEL MAXIMINO
Email: manuel.quiroz@funcionjudicial.gob.ec"
5,NIC-1768152800001-2021-40415,2021-09-13 09:40:00,GUAYAS - GUAYAQUIL,EGU - ADQUISICION DE REPUESTOS Y ACCESORIOS PARA LAS COMPUTADORAS DE LA UNIDAD DE NEGOCIO ELECTROGUAYAS - TIC,Finalizada,2021-09-17 09:40:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,"CENTRAL GONZALO ZEVALLOS, UBICADA EN EL KM. 7 1/2 VÍA A LA COSTA","Funcionario Encargado: TNLGO. REMIGIO HIDALGO
Email: remigio.hidalgo@celec.gob.ec"
6,NIC-1865043480001-2021-40009,2021-09-13 09:40:00,TUNGURAHUA - SANTIAGO DE PILLARO,ADQUISICIÓN DE BOMBA COMPLETA DE FRENO UB2 CHEVROLET NPR 2009,Finalizada,2021-09-14 16:30:00,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,CALLE BOLIVAR Y HERMANOS CASTRO,"Funcionario Encargado: ANDREA BELÉN CONSTANTE BUENAÑO
Email: cuerpobomberospillaro@yahoo.es"
7,NIC-1260040950001-2021-40018,2021-09-13 09:38:00,LOS RIOS - BABAHOYO,Contratación de un Laboratorio Acreditado a fin de efectuar las Caracterizaciones completas de Agua Potable y Aguas Servidas,Finalizada,2021-09-15 09:19:00,EMPRESA PUBLICA MUNICIPAL DE SANEAMIENTO AMBIENTAL DE BABAHOYO (EMSABA EP),Av. General Barona y Calderón,"Funcionario Encargado: Ing. Fernando Gonzalez - Gerente General
Email: pbejarano@emsaba.gob.ec"
8,NIC-1768002080001-2021-40035,2021-09-13 09:37:00,AZUAY - CUENCA,?INSUMOS MÉDICOS PARA LAS UNIDADES DE LA IIID.E ?TARQUI?,Finalizada,2021-09-15 09:14:00,"Tercera Division de la F.T ""Tarqui""",Calle Hno. Miguel s.n. y Rafael María Arízaga,"Funcionario Encargado: SGOS CHIMARRO QUISHPE LUIS HUMBERTO
Email: luischimarro97@gmail.com"
9,NIC-1768046450001-2021-40838,2021-09-13 09:37:00,PICHINCHA - QUITO,"06-1484 Gasa de algodón, 7.5 cm x 7.5 cm, estéril",Finalizada,2021-09-14 12:37:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 DE SEPTIEMBRE Y AYACUCHO,"Funcionario Encargado: MONICA BENALCAZAR
Email: monica.benalcazar@iess.gob.ec"
