,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768084700001-2021-40002,2021-09-15 17:09:00,SUCUMBIOS - CASCALES,SERVICIO DE ALQUILER DE CAMIONETAS DOBLE CABINA INCLUYE CONDUCTOR PARA TRASLADAR KITS DE ALIMENTOS Y ENTREGAR EN LOS DOMICILIOS,Finalizada,2021-09-17 09:00:00,PATRONATO MUNICIPAL DE ATENCIÓN SOCIAL PRIORITARIA DE CASCALES,CALLE LEOPOLDO LUCERO Y LOJA,"Funcionario Encargado: MARCELA SARANGO
Email: pmasp_cascales2011@yahoo.es"
1,NIC-1760003330001-2021-40874,2021-09-15 17:07:00,PICHINCHA - QUITO,"Servicio en taller especializado, para chequeo, arreglo de chapas de puertas y soportes defec.tipo 3 certificado N 11047819 RTV Camion Ford N05-596",Finalizada,2021-09-16 17:08:00,GOBIERNO PROVINCIAL DE PICHINCHA,De las Dalias N62-90 y Chuquisaca,"Funcionario Encargado: Carlos Sánchez Cruz
Email: sanchezc@pichincha.gob.ec"
2,NIC-1865039370001-2021-40033,2021-09-15 17:05:00,TUNGURAHUA - SAN PEDRO DE PELILEO,"ADQUISICIÓN DE INSUMOS, MATERIALES Y SUMINISTROS PARA EL MANTENIMIENTO DE LOS JUEGOS INFANTILES DE LAS INSTITUCIONES EDUCATIVAS DEL DISTRITO 18D04",En Curso,2021-09-17 15:00:00,DIRECCION DISTRITAL 18D04 - PATATE -SAN PEDRO DE PELILEO - EDUCACION,AV. 22 DE JULIO Y PASAJE 12 DE NOVIEMBRE,"Funcionario Encargado: ANITA MOYANO
Email: ana.moyano@educacion.gob.ec"
3,NIC-1060032030001-2021-40112,2021-09-15 17:02:00,IMBABURA - SAN MIGUEL DE URCUQUI,ADQUISICIÓN DE MATERIALES DE ASEO PARA MANTENIMIENTO Y LIMPIEZA DE DISTINTAS ÁREAS DEL COMPLEJO TURÍSTICO DE CHACHIMBIRO,En Curso,2021-09-17 17:04:00,EMPRESA PUBLICA DEL COMPLEJO TURISTICO DE CHACHIMBIRO,"Final de la vía a Chachimbiro, 100650","Funcionario Encargado: Ing. Maritza Rojas
Email: compraspublicas@chachimbiroep.gob.ec"
4,NIC-1460000370001-2021-40074,2021-09-15 17:02:00,MORONA SANTIAGO - GUALAQUIZA,ADQUISICIÓN DE REPUESTOS PARA LA REPARACIÓN DEL SISTEMA DE SUSPENSIÓN Y ELEMENTOS COMPLEMENTARIOS DE VEHÍCULOS MAN DE PROPIEDAD DEL GAD MUNICIPAL DE G,Finalizada,2021-09-16 17:03:00,GAD MUNICIPAL DE GUALAQUIZA,24 de mayo 8-60 y cuenca Bodega Municipal,"Funcionario Encargado: Parte tecnica: Ing. Jonathan Villalta Ingeniero mecanico
Email: v.rivera@gadgualaquiza.gob.ec"
5,NIC-1768143140001-2021-40013,2021-09-15 17:02:00,PICHINCHA - QUITO,SERVICIO DE MANTENIMIENTO DE BOMBAS DE AGUA Y CISTERNAS DE LA STPTV,En Curso,2021-09-17 16:01:00,SECRETARIA TECNICA DEL PLAN TODA UNA VIDA,Av. Atahualpa OE1-109 y 10 de Agosto,"Funcionario Encargado: Eco. Francisco Aguilar
Email: faguilar@todaunavida.gob.ec"
6,NIC-1768159060001-2021-40019,2021-09-15 17:00:00,PICHINCHA - MEJIA,ADQUISICIÓN DE BIENES ESTRATÉGICOS PARA EL CENTRO DE SALUD A MACHACHI,Finalizada,2021-09-16 19:00:00,CENTRO DE SALUD A-MACHACHI,CALLE 11 DE NOVIEMBRE Y PASAJE JOSE MEJIA,"Funcionario Encargado: GEOVANNA SUNTAXI
Email: geovanna.suntaxi@iess.gob.ec"
7,NIC-1760004060001-2021-40049,2021-09-15 17:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE EQUIPOS E INSUMOS MÉDICOS Y ODONTOLÓGICOS PARA EL GADMSD..,En Curso,2021-09-22 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTO DOMINGO,AV. QUITO ENTRE RIO TANTI Y MADRID RECINTO FERIAL FRENTE HOTEL ZARACAY,"Funcionario Encargado: MARIA FERNANDA ORDOÑEZ
Email: maria.ordonez@santodomingo.gob.ec"
8,NIC-1768164060001-2021-40078,2021-09-15 17:00:00,CHIMBORAZO - ALAUSI,ADQUISICIÓN DE TERMOHIGROMETROS DIGITALES CON CABLE Y SENSOR PARA EL ÁREA DE QUIRÓFANO Y LABORATORIO ClÍNICO DEL HOSPITAL MÓVIL Nro.2?,En Curso,2021-09-17 17:00:00,Hospital Movil No. 2,PABLO J DAVILA Y GUIDO CATTANI JUNTO AL HOSPITAL BÁSICO ALAUSÍ,"Funcionario Encargado: Ing. Susana Guada
Email: hospitalmovil2.n@gmail.com"
9,NIC-1060032030001-2021-40111,2021-09-15 17:00:00,IMBABURA - SAN MIGUEL DE URCUQUI,ADQUISICIÓN DE MATERIALES DE ASEO PARA MANTENIMIENTO Y LIMPIEZA DE DISTINTAS ÁREAS DEL COMPLEJO TURÍSTICO DE CHACHIMBIRO,En Curso,2021-09-17 17:00:00,EMPRESA PUBLICA DEL COMPLEJO TURISTICO DE CHACHIMBIRO,"Final de la vía a Chachimbiro, 100650","Funcionario Encargado: Ing. Maritza Rojas
Email: compraspublicas@chachimbiroep.gob.ec"
