,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768034790001-2021-40390,2021-09-15 19:30:00,PICHINCHA - QUITO,SULFATO DE MAGNECIO,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
1,NIC-1768034790001-2021-40393,2021-09-15 19:30:00,PICHINCHA - QUITO,COMBINACIONES DE LIPIDOS,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
2,NIC-1768034790001-2021-40388,2021-09-15 19:30:00,PICHINCHA - QUITO,CLORHEXIDINA LIQUIDO CUTANEO,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
3,NIC-1768034790001-2021-40387,2021-09-15 19:30:00,PICHINCHA - QUITO,SILDENAFIL SOLIDO ORAL,En Curso,2021-09-17 13:31:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
4,NIC-1560000940001-2021-40067,2021-09-15 19:29:00,NAPO - QUIJOS,ADQUISICIÓN DE MATERIAL DENTAL,En Curso,2021-09-17 19:20:00,GOBIERNO MUNICIPAL DE QUIJOS,AV. DE LOS QUIJOS N 4 Y 17 ENERO,"Funcionario Encargado: ROBERTO CARLOS MONTOYA ROSALES
Email: infimasquijos@gmail.com"
5,NIC-0860031550001-2021-40006,2021-09-15 19:28:00,ESMERALDAS - SAN LORENZO,TRANSPORTE DE PERSONAS,En Curso,2021-09-17 19:28:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ANCON,PARROQUIA PALMARREAL,"Funcionario Encargado: INES MARISELA PAREDES BANGUERA
Email: iparedesbanguera@gmail.com"
6,NIC-1560000940001-2021-40066,2021-09-15 19:20:00,NAPO - QUIJOS,ADQUISICIÓN DE IMPRESIÓN DE BOLETOS,En Curso,2021-09-17 19:14:00,GOBIERNO MUNICIPAL DE QUIJOS,AV. DE LOS QUIJOS N 4 Y 17 ENERO,"Funcionario Encargado: ROBERTO CARLOS MONTOYA ROSALES
Email: infimasquijos@gmail.com"
7,NIC-0760033350001-2021-40059,2021-09-15 19:16:00,EL ORO - MACHALA,ADQUISICIÓN URGENTE DEL MEDICAMENTO REMIFENTANILO SP 5MG PARA EL ÁREA DE FARMACIA DEL HGM,Finalizada,2021-09-16 19:18:00,HOSPITAL GENERAL MACHALA,AYACUCHO ENTRE BOLIVAR Y PICHINCHA,"Funcionario Encargado: DIANA JARAMILLO MACIAS
Email: diana.jaramillo@iess.gob.ec"
8,NIC-1560000940001-2021-40064,2021-09-15 19:15:00,NAPO - QUIJOS,ADQUISICIÓN DE LUBRICANTES ACEITE DE 2 TIEMPOS,En Curso,2021-09-17 19:02:00,GOBIERNO MUNICIPAL DE QUIJOS,AV. DE LOS QUIJOS N 4 Y 17 ENERO,"Funcionario Encargado: ROBERTO CARLOS MONTOYA ROSALES
Email: infimasquijos@gmail.com"
9,NIC-1560000940001-2021-40063,2021-09-15 19:15:00,NAPO - QUIJOS,ADQUISICIÓN DE KIT DE HERRAMIENTAS PARA MANTENIMIENTO Y REDES,En Curso,2021-09-17 18:56:00,GOBIERNO MUNICIPAL DE QUIJOS,AV. DE LOS QUIJOS N 4 Y 17 ENERO,"Funcionario Encargado: ROBERTO CARLOS MONTOYA ROSALES
Email: infimasquijos@gmail.com"
