,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1260033900001-2021-40017,2021-09-14 08:00:00,LOS RIOS - VENTANAS,Adquisición de Equipos y Accesorios para la Instalación de Sistemas de Bombeo en Recintos del Cantón Ventanas,Finalizada,2021-09-15 08:01:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO VENTANAS,28 de Mayo y Seminario,"Funcionario Encargado: Daniel Peñafiel
Email: gp3_16@hotmail.com"
1,NIC-1360014850001-2021-40049,2021-09-14 08:00:00,MANABI - SAN VICENTE,Adquisición de Mascarillas y un dispensador de alcohol para uso del GADM de San Vicente,Finalizada,2021-09-16 08:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN VICENTE,"Malecón Leónidas Vegas, oficinas de guardalmacén edificio Municipal","Funcionario Encargado: Ing. Edison Roman Bonilla
Email: compras.publicas@sanvicente.gob.ec"
2,NIC-1768152800001-2021-40421,2021-09-14 08:00:00,ZAMORA CHINCHIPE - ZAMORA,?ADQUISICIÓN DE BATERÍAS PARA EL GENERADOR DIESEL DE EMERGENCIA DE LA CENTRAL HIDROELECTRICA DELSITANISAGUA?,En Curso,2021-09-17 16:54:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,"VÍA A LOJA KILOMETRO 3 , FRENTE Al MTOP.","Funcionario Encargado: Ing. Rafael Stalin Castro Quishpe
Email: rafael.castro@celec.gob.ec"
3,NIC-1768113660001-2021-40029,2021-09-14 08:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE MEDICAMENTOS DEL GRUPO B SANGRE Y ORGANOS FORMADORES DE LA SANGRE FERROSO SULFATO SOLIDO ORAL 100MG EQUIVALENTE A HIERRO ELEMENTAL PA,Finalizada,2021-09-15 08:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
4,NIC-1360014850001-2021-40048,2021-09-14 08:00:00,MANABI - SAN VICENTE,Adquisición de baterías para los diferentes vehículos y maquinarias de propiedad del Gobierno Autónomo Descentralizado del Cantón San Vicente,Finalizada,2021-09-16 08:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAN VICENTE,"Malecón Leónidas Vegas, oficinas de guardalmacén edificio Municipal","Funcionario Encargado: Ing. Edison Roman Bonilla
Email: compras.publicas@sanvicente.gob.ec"
5,NIC-1768113660001-2021-40034,2021-09-14 08:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE MEDICAMENTOS DEL GRUPO G SISTEMA GENITO-URINARIO Y HORMONAS SEXUALES CLINDAMICINA SOLIDO VAGINAL 100MG PARA EL SERVICIO DE FARMACIA,Finalizada,2021-09-15 08:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
6,NIC-1768113660001-2021-40039,2021-09-14 08:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE MEDICAMENTOS DEL GRUPO N SISTEMA NERVIOSO CARBAMAZEPINA SOLIDO ORAL LIBERACION PROLONGADA 400 MG PARA LA DEPENDENCIA DE FARMACIA INS,Finalizada,2021-09-17 08:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
7,NIC-1768113660001-2021-40037,2021-09-14 08:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE MEDICAMENTOS DEL GRUPO G SISTEMA GENITO-URINARIO Y HORMONAS SEXUALES CLOTRIMAZOL SEMISOLIDO VAGINAL 2% TUBO 20G CON APLICADORES PARA,Finalizada,2021-09-17 08:00:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
8,NIC-1768113660001-2021-40038,2021-09-14 08:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE MEDICAMENTOS DEL GRUPO H PREPARADOS HORMONALES SISTÉMICOS EXCLUYE HORMONAS SEXUALES E INSULINAS DEXAMETASONA LIQUIDO PARENTERAL 4 MG/M,Finalizada,2021-09-15 08:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
9,NIC-1768113660001-2021-40036,2021-09-14 08:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,ADQUISICIÓN DE MEDICAMENTOS DEL GRUPO A TRACTO ALIMENTARIO Y METABOLISMO COMPLEJO B LÍQUIDO PARENTERAL Y GLICLAZIDA SÓLIDO ORAL LIBERACIÓN PROLONGADA,Finalizada,2021-09-15 08:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
