,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1260042650001-2021-40022,2021-09-17 17:06:00,LOS RIOS - MONTALVO,ADQUISICIÓN DE TACHOS PLASTICOS PARA RECOLECCIÓN DE DESECHOS SOLIDOS EN LA PARROQUIA LA ESMERALDA Y SUS RECINTOS,En Curso,2021-09-21 13:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA ESMERALDA GADPR LA ESMERALDA,AV. LENIN MORENO Y VIRGEN DEL ROSARIO FRENTE AL PARQUE CENTRAL,"Funcionario Encargado: VIVIANA LOURDES QUITO CANENCIA
Email: gadparroquial_laesmeralda@hotmail.com"
1,NIC-1560002480001-2021-40128,2021-09-17 17:05:00,ORELLANA - FRANCISCO DE ORELLANA,ADQUISICIÓN DE HERRAMIENTAS Y EQUIPOS AGRÍCOLAS PARA TÉCNICOS DE LA JEFATURA AGRÍCOLA DE LA COORDINACIÓN GENERAL DE FOMENTO PRODUCTIVO,En Curso,2021-09-20 08:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA,AV.9 DE OCTUBRE DAYUMA Y CESAR ANDI,"Funcionario Encargado: EDISON AGUINDA
Email: eaguinda@gporellana.gob.ec"
2,NIC-0260000250001-2021-40189,2021-09-17 17:05:00,BOLIVAR - GUARANDA,Elaboración de tickeras que sera utilizado en el cobro del tarifado,En Curso,2021-09-20 16:33:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA,convención de 1884 y garcía moreno,"Funcionario Encargado: Abg. Zumi Vallejo
Email: abelvallejo16@yahoo.es"
3,NIC-1260005880001-2021-40059,2021-09-17 17:05:00,LOS RIOS - VENTANAS,ADQUISICION DE MEDICAMENTO PARA LA DIRECCION DISTRITAL 12D04 QUINSALOMA-VENTNAS-SALUD,En Curso,2021-09-21 11:05:00,DIRECCION DISTRITAL 12D04 - QUINSALOMA - VENTANAS - SALUD,CALLE 6 DE OCTUBRE Y ERNESTO BRIONES,"Funcionario Encargado: YELISA VILLEGAS CEREZO
Email: jeimysv1779@hotmail.com"
4,NIC-1760009020001-2021-40040,2021-09-17 17:02:00,ORELLANA - FRANCISCO DE ORELLANA,CONTRATACIÓN DEL SERVICIO DE ARRENDAMIENTO DE UN BIEN INMUEBLE PARA EL FUNCIONAMIENTO DE LA OFICINA TÉCNICA ORELLANA DE LA DIRECCIÓN ZONAL 1 DEL MINIS,En Curso,2021-09-21 17:10:00,MINISTERIO DE TURISMO,Calle Juan Montalvo entre Av. 9 de Octubre y 6 de Diciembre,"Funcionario Encargado: Mauricio Celi Celi
Email: mauricio.celi@turismo.gob.ec"
5,NIC-0968580510001-2021-40120,2021-09-17 17:02:00,SANTA ELENA - SANTA ELENA,COMBUSTIBLE PARA EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE SANTA ELENA,En Curso,2021-09-20 17:03:00,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTA ELENA,CALLE GUAYAQUIL Y AV. 9 DE OCTUBRE,"Funcionario Encargado: Ab. Raúl Villao/ Director Administrativo.
Email: yyund@santalena.gob.ec"
6,NIC-1760003680001-2021-40100,2021-09-17 17:00:00,PICHINCHA - CAYAMBE,"Adquisición de repuestos y accesorios para la VOLQUETA HINO GH PMA-1125, propiedad del GADIPMC.",En Curso,2021-09-21 13:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL Y PLURINACIONAL DEL MUNICIPIO DE CAYAMBE,Calle Terán SO-54 y Sucre,"Funcionario Encargado: Tania Chicaiza
Email: tania.chicaiza@gadipmc.gob.ec"
7,NIC-1960000380001-2021-40073,2021-09-17 17:00:00,ZAMORA CHINCHIPE - ZAMORA,Adquisición de materiales de aseo personal para los 3 CDIs?,En Curso,2021-09-20 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMORA,Diego de Vaca y 24 de Mayo,"Funcionario Encargado: Villalta Mijas Segundo Eduardo
Email: eduardo.villalta@zamora.gob.ec"
8,NIC-1768152800001-2021-40448,2021-09-17 17:00:00,EL ORO - EL GUABO,TGM PROVISIÓN DE ADQUISICIÓN DE UNA PANTALLA DIGITAL CON SU SOFTWARE PARA SER UTILIZADA COMO CARTELERA DIGITAL EN LA CENTRAL TERMOGAS MACHALA,En Curso,2021-09-22 16:00:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,KM 1.5 VÍA A BAJO ALTO EL GUABO PROVINCIA DE EL ORO,"Funcionario Encargado: Israel Matute
Email: israel.matute@celec.gob.ec"
9,NIC-0968598640001-2021-40015,2021-09-17 17:00:00,GUAYAS - SALITRE,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE QUIPOS DE AIRE ACONDICIONADO DE LA DIRECCION DISTRITAL 09D20 SALITRE MIES,En Curso,2021-09-20 15:00:00,DIRECCION DISTRITAL 09D20 SALITRE MIES,CALLE PADRE AGUIRRE Y GARCIA MORENO,"Funcionario Encargado: ECON. RONNY VELIZ QUINTO
Email: ronny.veliz@inclusion.gob.ec"
