,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1560500590001-2021-40034,2021-09-15 09:43:00,ORELLANA - FRANCISCO DE ORELLANA,ADQUISICIÓN DE MEDICAMENTOS PARA EL HOSPITAL GENERAL FRANCISCO DE ORELLANA,En Curso,2021-09-20 09:42:00,HOSPITAL GENERAL FRANCISCO DE ORELLANA,"BARRIO EL MORETAL, CALLE ARAZA Y PALMITO A 500 METROS DE LA EMPRESA ELECTRICA","Funcionario Encargado: PATRICIA VELEZ
Email: servicios2018hfo@hotmail.com"
1,NIC-1460016290001-2021-40010,2021-09-15 09:41:00,MORONA SANTIAGO - PALORA,"CONTRATACIÓN DE SERVICIOS PARA EVENTOS CULTURALES, SOCIALES Y DEPORTIVOS",Finalizada,2021-09-16 09:42:00,JUNTA PARROQUIAL DE CUMANDA,12 de febrero y Cumandá,"Funcionario Encargado: SERVIDOR DE COMPRAS PÚBLICAS
Email: imsotomayorgu@gmail.com"
2,NIC-0160000780001-2021-40094,2021-09-15 09:40:00,AZUAY - SANTA ISABEL,ALQUILER DE RETROEXCAVADORA PARA REALIZAR TRABAJOS DE MANTENIMIENTO VIAL BACHEO EN LAS CALLES CÉNTRICAS DEL CANTÓN DE SANTA ISABEL,Finalizada,2021-09-16 10:41:00,Municipalidad de Santa Isabel,Av. 3 de Noviembre y 24 de Mayo,"Funcionario Encargado: Mgtr. Lizbeth Sánchez Cuenca
Email: carito_csc@hotmail.com"
3,NIC-1768013870001-2021-40023,2021-09-15 09:40:00,GUAYAS - GUAYAQUIL,Alquiler del elevador carro canasta para la poda de árboles del Ala de Combate Nro. 22 de la Base Aérea Simón Bolívar,Finalizada,2021-09-17 09:40:00,Ala de Combate No. 22,"DEPARTAMENTO DE COMPRAS PÚBLICAS DEL ALA DE COMBATE NRO.22, DENTRO DE LA BASE AEREA SIMON BOLIVAR","Funcionario Encargado: EDWIN FABIAN RIERA VERDEZOTO
Email: compraspublicasala22@outlook.es"
4,NIC-0160000430001-2021-40047,2021-09-15 09:40:00,AZUAY - GUALACEO,"?CONTRATACIÓN DEL SERVICIO DE ALQUILER DE CARPAS, SILLAS, MESAS, MANTELERÍA PARA EVENTOS CULTURALES DE LA UNIDAD SOCIAL PARA EL AÑO 2021?",Finalizada,2021-09-16 10:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,Gran Colombia y Tres de Noviembre,"Funcionario Encargado: Ing. Cristian León - AUXILIAR DE COMPRAS PÙBLICAS
Email: cristian.leon@gualaceo.gob.ec"
5,NIC-0968551410001-2021-40035,2021-09-15 09:37:00,GUAYAS - SAN JACINTO DE YAGUACHI,ADQUISICION DE COMBUSTIBLE PARA EL PARQUE AUTOMOTOR DE LA DD09D21,Finalizada,2021-09-17 09:37:00,DIRECCION DISTRITAL DE SALUD NO. 09D21,CONE Y MALECON,"Funcionario Encargado: Carlos Garcia Arguello
Email: cga595@hotmail.com"
6,NIC-0160017400001-2021-40499,2021-09-15 09:36:00,AZUAY - CUENCA,ADQUISICION DE KIT DE INCONTINENCIA URINARIA DESCARTABLE TOT,Finalizada,2021-09-17 09:30:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALLE JOSE CARRASCO ARTEAGA,"Funcionario Encargado: ING. CLAUDIA DAVILA
Email: claudia.davila@iess.gob.ec"
7,NIC-0160017400001-2021-40498,2021-09-15 09:34:00,AZUAY - CUENCA,CONSUMIBLES PARA EQUIPOS DE IMPRESIÓN,Finalizada,2021-09-16 09:40:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALLE JOSE CARRASCO ARTEAGA Y POPAYAN HOSPITAL JOSE CARRASCO ARTEAGA,"Funcionario Encargado: LIC. EULALIA LAZO SEMINARIO
Email: eulalia.lazo@iess.gob.ec"
8,NIC-0160000780001-2021-40093,2021-09-15 09:31:00,AZUAY - SANTA ISABEL,ALQUILER DE RETROEXCAVADORA PARA REALIZAR TRABAJOS CONCERNIENTES AL MANTENIMIENTO VIAL EN LAS CALLES DE LA PARROQUIA ABDÓN CALDERÓN,Finalizada,2021-09-16 10:30:00,Municipalidad de Santa Isabel,Calles céntricas,"Funcionario Encargado: Mgtr. Lizbeth Sánchez Cuenca
Email: carito_csc@hotmail.com"
9,NIC-1768033550001-2021-40109,2021-09-15 09:31:00,PICHINCHA - QUITO,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE 2 UPS DE 10KVA DE DATACENTER Y 1 UPS DE 100KVA DE CONSULTA EXTERNA DEL HPAS,Finalizada,2021-09-17 09:10:00,HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUAREZ,ANGEL LUDEÑA OE52-61 Y AV. MACHALA,"Funcionario Encargado: JOSE LUIS ORTEGA
Email: jose.ortega@hpas.gob.ec"
