,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1760003330001-2021-40842,2021-09-14 14:09:00,PICHINCHA - QUITO,Adquisición de repuestos para la camioneta Chevrolet D-MAX CRDI N 03-3532,Finalizada,2021-09-15 15:09:00,GOBIERNO PROVINCIAL DE PICHINCHA,De las Dalias N62-90 y Chuquisaca,"Funcionario Encargado: Ing. Santiago López
Email: wslopez@pichincha.gob.ec"
1,NIC-0160001910001-2021-40065,2021-09-14 14:07:00,AZUAY - CHORDELEG,PRENDAS DE PROTECCIÓN,Finalizada,2021-09-15 14:09:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CHORDELEG,23 DE ENERO 4-21,"Funcionario Encargado: ESTEBAN GARCIA
Email: egarcia@chordeleg.gob.ec"
2,NIC-1260000300001-2021-40025,2021-09-14 14:05:00,LOS RIOS - BABA,ADQUISICIÓN DE PRODUCTOS QUÍMICOS PARA EL MANTENIMIENTO DE LAS PISCINAS DEL POLIDEPORTIVO,Finalizada,2021-09-15 14:10:00,Gobierno Municipal del Canton Baba,AV GUAYAQUIL CALLE 9 DE OCTUBRE,"Funcionario Encargado: ING. ANTONIO POZO
Email: proformasbaba@gmail.com"
3,NIC-1360086920001-2021-40075,2021-09-14 14:05:00,MANABI - PORTOVIEJO,"ADQUISICIÓN DEL MEDICAMENTO JUDICIALIZADO ABIRATERONA SÓLIDO ORAL DE 250 MG, PARA PACIENTE CON CÁNCER DE PROSTATA METASTÁSICO, ATENDIDO EN EL HOSPITAL",Finalizada,2021-09-15 16:10:00,HOSPITAL DE ESPECIALIDADES PORTOVIEJO,"Calle 15 de Abril y Av. Uruguay, Sector Las Tres Marías","Funcionario Encargado: Ing. Andrés Rodríguez
Email: andres.rodriguez@hep.gob.ec"
4,NIC-1560000510001-2021-40161,2021-09-14 14:04:00,SUCUMBIOS - LAGO AGRIO,REPUESTOS Y MANO DE OBRA PARA EL RECOLECTOR HINO GH8JGSD,Finalizada,2021-09-15 14:10:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,Calle 12 de Febrero y Cofanes,"Funcionario Encargado: Hilda Villalta Conde
Email: hildavillalta107@gmail.com"
5,NIC-0760027620001-2021-40001,2021-09-14 14:03:00,EL ORO - ARENILLAS,CONTRATACION DE POLIZAS DE SEGURO DE FIDELIDAD PUBLICA TIPO BLANKET PARA LOS SERVIDORES DEL GAD PARROQUIAL RURAL DE CARCABÓN,Finalizada,2021-09-16 14:03:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CARCABON,Calle Principal - frente al parque central de Carcabón,"Funcionario Encargado: Maira del Carmen Mendoza Montaño
Email: maira_475@hotmail.com"
6,NIC-1768113660001-2021-40040,2021-09-14 14:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,"ADQUISICIÓN DE TÓNER, ACCESORIOS Y CONSUMIBLES PARA LAS IMPRESORAS Y EQUIPOS DE CÓMPUTO DEL CCQA HOSPITAL DEL DÍA SANTO DOMINGO",En Curso,2021-09-17 14:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
7,NIC-1060034240001-2021-40021,2021-09-14 14:00:00,IMBABURA - ANTONIO ANTE,Adquisición de materiales y accesorios para la reparación de fugas y nuevas acometidas,Finalizada,2021-09-16 12:00:00,EMPRESA PUBLICA DE AGUA POTABLE Y ALCANTARILLADO DE ANTONIO ANTE EPAA - EP,Bolívar y González Suárez,"Funcionario Encargado: Lic. Renato Andrade
Email: andrader@epaa.gob.ec"
8,NIC-0160016860001-2021-40009,2021-09-14 14:00:00,AZUAY - NABON,OVEROLES FORESTALES,Finalizada,2021-09-15 14:31:00,CUERPO DE BOMBEROS DEL CANTON NABON,Vicente Rocafuerte s/n y 24 de Mayo,"Funcionario Encargado: Digna Naula
Email: bomberosnb@hotmail.com"
9,NIC-1768113660001-2021-40042,2021-09-14 14:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,CONTRATACIÓN DEL SERVICIO RECARGA DE EXTINTORES PORTÁTILES CONTRA INCENDIOS PARA LOS DIFERENTES SERVICIOS DEL CENTRO CLÍNICO QUIRÚRGICO AMBULATORIO HO,En Curso,2021-09-17 14:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANTO DOMINGO,"AV. QUITO S/N Y LOS NARANJOS, KM. 1, FRENTE AL SERVICIO DE RENTAS INTERNAS","Funcionario Encargado: MAGALY CASTELLANO POPAYAN
Email: rosa.castellano@iess.gob.ec"
