,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1865031470001-2021-40092,2021-09-14 16:30:00,TUNGURAHUA - AMBATO,CAPACITACIÓN ADMINISTRACIÓN REMUNERACIONES,En Curso,2021-09-17 12:30:00,Empresa Pública Empresa Municipal Mercado Mayorista Ambato,Av. El Cóndor S/N y Tres Carabelas,"Funcionario Encargado: Jessica Ortiz
Email: comprasepema2020@gmail.com"
1,NIC-0460000640001-2021-40175,2021-09-14 16:30:00,CARCHI - MONTUFAR,ADQUISICIÓN DE MATERIALES ELECTRICOS PARA TEATRO MUNICIPAL? DEL GAD MUNICIPAL DE MONTÚFAR,Finalizada,2021-09-16 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR,Sucre 03-61 y Bolivar,"Funcionario Encargado: ING. LENIN PERUGACHI
Email: lenin.perugachi@gadmontufar.gob.ec"
2,NIC-0560017860001-2021-40004,2021-09-14 16:29:00,COTOPAXI - SIGCHOS,ADQUISICION DE IMPLEMENTOS PARA PROYECTO DEPORTIVO,Finalizada,2021-09-15 17:29:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE LAS PAMPAS,CALLE ESMERALDAS DIAGONAL A LA PLAZA CENTRAL,"Funcionario Encargado: ELIZABETH ATI
Email: recepcionofertaslaspampas@gmail.com"
3,NIC-0160006710001-2021-40050,2021-09-14 16:28:00,AZUAY - GUALACEO,MEDICAMENTOS VITALES CON RUPTURA DE STOCK HOSPITAL MORENO VAZQUEZ Y PARA USO ODONTOLOGICO,Finalizada,2021-09-16 16:30:00,DIRECCION DISTRITAL 01D04 - CHORDELEG - GUALACEO - SALUD,MARISCAL SUCRE Y CALLE DE LOS INCAS,"Funcionario Encargado: ING. FABIAN ORDOÑEZ
Email: fab_06est@hotmail.com"
4,NIC-0190408485001-2021-40059,2021-09-14 16:25:00,AZUAY - CUENCA,"Adquisición de Insumos y Dispositivos médicos "" Trocar 12mm x 10cm"" para la Fundación Municipal de la Mujer y el Niño de Cuenca.",Finalizada,2021-09-16 16:25:00,FUNDACION MUNICIPAL DE LA MUJER Y EL NIÑO DE CUENCA,"Calle del Camal S/N, via a Patamarca Bodega del Hospital.","Funcionario Encargado: Dra. María de los Angeles Tello
Email: comprasfmmnc@gmail.com"
5,NIC-1768132450001-2021-40068,2021-09-14 16:25:00,PICHINCHA - RUMIÑAHUI,Adquisición de MORFINA LÍQUIDO PARENTERAL 10 MG/ ML para el Hospital del Día Sangolquí,En Curso,2021-09-17 16:25:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,Atahualpa Y Florida,"Funcionario Encargado: Tnlga. Fernanda Pillajo
Email: proformashds@iess.gob.ec"
6,NIC-1460000290001-2021-40094,2021-09-14 16:25:00,MORONA SANTIAGO - MORONA,ADQUISICIÓN DE REPUESTOS PARA EL MANTENIMIENTO CORRECTIVO Y PREVENTIVO DEL MINIBUS JAC,Finalizada,2021-09-15 16:30:00,MUNICIPIO DE MORONA,LUISA JARAMILLO Y PADRE JUAN BRITO,"Funcionario Encargado: PATRICIO DOMINGUEZ ARREAGA
Email: pdominguez@mmorona.gob.ec"
7,NIC-2260004290001-2021-40043,2021-09-14 16:25:00,ORELLANA - LA JOYA DE LOS SACHAS,RENOVACION DE ADMINISTRACION DE NOMBRE DE DOMINIO DE LA PAGINA WEB,Finalizada,2021-09-15 16:30:00,JUNTA PARROQUIAL UNION MILAGREÑA,ENTREDA NORTE UNO VIA POMPEYA A 12.5 KM,"Funcionario Encargado: IBOR ARANGUREN
Email: gadprum@yahoo.com"
8,NIC-1768146750001-2021-40013,2021-09-14 16:25:00,NAPO - TENA,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LOS SISTEMAS DE BOMBEO DEL PARQUE TENA Y DEL EDIFICIO EX – JUDICATURA DEL TENA,Finalizada,2021-09-15 17:30:00,SECRETARÍA TÉCNICA DE GESTIÓN INMOBILIARIA DEL SECTOR PÚBLICO,"inmueble denominado en el Ex Judicatura del Tena, ubicado entre las avenidas 15 de Noviembre y calle Aquiles Oñate, en el cantón Tena, Provincia de Napo,","Funcionario Encargado: Stefany Páez
Email: compras.publicas@inmobiliar.gob.ec"
9,NIC-1768132450001-2021-40069,2021-09-14 16:25:00,PICHINCHA - RUMIÑAHUI,Adquisición de Gemfibrozilo sólido oral 600 mg para el Hospital del Día Sangolquí,Finalizada,2021-09-16 16:25:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,Atahualpa Y Florida,"Funcionario Encargado: Tnlga. Fernanda Pillajo
Email: proformashds@iess.gob.ec"
