,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1060041100001-2021-40010,2021-09-14 13:45:00,IMBABURA - IBARRA,ADQUISICIÓN DE MEDICAMENTOS E INSUMOS MEDICOS PARA UNIDAD MEDICA Y BOTIQUINES DE PRIMEROS AUXILIOS? DE LA EMPRESA PÚBLICA DE MOVILIDAD DEL NORTE,Finalizada,2021-09-16 13:40:00,EMPRESA PUBLICA DE MOVILIDAD DEL NORTE,AV. ELOY ALFAROY JULIO ZALDUMBIDE 2-80,"Funcionario Encargado: KATHERINE POTOSI
Email: kpotosi@movidelnor.gob.ec"
1,NIC-2160000480001-2021-40100,2021-09-14 13:45:00,SUCUMBIOS - CASCALES,ADQUISICION DE REPUESTO,Finalizada,2021-09-15 13:47:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE CASCALES,AV. Quito entre Azuay y Bolívar.,"Funcionario Encargado: Nelson Ramiro Rodríguez Armijo.
Email: proveedorcascales@gmail.com"
2,NIC-1768033980001-2021-40153,2021-09-14 13:45:00,PICHINCHA - QUITO,ADQUISICIÓN DE DISPOSITIVOS MEDICOS USO GENERAL - CENTRAL DE ESTERILIZACIÓN,Finalizada,2021-09-15 14:00:00,Hospital Eugenio Espejo,AV. GRAN COLOMBIA S/N Y YAGUACHI,"Funcionario Encargado: TLGA. DAYSI MANOSALVAS
Email: compraspublicas.hespejo@gmail.com"
3,NIC-1768132450001-2021-40066,2021-09-14 13:41:00,PICHINCHA - RUMIÑAHUI,Adquisición de Levotiroxina sólido oral 0.075 mg para el Hospital del Día Sangolquí,Finalizada,2021-09-16 13:41:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,Atahualpa Y Florida,"Funcionario Encargado: Tnlga. Fernanda Pillajo
Email: proformashds@iess.gob.ec"
4,NIC-1768128420001-2021-40024,2021-09-14 13:41:00,PICHINCHA - PEDRO MONCAYO,Tres cupos para Capacitación,Finalizada,2021-09-16 13:41:00,CUERPO DE BOMBEROS DE PEDRO MONCAYO,Panamericana Norte Nro 02-05-005 y Calle Quito,"Funcionario Encargado: Ab. Sandra Díaz
Email: smargothdiaz@hotmail.com"
5,NIC-0991500006001-2021-40071,2021-09-14 13:39:00,GALAPAGOS - SAN CRISTOBAL,"PLANES PARA SERVICIO DE BANDA ANCHA MOVIL BAM, INCLUIDO EQUIPO MODEM MIFI INALAMBRICO",Finalizada,2021-09-15 14:31:00,EMPRESA ELECTRICA PROVINCIAL GALAPAGOS S.A.,AV. ESPAÑOLA Y JUAN JOSE FLORES,"Funcionario Encargado: TNLGO. DAVID MORA
Email: jennifer.cepeda@elecgalapagos.com.ec"
6,NIC-0968599020001-2021-40223,2021-09-14 13:35:00,GUAYAS - GUAYAQUIL,"CORP SERVICIO DE DEPURACIÓN, REORGANIZACIÓN DE DATOS Y RECONFIGURACIÓN DE ALMACENAMIENTO DEL SISTEMA COMERCIAL SICO MANABÍ DE CNEL EP GTI",En Curso,2021-09-17 16:30:00,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,"km 6,5 via la costa edificio Grace","Funcionario Encargado: RUBEN JARAMILLO VELOZ
Email: ruben.jaramillo@cnel.gob.ec"
7,NIC-1768120600001-2021-40020,2021-09-14 13:33:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,"Fomentar la creatividad, la innovación y la psicomotricidad fina a través de la ELABORACIÓN DE LLAVEROS TIPO BUHO CON FIELTRO",Finalizada,2021-09-15 16:01:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL VALLE HERMOSO,AV REINA DE LA PAZ Y PASAJE 1,"Funcionario Encargado: Lic Maribel Lozada SECRETARIA/TESORERA
Email: gadprvaalehermoso@hotmail.com"
8,NIC-0960005960001-2021-40042,2021-09-14 13:31:00,GUAYAS - LOMAS DE SARGENTILLO,ADQUISICIÓN DE ESFEROGRAFICO,Finalizada,2021-09-16 14:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON LOMAS DE SARGENTILLO,AV.El Telegrafo y Alberto Sarmiento/GAD MUNICIPAL,"Funcionario Encargado: Ing.Elizabeth Ruiz Moran
Email: dep.guardalmacen@lomasdesargentillo.gob.ec"
9,NIC-1768132450001-2021-40065,2021-09-14 13:30:00,PICHINCHA - RUMIÑAHUI,Adquisición de Dexametasona líquido parenteral 4 mg/2ml para el Hospital del Día Sangolqui,Finalizada,2021-09-16 13:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,Atahualpa Y Florida,"Funcionario Encargado: Tnlga. Fernanda Pillajo
Email: proformashds@iess.gob.ec"
