,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1760010700001-2021-40139,2021-09-16 11:26:00,PICHINCHA - PUERTO QUITO,"TRABAJO PARA LA VOLQUETA HINO NRO3.DE PLACAS PMF-0145,MOTOR NRO.J08CTT26989,CHASIS NRO.JHDGH1JGUZXX10711,MODELO 2007.",En Curso,2021-09-20 11:22:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PUERTO QUITO,AV.18 DE MAYO 434 Y PVM,"Funcionario Encargado: LADY GARCIA
Email: lady_garcia@puertoquito.gob.ec"
1,NIC-1768161120001-2021-40209,2021-09-16 11:25:00,PICHINCHA - QUITO,"ADQUISICIÓN DE BOLSAS PARA PREVENIR PÉRDIDA DE CALOR, GAFAS PARA FOTOTERAPIA Y CIRCUITO EN T PARA NEONATOLOGIA DEL HOSPITAL GENERAL SAN FRANCISCO",En Curso,2021-09-17 12:25:00,HOSPITAL SAN FRANCISCO DE QUITO,AV. JAIME ROLDOS AGUILERA 40554 Y JUAN RAMÓN JIMÉNEZ,"Funcionario Encargado: CAROLINA CASTELLANOS
Email: carolina.castellanos@iess.gob.ec"
2,NIC-1660160370001-2021-40056,2021-09-16 11:25:00,PASTAZA - PASTAZA,ADQUISICION PRENDAS DE PROTECCION PARA PERSONAL OPERATIVO,En Curso,2021-09-20 11:05:00,Cuerpo de Bomberos de Pastaza,AV.ALBERTO ZAMBRANO KM 1.5 VIA MACAS,"Funcionario Encargado: MARIA ELENA FLORES SANCHEZ
Email: compraspublicasbomb@outlook.com"
3,NIC-1768157280001-2021-40039,2021-09-16 11:24:00,PICHINCHA - QUITO,Servicio de alquiler de volqueta,En Curso,2021-09-17 13:00:00,EMPRESA PUBLICA METROPOLITANA DE RASTRO QUITO,Cdla. Ecuatoriana Calle Camilo Orejuela S/N,"Funcionario Encargado: Javier Villavicencio 3952-300 ext. 18706
Email: recepciondeofertas.ic@epmrq.gob.ec"
4,NIC-0160017400001-2021-40513,2021-09-16 11:23:00,AZUAY - CUENCA,FUROSEMIDA LIQUIDO PARENTERAL 10 mg/m,En Curso,2021-09-20 08:16:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,AV JOSE CARRACO ARTEAGA Y POPAYAN,"Funcionario Encargado: AB MARGARITA MOSCOSO RAMIREZ
Email: ruth.moscoso@iess.gob.ec"
5,NIC-1768046450001-2021-40886,2021-09-16 11:23:00,PICHINCHA - QUITO,"CLORHEXIDINA LÍQUIDO TOPICO 2% ACUOSA, 120 ML",En Curso,2021-09-17 11:30:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de Septiembre y Ayacucho,"Funcionario Encargado: Henry Alfonso Salazar Rivadeneira Face Preparatoria
Email: henry.salazar@iess.gob.ec"
6,NIC-1768033550001-2021-40130,2021-09-16 11:22:00,PICHINCHA - QUITO,Adquisición de Azitromicina Sólido oral polvo 200 mg/5 mL J01FA10 para abastecer el Hospital Provincial General Pablo Arturo Suarez,En Curso,2021-09-17 12:15:00,HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUAREZ,Angel Ludeña Oe52-61 y Machala,"Funcionario Encargado: Evelyn Caranqui
Email: evelyn.caranqui@hpas.gob.ec"
7,NIC-0360000580001-2021-40173,2021-09-16 11:20:00,CAÑAR - CAÑAR,COPIAS A BLANCO Y NEGRP,En Curso,2021-09-17 11:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,Calle 5 de junio y Eloy Alfaro,"Funcionario Encargado: Ana Bernal Encalada
Email: anita.bernal@canar.gob.ec"
8,NIC-0460028810001-2021-40029,2021-09-16 11:20:00,CARCHI - TULCAN,SERVICIO DE MANTENIMIENTO DE LA COMPUERTA DE FILTRO No. 1 DE LA UNIDAD II DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE DE LA EPMAPA-T.,En Curso,2021-09-17 14:00:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE TULCAN,JUAN RAMÓN ARELLANO Y BOLÍVAR LUGAR DEL SERVICIO PLANTA DE TRATAMIENTO DE AGUA POTABLE SANTA ROSA DE TAQUES,"Funcionario Encargado: ROSA BENAVIDES S
Email: rosa.benavides@epmapatulcan.gob.ec"
9,NIC-0968587360001-2021-40017,2021-09-16 11:20:00,GUAYAS - NOBOL,implementos deportivos para entrenamiento en escuelita de futbol que promueve los derechos de niñas y niños que se ejecutará en la comuna Petrillo,En Curso,2021-09-21 11:04:00,CONSEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON NOBOL,AV. RIO AMAZONAS Y JUAN FERNANDEZ,"Funcionario Encargado: Tnlgo. Benny Cevallos
Email: ccnanobol@hotmail.com"
