,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1560500670001-2021-40110,2021-09-15 10:05:00,NAPO - TENA,Medicamentos cardiovascular,Finalizada,2021-09-16 10:07:00,HOSPITAL JOSE MARIA VELASCO IBARRA DE TENA,Av. 15 de Noviembre,"Funcionario Encargado: Madelyne Pazmiño
Email: madetpm-12@hotmail.com"
1,NIC-1260000810001-2021-40047,2021-09-15 10:05:00,LOS RIOS - VENTANAS,ADQUISICIÓN DE MATERIALES DIDACTICOS DEL PROYECTO DE PERSONAS ADULTAS MAYORES,Finalizada,2021-09-16 11:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON VENTANAS,CALLE 9 DE OCTUBRE Y 10 DE AGOSTO,"Funcionario Encargado: ING. MARIA ADELINA CHÁVEZ PACHECO
Email: maryu_80@hotmail.com"
2,NIC-1560000190001-2021-40023,2021-09-15 10:05:00,NAPO - QUIJOS,"ADQUISICIÓN DE INSUMOS, MATERIALES DE CONSTRUCCIÓN, ELÉCTRICOS Y DE PLOMERÍA ASÍ COMO EQUIPOS PARA LA ASOCIACIÓN YANAHURCO",En Curso,2021-09-20 09:37:00,GAD PROVINCIAL DE NAPO,SECTOR TAMBO CASA COMUNAL - ASOCIACIÓN YANAHURCO,"Funcionario Encargado: ING. JOSUE ADALBERTO BORJA ALVAREZ/DIRECTOR ADMINISTRATIVO
Email: infimas@napo.gob.ec"
3,NIC-0160061490001-2021-40019,2021-09-15 10:04:00,AZUAY - PAUTE,Contratación de Servicios Profesionas de un Comunicador,Finalizada,2021-09-17 10:04:00,CONSEJO CANTONAL DE PROTECCIÓN INTEGRAL DE DERECHOS DEL CANTÓN PAUTE,"Francisco Gonzáles 2-05, entre Luntur y Nicolás Vásquez","Funcionario Encargado: Ing. Carlos Guillermo
Email: carlos.guillermo1992@hotmail.com"
4,NIC-1768033980001-2021-40159,2021-09-15 10:03:00,PICHINCHA - QUITO,SOLICITUD DE COTIZACION DEL MEDICAMENTO CONCENTRADO ÁCIDO PARA HEMODIÁLISIS LÍQUIDO PARA CIRCULACIÓN EXTRACORPÓREA,Finalizada,2021-09-16 14:01:00,Hospital Eugenio Espejo,AV. GRAN COLOMBIA Y YAGUACHI,"Funcionario Encargado: ING. GABRIELA RODRIGUEZ LEON
Email: compraspublicas.hespejo@gmail.com"
5,NIC-2460002550001-2021-40015,2021-09-15 10:02:00,SANTA ELENA - SANTA ELENA,MANTENIMIENTO MOTOR DIESEL Y BOMBA DEL SISTEMA EMERGENTE DE IMPULSION AGUA CRUDA PLANTA COLONCHE,Finalizada,2021-09-16 10:15:00,"EMPRESA PÚBLICA MUNICIPAL MANCOMUNADA DE AGUA POTABLE, ALCANTARILLADO SANITARIO Y PLUVIAL Y DEPURACION Y APROVECHAMIENTO DE AGUAS RESIDUALES SANEAMIENTO AGUAPEN-EP",PLANTA COLONCHE,"Funcionario Encargado: ECON. FRANKLIN RODRIGUEZ PONCE
Email: infimas@aguapen.gob.ec"
6,NIC-1760003330001-2021-40833,2021-09-15 10:01:00,PICHINCHA - PEDRO MONCAYO,insumos agrricolas,Finalizada,2021-09-17 10:01:00,GOBIERNO PROVINCIAL DE PICHINCHA,"Parroquia Malchinguí, Parque Recreacional Bosque Protector Jerusalem, vía a Puellaro KM4","Funcionario Encargado: Adriana Tapia
Email: atapia@pichincha.gob.ec"
7,NIC-0760029910001-2021-40003,2021-09-15 10:00:00,EL ORO - SANTA ROSA,adquisicion de materiales didacticos para proyecto de adulto mayor.,En Curso,2021-09-17 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BELLAMARIA,Luis Cardenas y Carlos Leon,"Funcionario Encargado: Henry Guaman
Email: jpsbellamaria@gmail.com"
8,NIC-1768091750001-2021-40048,2021-09-15 10:00:00,PICHINCHA - QUITO,ADQUISICIÓN DE ACEITE DE DOS TIEMPOS Y NYLON PIOLA DE CORTE PARA MOTOGUADAÑAS DEL CAMPO ACADÉMICO DOCENTE EXPERIMENTAL LA TOLA CADET,Finalizada,2021-09-17 10:00:00,Facultad de Ciencias Agrícolas de la Universidad Central del Ecuador,AV UNIVERSITARIA S/N CENTRO DOCENTE EXPERIMENTAL LA TOLA,"Funcionario Encargado: LUIS GEOVANNY SALAZAR PILLAJO
Email: lgsalazarp@uce.edu.ec"
9,NIC-0360015690001-2021-40007,2021-09-15 10:00:00,CAÑAR - AZOGUES,ADQUISICIÓN DE MEDICINA VETERINARIA,Finalizada,2021-09-16 11:00:00,DIRECCION DISTRITAL 03D01-AZOGUES-BIBLIAN-DELEG-MAG,AV. 16 DE ABRIL Y BABAHOYO,"Funcionario Encargado: DR. ADAN GUALLPA
Email: aguallpa@mag.gob.ec"
