,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-2060016740001-2021-40041,2021-09-15 07:30:00,GALAPAGOS - SAN CRISTOBAL,"Mantenimiento Preventivo y Correctivo de equipos adquiridos, por vigencia tecnológica",En Curso,2021-09-21 07:30:00,CONSEJO DE GOBIERNO DEL REGIMEN ESPECIAL DE GALAPAGOS,AV. PERIMETRAL ENTRE MARTHA BUCARAN Y 12 DE FEBRERO,"Funcionario Encargado: TORRES ALEXANDRA
Email: alexandra.torres@gobiernogalapagos.gob.ec"
1,NIC-0968590230001-2021-40024,2021-09-14 22:30:00,GUAYAS - GUAYAQUIL,"ADQUISICIÓN DE CÁMARA FOTOGRÁFICA, LUZ LED, GIMBAL, TRÍPODE, TARJETA SD, 2 MICRÓFONOS CORBATEROS, 2 DIADEMAS CON MICROFONO BLUETOOTH",Finalizada,2021-09-16 08:30:00,ESCUELA DE CONDUCTORES PROFESIONALES ESPOL EP,Campus Espol Gustavlo Galindo km 30.5 vía perimetral,"Funcionario Encargado: Isaac Gomez
Email: idgomez@espol.edu.ec"
2,NIC-1768132020001-2021-40017,2021-09-14 21:01:00,PICHINCHA - QUITO,ADQUISICION DE DISPOSITIVOS MEDICOS DE USO GENERAL,Finalizada,2021-09-16 18:46:00,CENTRO DE SALUD A AMAGUAÑA,VIA SANGOLQUI - AMAGUAÑA Y 3 DE MARZO E9206 DIAGONAL A LOS GUABOS,"Funcionario Encargado: Ab. Mercedes Riofrio
Email: zoila.riofrio@iess.gob.ec"
3,NIC-1260043620001-2021-40032,2021-09-14 20:22:00,LOS RIOS - QUEVEDO,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO Y REPARACION DE LAS INSTALACIONES ELECTRICAS,SANITARIAS Y ARREGLOS GENERALES DEL CENTRO GERONTOLOGICO",Finalizada,2021-09-16 20:22:00,DIRECCION DISTRITAL 12D03 - MOCACHE - QUEVEDO - MIES,PARROQUIA 7 DE OCTUBRE CALLE SEGUNDA Y LA C,"Funcionario Encargado: LCDA.MARIANA BUSTILLO
Email: mariana.bustillo@inclusion.gob.ec"
4,NIC-1460016610001-2021-40017,2021-09-14 20:20:00,MORONA SANTIAGO - MORONA,Mantenimiento retroexcavadora,Finalizada,2021-09-16 08:03:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE CUCHAENTZA,Via principal Macuma Taisha edificio administrativo,"Funcionario Encargado: Ismael Uyungara
Email: info@gadcuchaentza.gob.ec"
5,NIC-1560000940001-2021-40060,2021-09-14 19:57:00,NAPO - QUIJOS,"REPUESTOS ELÉCTRICOS BATERÍAS PARA MOTONIVELADORA 120H, EL CAMIÓN CHEVROLET N 1, VOLQUETA NISSAN N 3 Y VOLQUETA MERCEDES BENZ N 3",Finalizada,2021-09-16 20:00:00,GOBIERNO MUNICIPAL DE QUIJOS,AV. DE LOS QUIJOS N 4 Y 17 ENERO,"Funcionario Encargado: ROBERTO CARLOS MONTOYA ROSALES
Email: infimasquijos@gmail.com"
6,NIC-0560026500001-2021-40013,2021-09-14 19:50:00,COTOPAXI - SALCEDO,Adquisición de Materiales de Aseo para el Convenio de Erradicación Progresiva del Trabajo Infantil,Finalizada,2021-09-15 20:00:00,PATRONATO MUNICIPAL DE AMPARO SOCIAL DE SAN MIGUEL DE SALCEDO,AV. VELASCO IBARRA S/N JUNTO AL HOSPITAL DE SALCEDO,"Funcionario Encargado: LORENA SANGUCHO
Email: adquisicionespsalcedo@gmail.com"
7,NIC-1560000940001-2021-40058,2021-09-14 19:47:00,NAPO - QUIJOS,ADQUISICIÓN DE MOBILIARIO PARA LA DIRECCIÓN DE DESARROLLO SOCIAL,Finalizada,2021-09-16 19:44:00,GOBIERNO MUNICIPAL DE QUIJOS,AV. DE LOS QUIJOS N 4 Y 17 ENERO,"Funcionario Encargado: ROBERTO CARLOS MONTOYA ROSALES
Email: infimasquijos@gmail.com"
8,NIC-1865027790001-2021-40037,2021-09-14 19:40:00,TUNGURAHUA - AMBATO,"ADQUISICIÓN DE MATERIAL DE BIOSEGURIDAD PARA LOS PROYECTOS DE VINCULACIÓN CON LA SOCIEDAD, PRACTICAS PREPROFESIONALES Y U DE PRODUCCION DE LA UTA",En Curso,2021-09-17 12:25:00,UNIDAD DE VINCULACIÓN CON LA SOCIEDAD Y PRESTACIÓN DE SERVICIOS DE LA UNIVERSIDAD TÉCNICA DE AMBATO UVPSUTA,"UTA CAMPUS HUACHI AV. LOS CHASQUIS S/N Y RIO PAYAMINO, EDIFICIO ACADEMICO SEGUNDO PISO.","Funcionario Encargado: Sofía Michele Latta Sánchez
Email: sm.latta@uta.edu.ec"
9,NIC-1860000130001-2021-40202,2021-09-14 19:40:00,TUNGURAHUA - AMBATO,ADQUISICION DE UN PASAJE AÈREO DE VIAJE IDA Y VUELTA QUITO LOJA- LOJA QUITO,Finalizada,2021-09-15 16:00:00,GOBIERNO PROVINCIAL DE TUNGURAHUA,BOLIVAR Y MARIANO CASTILLO,"Funcionario Encargado: Ing. Elizabeth Lara
Email: elizabeth.lara@tungurahua.gob.ec"
