,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768152800001-2021-40413,2021-09-10 18:00:00,PICHINCHA - QUITO,CCS SERVICIO DE MANTENIMIENTO Y CALIBRACIÓN DE EQUIPOS TOPOGRÁFICOS MARCA LEICA Y TRIMBLE DE LAS C. COCA CODO SINCLAIR Y MANDURIACU. INCLUYE REPUEST,Finalizada,2021-09-14 17:01:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,Instalaciones del proveedor.,"Funcionario Encargado: ROXANA CISNEROS KLINGER
Email: roxana.cisneros@celec.gob.ec"
1,NIC-1860000990001-2021-40074,2021-09-10 18:00:00,TUNGURAHUA - MOCHA,ADQUISICIÓN DE MATERIALES VARIOS PARA SISTEMA DE RIEGO ESTADIO EL CALVARIO DEL CANTÓN MOCHA,Finalizada,2021-09-15 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MOCHA,ALONSO RUIZ 1-40 Y AV. EL REY,"Funcionario Encargado: ING. MARLENE LÓPEZ LÓPEZ
Email: analistacompraspublicas@municipiomocha.gob.ec"
2,NIC-0160025770001-2021-40036,2021-09-10 17:50:00,AZUAY - CUENCA,servicio de transporte,Finalizada,2021-09-14 17:46:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA ANA,SANTA ANA VIA AL CEMENTERIO,"Funcionario Encargado: Ing. Neptali Mendieta
Email: jp@santana.gob.ec"
3,NIC-1768009090001-2021-40016,2021-09-10 17:50:00,PICHINCHA - QUITO,ADQUISICION DE MATERIALES DE CONTRUCCIÓN,Finalizada,2021-09-13 08:00:00,AGRUPAMIENTO DE COMUNICACIONES Y GUERRA ELECTRONICA,AVDA LOS PINOS Y MANUEL CABEZA DE VACA E7-105,"Funcionario Encargado: CAPT HIDALGO
Email: cpagrucomge@gmail.com"
4,NIC-1560002480001-2021-40124,2021-09-10 17:49:00,ORELLANA - FRANCISCO DE ORELLANA,SERVICIO DE MANTENIMIENTO PARA EL DESLIZADOR ORELLANA # 20 DE LA COORDINACIÓN DE TURISMO DEL GADPO,Finalizada,2021-09-13 17:38:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA,AV. 9 DE OCTUBRE ENTRE DAYUMA CESAR ANDI,"Funcionario Encargado: AGUINDA SANCHEZ EDISON JOSE
Email: eaguinda@gporellana.gob.ec"
5,NIC-1760003410001-2021-40477,2021-09-10 17:45:00,PICHINCHA - QUITO,SERD DMPPE SERVICIO DE ARRENDAMIENTO DE LICENCIAS DE SOFTWARE ESPECIALIZADO PARA LOS TÉCNICOS DE INFRAESTRURA SE,Finalizada,2021-09-14 17:45:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,MEJÍA Oe2-66 Y GUAYAQUIL,"Funcionario Encargado: ALEXIS LEANDRO TUZA TACURI
Email: alexis.tuza@quito.gob.ec"
6,NIC-1768009090001-2021-40017,2021-09-10 17:41:00,PICHINCHA - QUITO,"ADQUISICIÓN DE MEDICINA PARA EL CENTRO DE SALUD TIPO ""B"" AGRUCOMGE",Finalizada,2021-09-13 08:00:00,AGRUPAMIENTO DE COMUNICACIONES Y GUERRA ELECTRONICA,AVDA LOS PINOS Y MANUEL CABEZA DE VACA E7-105,"Funcionario Encargado: JORGE ALBERTO GUILLEN PAREDES
Email: cpagrucomge@gmail.com"
7,NIC-1768046450001-2021-40835,2021-09-10 17:40:00,PICHINCHA - QUITO,paracetamol solido oral 500mg,Finalizada,2021-09-13 17:42:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,av. 18 de septiembre y ayacucho,"Funcionario Encargado: Kevin Raúl Machuca Proaño Fase Preparatoria
Email: preparatoriahecamcotizacion@gmail.com"
8,NIC-0968595540001-2021-40068,2021-09-10 17:40:00,GUAYAS - GUAYAQUIL,CONTRATACION DEL SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE PARA LOS CALDEROS DEL INSTITUTO NACIONAL DE INVESTIGACION EN SALUD PUBLICA INSPI DR. LEOPOL,Finalizada,2021-09-13 12:01:00,INSTITUTO NACIONAL DE INVESTIGACIÓN EN SALUD PUBLICA -INSPI- DR. LEOPOLDO IZQUIETA PÉREZ,JULIAN CORONEL 905 ENTRE ESMERALDA Y JOSE MASCOTE,"Funcionario Encargado: Ing. Gonzalo Miranda
Email: gmiranda@inspi.gob.ec"
9,NIC-1768046450001-2021-40834,2021-09-10 17:37:00,PICHINCHA - QUITO,GEMCITABINA SOLIDO PARENTERAL 1.000 mg,Finalizada,2021-09-13 17:39:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,av. 18 de septiembre y ayacucho,"Funcionario Encargado: Kevin Raúl Machuca Proaño Fase Preparatoria
Email: preparatoriahecamcotizacion@gmail.com"
