,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768034790001-2021-40472,2021-09-16 12:55:00,PICHINCHA - QUITO,ADQUISICIÓN DE LLAVE DE 3 VÍAS,En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA 14-66 Y SODIRO,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
1,NIC-1768034790001-2021-40471,2021-09-16 12:54:00,PICHINCHA - QUITO,"PAQUETES QUIRURGICOS CESARIA, CIRUJIA, PARTO",En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
2,NIC-1160024180001-2021-40056,2021-09-16 12:53:00,LOJA - ESPINDOLA,Dotación de material a las instituciones en el convenio con Ecua Zuiza- Gad Provincial y Gad Municipal,En Curso,2021-09-17 16:53:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL AIRO,ERNESTO CELI ROMAN S/N y AV. EL AIRO,"Funcionario Encargado: ILVAR ARCANGEL BERMEO JIMENEZ
Email: elairo@hotmail.es"
3,NIC-0360007320001-2021-40084,2021-09-16 12:50:00,CAÑAR - AZOGUES,MOBILIARIO HOSPITALARIO,En Curso,2021-09-17 12:54:00,HOSPITAL HOMERO CASTANIER CRESPO,ANDRES F CORDOVA Y LUIS M GONZALES,"Funcionario Encargado: ING. CLAUDIA PARRA S
Email: claudia.parrahhcc@gmail.com"
4,NIC-1660000170001-2021-40237,2021-09-16 12:50:00,PASTAZA - PASTAZA,"""ADQUISICION DE MAQUINARIA Y EQUIPOS, PARA LA ESTACIÓN PISCÍCOLA JACALURCO DEL GADPPz""."" DDS-2021-4504-M?",En Curso,2021-09-21 11:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE PASTAZA,FRANCISCO DE ORELLANA 739 Y 27 DE FEBRERO,"Funcionario Encargado: MARTHA CECILIA LARA MECIAS
Email: martha.lara@pastaza.gob.ec proveeduria@pastaza.go"
5,NIC-1160024180001-2021-40055,2021-09-16 12:50:00,LOJA - ESPINDOLA,Dotación de material a las instituciones en el convenio con Ecua Zuiza- Gad Provincial y Gad Municipal,En Curso,2021-09-17 16:50:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL AIRO,ERNESTO CELI ROMAN S/N y AV. EL AIRO,"Funcionario Encargado: ILVAR ARCANGEL BERMEO JIMENEZ
Email: elairo@hotmail.es"
6,NIC-0660821990001-2021-40005,2021-09-16 12:50:00,CHIMBORAZO - RIOBAMBA,ADQUISICIÓN PRENDAS DE PROTECCIÓN CHOMPAS PROYECTO MIES - GAD QUIMIAG,En Curso,2021-09-22 12:50:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL QUIMIAG,"PRINCIPAL S/N EDIF CASA PARROQUIAL, FRENTE AL PARQUE CENTRAL","Funcionario Encargado: ECON. CARLOS FERNANDO LLUGUAY MIRANDA
Email: unidad_planificacion14@hotmail.com"
7,NIC-1360053400001-2021-40012,2021-09-16 12:50:00,MANABI - SUCRE,ADQUISICIÓN DE MEDICAMENTOS ANTIINFECCIOSOS 3 PARA EL II SEMESTRE,En Curso,2021-09-17 12:51:00,CENTRO DE SALUD C-MATERNO INFANTIL Y EMERGENCIA-BAHIA DE CARAQUEZ,LEONIDAS PLAZA CALLES JUAN CHAVEZ MEZA Y EFRAIN CENTENO JUNTO A LA LIGA CANTONAL SUCRE IESS BAHÍA DE CARÁQUEZ - EL PLAZO DE ENTREGA SERÁ DE 3 DÍAS CONTADOS DESDE LA SUSCRIPCIÓN DE LA ORDEN,"Funcionario Encargado: MARIA ROLDAN
Email: maria.roldan@iess.gob.ec"
8,NIC-1768034790001-2021-40469,2021-09-16 12:50:00,PICHINCHA - QUITO,ADQUISICIÓN DE LÁPIZ DE ELECTROBISTURI,En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA 14-66 Y SODIRO,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
9,NIC-1768034790001-2021-40470,2021-09-16 12:48:00,PICHINCHA - QUITO,"Papel para monitoreo fetal, 15.3 cm x 9 cm",En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
