,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1865000590001-2021-40055,2021-09-13 08:29:00,TUNGURAHUA - SAN PEDRO DE PELILEO,Adquirir Alcohol yodado Líquido Tópico,Finalizada,2021-09-15 12:00:00,DIRECCION DISTRITAL 18D04-PATATE-SANPEDRO DE PELILEO-SALUD,"Dirección Distrital 18D04 Patate-San Pedro de Pelileo Salud, Provincia de Tungurahua, cantón Pelileo, Parroquia Benítez Calle Juan Montalvo s/n y Eugenio Espejo, 03 2765324 / 2765347","Funcionario Encargado: Ing. Vanessa Ordoñez
Email: compraspublicas18d04s@gmail.com"
1,NIC-1768002080001-2021-40034,2021-09-13 08:26:00,AZUAY - CUENCA,ALIMENTOS Y BEBIDAS PARA EL PERSONAL DE LAS UNIDADES DE LA IIIDE ?TARQUI?,Finalizada,2021-09-15 15:26:00,"Tercera Division de la F.T ""Tarqui""",Calle Hno. Miguel s.n. y Rafael María Arízaga,"Funcionario Encargado: Mayor Carlos Fabián Fabara Armendáriz
Email: carlosfabara77@gmail.com"
2,NIC-1768132370001-2021-40083,2021-09-13 08:25:00,CARCHI - TULCAN,ADQUISICIÓN DE HERRAMIENTAS AGRÍCOLAS Y EQUIPOS MENORES,Finalizada,2021-09-16 08:25:00,UNIVERSIDAD POLITECNICA ESTATAL DEL CARCHI,ANTISANA Y AVENIDA UNIVERSITARIA,"Funcionario Encargado: JOFFRE GUERRÓN AGUILAR
Email: joffre.guerron@upec.edu.ec"
3,NIC-0360001120001-2021-40104,2021-09-13 08:25:00,CAÑAR - DELEG,REALIZAR MANTENIMIENTO PREDICTIVO Y PREVENTIVO DE LA VOLQUETA KODIAK BLANCA,Finalizada,2021-09-14 08:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON DELEG,SIMON BOLIVAR,"Funcionario Encargado: DIRECTOR DE OBRAS PUBLICAS
Email: doloresdeleg28@yahoo.com, obras publicas@yahoo.com"
4,NIC-1768097520001-2021-40015,2021-09-13 08:23:00,PICHINCHA - QUITO,Adquirir placas para impresoras offset de la Gaceta de la Función Judicial,Finalizada,2021-09-15 08:01:00,Consejo de la Judicatura,"Bodega de la planta central del Consejo de la Judicatura, calle Beethoven E1-197 y Pablo Casals","Funcionario Encargado: Rosa Jácome López
Email: rosa.jacome@funcionjudicial.gob.ec"
5,NIC-1768181150001-2021-40193,2021-09-13 08:15:00,PICHINCHA - QUITO,ADQUISICIÓN DE LIDOCAINA SIN EPINEFRINA 50 ML LÍQUIDO PARENTERAL 2%,Finalizada,2021-09-16 08:06:00,HOSPITAL GENERAL DOCENTE DE CALDERON,DERBY Y GIOVANNY CALLES,"Funcionario Encargado: DR. OSCAR VIÑAN
Email: proformas.calderon@gmail.com"
6,NIC-1768153960001-2021-40054,2021-09-13 08:15:00,PICHINCHA - QUITO,Contratación del mantenimiento preventivo del Sistema de Video Grabación de la EMPSA,Finalizada,2021-09-15 12:00:00,Empresa Pública Metropolitana de servicios aeroportuarios y Gestión de Zonas Francas y Regímenes Especiales,"Calle Principal S/N y Edificio Quito Airport Center, Piso 2","Funcionario Encargado: Sr. Julio Crespo
Email: julio.crespo@aeropuertoquito.gob.ec"
7,NIC-1768046450001-2021-40830,2021-09-13 08:14:00,PICHINCHA - QUITO,06-2839 Tirillas de glicemia,Finalizada,2021-09-14 09:14:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: Belen Arias
Email: maria.arias@iess.gob.ec"
8,NIC-1768046450001-2021-40827,2021-09-13 08:11:00,PICHINCHA - QUITO,06-1295 Equipo microgotero,Finalizada,2021-09-14 09:11:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: Belen Arias
Email: maria.arias@iess.gob.ec"
9,NIC-1768046450001-2021-40821,2021-09-13 08:11:00,PICHINCHA - QUITO,06-0837 Catéter intravenoso 20 G con aletas,Finalizada,2021-09-14 11:00:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: Belen Arias
Email: maria.arias@iess.gob.ec"
