,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1360053400001-2021-40014,2021-09-16 13:15:00,MANABI - SUCRE,ADQUISICIÓN DE MEDICAMENTOS SISTEMA GENITOURINARIO Y HORMONAS PARA EL II SEMESTRE,En Curso,2021-09-17 13:17:00,CENTRO DE SALUD C-MATERNO INFANTIL Y EMERGENCIA-BAHIA DE CARAQUEZ,LEONIDAS PLAZA CALLES JUAN CHAVEZ MEZA Y EFRAIN CENTENO JUNTO A LA LIGA CANTONAL SUCRE IESS BAHÍA DE CARÁQUEZ - EL PLAZO DE ENTREGA SERÁ DE 3 DÍAS CONTADOS DESDE LA SUSCRIPCIÓN DE LA ORDEN,"Funcionario Encargado: MARIA ROLDAN
Email: maria.roldan@iess.gob.ec"
1,NIC-0691709051001-2021-40011,2021-09-16 13:10:00,CHIMBORAZO - RIOBAMBA,ADQUISICION DE 2000 GALONES DE DIESEL PARA EL CALENTAMIENTO DE LA PISCINA CARLOS COSTALES DE FDCH,En Curso,2021-09-17 13:15:00,Federaciòn Deportiva de Chimborazo,AV. UNIDAD NACIONAL Y AV. CARLOS ZAMBRANO,"Funcionario Encargado: ING. MARCELO NOBOA
Email: fdch.infraestruc@gmail.com"
2,NIC-1768033550001-2021-40134,2021-09-16 13:10:00,PICHINCHA - QUITO,ADQUISICIÓN DE ?DIEZ 10LÁMPARAS DE XENÓN MARCA STORZ DE 175 W PARA FUENTE DE LUZ MARCA STORZ DE QUIRÓFANOS DEL HOSPITAL PROVINCIAL GENERAL PABLO ART,En Curso,2021-09-17 13:16:00,HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUAREZ,Angel Ludeña Oe52-61 y Machala,"Funcionario Encargado: Evelyn Caranqui
Email: evelyn.caranqui@hpas.gob.ec"
3,NIC-1768048660001-2021-40021,2021-09-16 13:10:00,MANABI - PEDERNALES,Combustible para el parque automotor asignados a para la Unidad de Policía Judicial de Otavalo,En Curso,2021-09-17 13:15:00,DIRECCION NACIONAL DE LA POLICIA JUDICIAL,Chimborazo entre Juan Montalvo y 9 de Octubre,"Funcionario Encargado: Kleber Medina Pico
Email: veropetu2010@gmail.com"
4,NIC-1160024180001-2021-40061,2021-09-16 13:07:00,LOJA - ESPINDOLA,Dotación de material a las instituciones en el convenio con Ecua Zuiza- Gad Provincial y Gad Municipal,En Curso,2021-09-17 17:07:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL AIRO,ERNESTO CELI ROMAN S/N y AV. EL AIRO,"Funcionario Encargado: ILVAR ARCANGEL BERMEO JIMENEZ
Email: elairo@hotmail.es"
5,NIC-1768108310001-2021-40064,2021-09-16 13:04:00,PICHINCHA - QUITO,ADQUISICION DE TRIPOD PARA CAMARA/ CELULAR,En Curso,2021-09-20 13:04:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE POMASQUI,CALLE BOLIVAR E2-15 Y 24 DE MAYO,"Funcionario Encargado: AB. JAQUELINE CASTRO
Email: tesoreria@pomasqui.gob.ec"
6,NIC-1160024180001-2021-40060,2021-09-16 13:04:00,LOJA - ESPINDOLA,Dotación de material a las instituciones en el convenio con Ecua Zuiza- Gad Provincial y Gad Municipal,En Curso,2021-09-17 17:05:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL AIRO,ERNESTO CELI ROMAN S/N y AV. EL AIRO,"Funcionario Encargado: ILVAR ARCANGEL BERMEO JIMENEZ
Email: elairo@hotmail.es"
7,NIC-1160024180001-2021-40059,2021-09-16 13:02:00,LOJA - ESPINDOLA,Dotación de material a las instituciones en el convenio con Ecua Zuiza- Gad Provincial y Gad Municipal,En Curso,2021-09-17 17:02:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA EL AIRO,ERNESTO CELI ROMAN S/N y AV. EL AIRO,"Funcionario Encargado: ILVAR ARCANGEL BERMEO JIMENEZ
Email: elairo@hotmail.es"
8,NIC-1660000170001-2021-40238,2021-09-16 13:02:00,PASTAZA - PASTAZA,?SERVICIO,En Curso,2021-09-17 13:20:00,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE PASTAZA,FRANCISCO DE ORELLANA 739 Y 27 DE FEBRERO,"Funcionario Encargado: MARTHA CECILIA LARA MECIAS
Email: martha.lara@pastaza.gob.ec proveeduria@pastaza.go"
9,NIC-1360053400001-2021-40013,2021-09-16 13:00:00,MANABI - SUCRE,ADQUISICIÓN DE MEDICAMENTOS ANTIPARASITARIOS PARA EL II SEMESTRE,En Curso,2021-09-17 13:01:00,CENTRO DE SALUD C-MATERNO INFANTIL Y EMERGENCIA-BAHIA DE CARAQUEZ,LEONIDAS PLAZA CALLES JUAN CHAVEZ MEZA Y EFRAIN CENTENO JUNTO A LA LIGA CANTONAL SUCRE IESS BAHÍA DE CARÁQUEZ - EL PLAZO DE ENTREGA SERÁ DE 3 DÍAS CONTADOS DESDE LA SUSCRIPCIÓN DE LA ORDEN,"Funcionario Encargado: MARIA ROLDAN
Email: maria.roldan@iess.gob.ec"
