,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768034790001-2021-40360,2021-09-15 14:23:00,PICHINCHA - QUITO,ADQUISICION DE METRONIDAZOL SEMISOLIDO,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y Sodiro,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
1,NIC-0160062700001-2021-40033,2021-09-15 14:23:00,AZUAY - CUENCA,IC-L-MIEC-125-2021 ADQUISICIÓN DE TUBOS PARA LABORATORIO,Finalizada,2021-09-16 14:26:00,CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA,Calle Viracochabamba y Av. Paseo de los Cañaris,"Funcionario Encargado: ANA CAMPOVERDE REYES
Email: ana.campoverde@iess.gob.ec"
2,NIC-0760035990001-2021-40031,2021-09-15 14:20:00,EL ORO - MACHALA,ADQUISICION DE RESPUESTO PARA EL MOVIL 03 DE PLACAS OEI1053 CAMIONETA CHEVROLET DMAX 4*4 DIESEL AÑO 2010,En Curso,2021-09-17 14:02:00,Fiscalia de El Oro,ROCAFUERTE ENTRE 9 DE MAYO Y GUAYAS,"Funcionario Encargado: YARICSA ROMERO GALVEZ
Email: romeroy@fiscalia.gob.ec"
3,NIC-1768034790001-2021-40359,2021-09-15 14:20:00,PICHINCHA - QUITO,ADQUISICION DE METRONIDAZOL,En Curso,2021-09-17 13:31:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y Sodiro,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
4,NIC-1768161120001-2021-40203,2021-09-15 14:18:00,PICHINCHA - QUITO,ADQUISICIÓN DE PAQUETE ABDOMINAL QUIRURGICO PARA EL HOSPITAL GENERAL SAN FRANCISCO,Finalizada,2021-09-16 14:19:00,HOSPITAL SAN FRANCISCO DE QUITO,AV. JAIME ROLDOS AGUILERA 40554 Y JUAN RAMÓN JIMÉNEZ,"Funcionario Encargado: CAROLINA CASTELLANOS
Email: carolina.castellanos@iess.gob.ec"
5,NIC-2160071070001-2021-40014,2021-09-15 14:17:00,SUCUMBIOS - LAGO AGRIO,INSUMOS AGROECOLOGICOS PARA EL ESTABLECIMIENTO DE PARCELAS,En Curso,2021-09-17 17:04:00,"UNIDAD ADSCRITA DE DESARROLLO PRODUCTIVO AGROPECUARIO DE INDUSTRIALIZACION, COMERCIALIZACION Y EMPRESARIAL CORPOSUCUMBIOS",Av. 20 de junio y Carhi,"Funcionario Encargado: PROYECTO FIEDS
Email: corposucumbios@sucumbios.gob.ec"
6,NIC-1160031120001-2021-40012,2021-09-15 14:17:00,LOJA - PALTAS,CONTRATACION DE SERVICIOS DE RASTREO SATELITAL PARA TRACTOR AGRICOLA NEW HOLLAND TT4-90,En Curso,2021-09-17 14:11:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA YAMANA,Av. 20 de Julio y Plazoleta Paltas,"Funcionario Encargado: Ing. Martha Campoverde
Email: gadyamana@gmail.com"
7,NIC-1760003330001-2021-40858,2021-09-15 14:16:00,PICHINCHA - PUERTO QUITO,ADQUISICIÓN DE GASOLINA EXTRA PARA LOS VEHÍCULOS DE LA DIRECCIÓN DE GESTIÓN ZONAL DEL NOROCCIDENTE,Finalizada,2021-09-16 14:24:00,GOBIERNO PROVINCIAL DE PICHINCHA,EN EL PUNTO AUTORIZADO DE DESPACHO DE COMBUSTIBLE EN LA GASOLINERA ADJUDICADA,"Funcionario Encargado: TLGO. JORGE LUIS RONQUILLO CABEZAS
Email: jronquillo@pichincha.gob.ec"
8,NIC-0992179619001-2021-40034,2021-09-15 14:15:00,GUAYAS - GUAYAQUIL,ADQUISICION DE EQUIPOS DE COMPUTACION,Finalizada,2021-09-16 15:16:00,AUTORIDAD AEROPORTUARIA DE GUAYAQUIL FUNDACION DE LA M.I MUNICIPALIDAD DE GUAYAQUIL,"Av. de las Americas, Aeropuerto J.J. de Olmedo, edif. admin. 1er. piso, odficinas de Autoridad Aeroportuaria de Guayaquil","Funcionario Encargado: Wendy Cedeño Andrade
Email: wmcedeno@aag.org.ec"
9,NIC-0190408485001-2021-40060,2021-09-15 14:15:00,AZUAY - CUENCA,Adquisición de Sondas Foley 3 vías para la Fundación Municipal de la Mujer y el Niño de Cuenca,En Curso,2021-09-17 14:15:00,FUNDACION MUNICIPAL DE LA MUJER Y EL NIÑO DE CUENCA,"Calle del Camal S/N, via a Patamarca Bodega del Hospital.","Funcionario Encargado: Dra. María de los Angeles Tello
Email: comprasfmmnc@gmail.com"
