,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1360003300001-2021-40018,2021-09-17 17:00:00,MANABI - PUERTO LOPEZ,Contratación del servicio de dotación de pasajes aéreos nacionales e internacionales para los servidores públicos del GADM del cantón Puerto López,En Curso,2021-09-22 17:00:00,Gobierno Municipal del Cantón Puerto López,Av. Machalilla sector norte diagonal a la Terminal Terrestre,"Funcionario Encargado: Ing. Mónica Aguayo Segura
Email: m_aguayo@puertolopez.gob.ec"
1,NIC-1768046450001-2021-40945,2021-09-17 16:59:00,PICHINCHA - QUITO,01-0016Alcohol Etílico Absoluto,En Curso,2021-09-20 16:54:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 DE SEPTIEMBRE Y AYACUCHO,"Funcionario Encargado: MONICA BENALCAZAR
Email: monica.benalcazar@iess.gob.ec"
2,NIC-0960005880001-2021-40044,2021-09-17 16:59:00,GUAYAS - SALITRE,SERVICIO PUBLICACIÓN DEL PUBLIREPORTAJE MENSUAL,En Curso,2021-09-20 10:59:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SALITRE,JUAN MONTALVO S/N ENTRE SUCRE Y BOLIVAR,"Funcionario Encargado: ANGIE BAJAÑA LEÓN
Email: angie.bajana@salitre.gob.ec"
3,NIC-0960001540001-2021-40082,2021-09-17 16:57:00,SANTA ELENA - SANTA ELENA,ADQ IMPLEMENTOS DE SEGURIDAD PROYECTO DE DISCAPACIDAD,En Curso,2021-09-21 16:51:00,ILUSTRE MUNICIPALIDAD DE SANTA ELENA,AV. 18 DE AGOSTO Y CALLE 10 DE AGOSTO,"Funcionario Encargado: LCDA. MARY SÁNCHEZ AQUINO
Email: direccionad.gadse@gmail.com"
4,NIC-1768046450001-2021-40944,2021-09-17 16:56:00,PICHINCHA - QUITO,01-0264Sustituto de Xilol para Procesamiento de tejidos,En Curso,2021-09-20 16:52:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 DE SEPTIEMBRE Y AYACUCHO,"Funcionario Encargado: MONICA BENALCAZAR
Email: monica.benalcazar@iess.gob.ec"
5,NIC-1460013860001-2021-40017,2021-09-17 16:55:00,MORONA SANTIAGO - SUCUA,Servicio Técnico Especializado para Mantenimiento preventivo de computadoras del Cuerpo de Bomberos del GAD municipal del cantón Sucúa,En Curso,2021-09-20 17:00:00,CUERPO DE BOMBEROS DEL GAD MUNICIPAL DEL CANTON SUCUA,Carlos Olson s/n y Av. Oriental,"Funcionario Encargado: Adrian Sisalima Delgado
Email: sucuabomberos@hotmail.es"
6,NIC-1768145430001-2021-40025,2021-09-17 16:55:00,PICHINCHA - QUITO,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE BIENES MUEBLES DEL TRIBUNAL CONTENCIOSO ELECTORAL,En Curso,2021-09-20 17:00:00,Tribunal Contencioso Electoral,La Dirección de entrega será en: José Manuel de Abascal N37-49 y Portete Institución: Tribunal Contencioso Electoral,"Funcionario Encargado: Maryorie Collantes Rodriguez
Email: maryorie.collantes@tce.gob.ec"
7,NIC-1768046450001-2021-40943,2021-09-17 16:54:00,PICHINCHA - QUITO,"02-0043Kit para plasmaféresis en máquina de aféresis, especificar equipo",En Curso,2021-09-20 16:50:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 DE SEPTIEMBRE Y AYACUCHO,"Funcionario Encargado: MONICA BENALCAZAR
Email: monica.benalcazar@iess.gob.ec"
8,NIC-1768097520001-2021-40020,2021-09-17 16:53:00,PICHINCHA - QUITO,CONTRATAR EL SERVICIO DE ADECENTAMIENTO DEL EDIFICIO YAVIRAC,En Curso,2021-09-21 13:53:00,Consejo de la Judicatura,"Edificio YAVIRAC, diagonal a la Corte Nacional de Justicia, calles Nuñez de Vela y Unión Nacional de Peroidistas","Funcionario Encargado: HELEN PLAZA
Email: helen.plaza@funcionjudicial.gob.ec"
9,NIC-1865017050001-2021-40009,2021-09-17 16:53:00,TUNGURAHUA - SANTIAGO DE PILLARO,ADQUISICION DE MATERIALES Y UTENSILLOS PARA APLICACIÓN DE BUENAS PRACTICAS PECUARIAS,En Curso,2021-09-21 15:54:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAQUERIZO MORENO,BAQUERIZO MORENO CENTRO,"Funcionario Encargado: BELGICA CHIPANTIZA
Email: gadbaquerizomoreno@gmail.com bella555@hotmail.es"
