,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768132450001-2021-40072,2021-09-14 16:55:00,PICHINCHA - RUMIÑAHUI,Adquisición de Ibuprofeno líquido oral 200 mg/5 ml para el Hospital del Día Sangolquí,En Curso,2021-09-17 16:55:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,Atahualpa Y Florida,"Funcionario Encargado: Tnlga. Fernanda Pillajo
Email: proformashds@iess.gob.ec"
1,NIC-1460013430001-2021-40002,2021-09-14 16:55:00,MORONA SANTIAGO - HUAMBOYA,Contratación de la póliza de caución,Finalizada,2021-09-15 16:56:00,JUNTA PARROQUIAL DE CHIGUAZA,"S/n, frente la escuela","Funcionario Encargado: Patricio Rojas Bautista
Email: gadparroquialruralchiguaza@gmail.com"
2,NIC-0968578370001-2021-40001,2021-09-14 16:55:00,LOS RIOS - VINCES,Adquisición de Repuesto puerta lateral para la impresora XEROX 4265,Finalizada,2021-09-16 15:46:00,UNIDAD DE ATENCION AMBULATORIA VINCES,BOLIVAR Y SUCRE,"Funcionario Encargado: LCDA. MARICELA AÑAZCO CHEVEZ
Email: centrodesaludavinces4@gmail.com"
3,NIC-1660000680001-2021-40099,2021-09-14 16:55:00,PASTAZA - SANTA CLARA,CRUCETA,Finalizada,2021-09-15 17:56:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SANTA CLARA,AV. LLANGANTES Y REDENTORISTAS,"Funcionario Encargado: ROBINSON ADEMAR CASTILLO BARROZO
Email: gadsantaclarainfimas2021@gmail.com"
4,NIC-1360002920001-2021-40022,2021-09-14 16:54:00,MANABI - PEDERNALES,ADQUISICIÓN DE SEMILLAS DE HORTALIZAS PARA IMPLEMENTAR 1000 HUERTOS FAMILIARES,Finalizada,2021-09-15 17:01:00,MUNICIPIO DE PEDERNALES,Calle Los Ríos entre Machala y Eduardo Puertas se podrá entregar de forma física la proforma a la responsable,"Funcionario Encargado: Ing. Galo Vera Espinoza
Email: galo_vera70@hotmail.com"
5,NIC-1768120280001-2021-40026,2021-09-14 16:51:00,PICHINCHA - QUITO,ADQUISICIÓN DE EMULSIÓN ASFÁLTICA,Finalizada,2021-09-15 16:52:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ANTONIO DE PICHINCHA,De los Hemisferios s1-128 y Av. Equinoccial,"Funcionario Encargado: VERONICA BORJA
Email: infimasgadsap@gmail.com"
6,NIC-1360008290001-2021-40047,2021-09-14 16:51:00,MANABI - CHONE,ADQUISICION DE MEDICAMENTOS NO CATALOGADOS CLORURO DE SODIO LIQUIDO PARENTERAL 0.9% PARA EL ABASTECIMIENTO DEL HOSPITAL GENERAL Dr. NAPOLEÓN DÁVILA CÓ,Finalizada,2021-09-15 16:52:00,HOSPITAL GENERAL DR. NAPOLEON DÁVILA CÓRDOVA,AV. AMAZONAS Y MANUEL DE JESUS ALVAREZ,"Funcionario Encargado: Q.F SADDY ANDRADE GOVEA
Email: cotizacioneshospitalchone@gmail.com"
7,NIC-1768115520001-2021-40076,2021-09-14 16:50:00,PICHINCHA - QUITO,ADQUISICIÓN DE MATERIALES DE OFICINA PARA PROYECTO,Finalizada,2021-09-15 17:55:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHECA,"PARROQUIA CHECA, CALLE S1B OE1-71 Y ELADIO SANCHEZ REF. PARQUE CENTRAL","Funcionario Encargado: ANA CABEZAS
Email: auxiliarcheca@gmail.com"
8,NIC-1768132450001-2021-40071,2021-09-14 16:50:00,PICHINCHA - RUMIÑAHUI,"Adquisición de Betametasona líquido cutáneo 0,05% para el Hospital del Día Sangolquí",Finalizada,2021-09-16 16:50:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA SANGOLQUI,Atahualpa Y Florida,"Funcionario Encargado: Tnlga. Fernanda Pillajo
Email: proformashds@iess.gob.ec"
9,NIC-1768035090001-2021-40040,2021-09-14 16:50:00,PICHINCHA - QUITO,"""CONTRATACIÓN DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS GENERADORES INDUSTRIALES DEL HOSPITAL ESPECIALIZADO JULIO ENDARA""",Finalizada,2021-09-16 07:00:00,HOSPITAL PSIQUIATRICO JULIO ENDARA,AUT. GENERAL RUMIÑAHUI Y AV. MANUELA CAÑIZARES PUENTE 7,"Funcionario Encargado: ING. MARCIA REMACHE
Email: marcia.remache@hpje.gob.ec"
