,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-2160011760001-2021-40100,2021-09-14 08:30:00,SUCUMBIOS - CUYABENO,ADQUISICION DE MATERIALES DE CONSTRUCCIÓN DE UNA CASETA EN EL RELLENO SANITARIO DEL GAD-MC,Finalizada,2021-09-15 08:36:00,GOBIERNO MUNICIPAL DE CUYABENO,"Tarapoa Barrio Las Colinas, Called Colinas 2 y 16 de abril","Funcionario Encargado: Ing. Edison Huanca
Email: adquisicionesgadmc@gmail.com"
1,NIC-1768100170001-2021-40032,2021-09-14 08:23:00,PICHINCHA - QUITO,MASCARILLAS LAVABLES Y RE UTILIZABLES,Finalizada,2021-09-15 17:23:00,Junta Parroquial de Pifo,Francisco de Orellana SN e Ignacio Fernández,"Funcionario Encargado: Lic. Marcela Ligña
Email: eligna-1992@hotmail.es"
2,NIC-0160000860001-2021-40103,2021-09-14 08:20:00,AZUAY - SIGSIG,"SERVICIO DE ARMADO, ENCENDIDO Y MONTAJE DEL MOTOR CUMMINS DE LA MAQUINA MOTONIVELADORA, MARCA CASE, MODELO 845, DE PROPIEDAD DEL GAD MUNICIPAL DE SÍGS",Finalizada,2021-09-16 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG,Padre Torres y Tomas Rodil,"Funcionario Encargado: Juan Pablo Cabrera Zamora
Email: juanpablocz@hotmail.com"
3,NIC-1768100170001-2021-40025,2021-09-14 08:20:00,PICHINCHA - QUITO,BANDEJA DE DESINFECCION CON ALFOMBRA DE ALTO TRAFICO DE 40 CM POR 50 CM,Finalizada,2021-09-15 16:20:00,Junta Parroquial de Pifo,Francisco de Orellana SN e Ignacio Fernandez Salvador,"Funcionario Encargado: Lic. Marcela Ligna
Email: eligna-1992@hotmail.es"
4,NIC-1768097520001-2021-40017,2021-09-14 08:20:00,PICHINCHA - QUITO,Adquirir impresoras térmicas para el Consejo de la Judicatura y Corte Nacional de Justicia,Finalizada,2021-09-16 07:56:00,Consejo de la Judicatura,"Bodega de la planta central del Consejo de la Judicatura, calle Beethoven E1-197 y Pablo Casals","Funcionario Encargado: Rosa Jácome López
Email: rosa.jacome@funcionjudicial.gob.ec"
5,NIC-1768046450001-2021-40842,2021-09-14 08:19:00,PICHINCHA - QUITO,"guantes de látex talla pequeño, examinación.",Finalizada,2021-09-15 08:20:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: DAVID HERNAN LOPEZ VALLE
Email: davidh.lopezv88@gmail.com"
6,NIC-1768100170001-2021-40031,2021-09-14 08:18:00,PICHINCHA - QUITO,TRAJES DE BIOSEGURIDAD DE 2 PIEZAS ANTIFLUIDOS U OVEROL COMPLETO,Finalizada,2021-09-15 17:18:00,Junta Parroquial de Pifo,Francisco de Orellana SN e Ignacio Fernández,"Funcionario Encargado: Lic. Marcela Ligña
Email: eligna-1992@hotmail.es"
7,NIC-1768100170001-2021-40030,2021-09-14 08:16:00,PICHINCHA - QUITO,ALCOHOL AL 70%100 GALON,Finalizada,2021-09-15 17:16:00,Junta Parroquial de Pifo,Francisco de Orellana SN e Ignacio Fernández,"Funcionario Encargado: Lic. Marcela Ligña
Email: eligna-1992@hotmail.es"
8,NIC-1768046450001-2021-40841,2021-09-14 08:15:00,PICHINCHA - QUITO,"Mascarilla para traqueostomía, adulto",Finalizada,2021-09-15 08:16:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: DAVID HERNAN LOPEZ VALLE
Email: davidh.lopezv88@gmail.com"
9,NIC-1768100170001-2021-40024,2021-09-14 08:15:00,PICHINCHA - QUITO,CARGADOR DE BATERIAS AA Y BATERIAS RECARGABLES AA,Finalizada,2021-09-15 16:16:00,Junta Parroquial de Pifo,Francisco de Orellana SN e Ignacio Fernandez Salvador,"Funcionario Encargado: Lic. Marcela Ligna
Email: eligna-1992@hotmail.es"
