,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0760004760001-2021-40043,2021-09-13 15:30:00,EL ORO - MACHALA,SERVICIO DE RECOLECCION DE DESECHOS SANITARIOS PELIGROSOS PARA EL HOSPITAL GENERAL TEOFILO DAVILA 2021,Finalizada,2021-09-16 12:00:00,HOSPITAL GENERAL TEOFILO DAVILA,BUENAVISTA Y BOYACA ESQUINA,"Funcionario Encargado: ING FABRICIO SEGARRA
Email: proformashtd@gmail.com"
1,NIC-0660801020001-2021-40025,2021-09-13 15:30:00,CHIMBORAZO - ALAUSI,ADQUISICION DE MATERIALES Y SUMINISTROS DE FERRETERÍA PARA EL HOSPITAL BÁSICO ALAUSI,Finalizada,2021-09-14 16:07:00,HOSPITAL BASICO ALAUSI,PABLO JOSE DAVILA Y GUIDO CATTANI,"Funcionario Encargado: SR. FRANKLIN ORTEGA
Email: compraspublicashba@hotmail.com"
2,NIC-1768152800001-2021-40417,2021-09-13 15:30:00,LOS RIOS - QUEVEDO,TPI ABASTECIMIENTO DE COMBUSTIBLE PARA MOTORES PEQUEÑOS DE COMBUSTIÓN INTERNA PARA LA CENTRAL QUEVEDO II,Finalizada,2021-09-15 15:30:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,Central Quevedo II,"Funcionario Encargado: Christian Cuichán
Email: christian.cuichan@celec.gob.ec"
3,NIC-0660001840001-2021-40031,2021-09-13 15:30:00,CHIMBORAZO - RIOBAMBA,ADQUISICIÓN DE UNA BATERÍA DE LITIO PARA ANALIZADOR DE GASES AEROQUAL DEL LABORATORIO DE CIENCIAS QUÍMICAS,En Curso,2021-09-17 15:30:00,Universidad Nacional de Chimborazo,"AVENIDA ANTONIO JOSE DE SUCRE, KM 1 1/2 VIA A GUANO","Funcionario Encargado: CATHERINE BERMEO MORENO
Email: cbermeo@unach.edu.ec"
4,NIC-0160025420001-2021-40054,2021-09-13 15:30:00,AZUAY - CUENCA,Adquisición de estantes para archivos del GADPRB,Finalizada,2021-09-15 15:06:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BAÑOS,"AV. RICARDO DURAN, FRENTE A LA IGLESIA DE BAÑOS","Funcionario Encargado: Karina Cambisaca Maldonado
Email: karinacambisaca@hotmail.com"
5,NIC-1460004010001-2021-40029,2021-09-13 15:30:00,MORONA SANTIAGO - GUALAQUIZA,MATERIAL DIDACTICO,Finalizada,2021-09-16 08:00:00,DIRECCIÓN DISTRITAL 14D04 GUALAQUIZA SAN JUAN BOSCO SALUD,24 de mayo S/N y Gonzalo Pesantez,"Funcionario Encargado: Econ. Tatiana Vera / Psc. Clin. Maria Avila
Email: tatiana.vera@saludzona6.gob.ec/prisc.vera3@gmail.c"
6,NIC-0968583370001-2021-40013,2021-09-13 15:30:00,PICHINCHA - QUITO,"GESTOR AMBIENTAL TECNIFICADO, QUE EJECUTE PROCESOS ESPECÍFICOS DE DESTRUCCION CONFORME A LO DISPUESTO EN LAS NORMAS AMBIENTALES.",Finalizada,2021-09-16 15:30:00,Servicio Nacional de Aduana del Ecuador - Distrital de Quito UE,"Conector Alpachaca S/N Centro Logístico de Carga Tabacarcen, Edificio","Funcionario Encargado: Norma Bazurto
Email: nbazurto@aduana.gob.ec"
7,NIC-1160836120001-2021-40022,2021-09-13 15:30:00,LOJA - CHAGUARPAMBA,DQUISICIÒN DE MATERIALES PARA LA ADECUACIÒN DE LA FINCA DEMOSTRATIVA Y PRODUCCIÒN 2021,Finalizada,2021-09-14 16:00:00,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,Calle San Juan Bautista y Pasaje 5 de Agosto,"Funcionario Encargado: Carlos Lizalde Agila
Email: carlos.lizalde@gadchaguarpamba.gob.ec"
8,NIC-0968606090001-2021-40016,2021-09-13 15:30:00,GUAYAS - SAMBORONDON,"SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE PARA LOS VEHÍCULOS DE LA EMPRESA PÚBLICA MUNICIPAL DE TRÁNSITO Y VIGILANCIA CIUDADANA DE SAMBORONDÓN, ATV",Finalizada,2021-09-14 15:31:00,"EMPRESA PÚBLICA MUNICIPAL DE TRANSITO Y VIGILANCIA CIUDADANA DE SAMBORONDÓN, ATV","AVENIDA MIGUEL YUNÉZ ZAGIA, KM. 14.5 VÍA SAMBORONDON","Funcionario Encargado: JORGE URGILES CARDOZO, ANALISTA DE DIRECCION DE TRANSITO Y SEGURIDAD VIAL
Email: jurgiles@atv.gob.ec"
9,NIC-1768096470001-2021-40017,2021-09-13 15:30:00,PICHINCHA - MEJIA,REPUESTOS PARA DMAX 3.0 AÑO 2014 4 X 4 C/D A DIESEL,Finalizada,2021-09-15 15:30:00,DIRECCIÓN DISTRITAL 17D09 - PARROQUIAS RURALES TUMBACO A TABABELA - MAG,PANAMERICANA SUR KM1,"Funcionario Encargado: HECTOR MARCELO GUTIERREZ MACANCHI
Email: hgutierrez@mag.gob.ec"
