,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768035840001-2021-40068,2021-09-15 15:22:00,PICHINCHA - QUITO,SIMVASTATINA SOLIDO ORAL 40 MG,En Curso,2021-09-17 15:22:00,DIRECCION DISTRITAL 17D03,AV. LA PRENSA N44-08 Y EDMUNDO CARVAJAL,"Funcionario Encargado: LILIANA MARIBEL BENALCAZAR CHUGA
Email: lilianamaribel@hotmail.com"
1,NIC-1160026120001-2021-40015,2021-09-15 15:22:00,LOJA - CELICA,COMPRA DE EMPAQUES Y FILTROS PARA RETROEXCAVADORA KOMATSU 99hp 2016,En Curso,2021-09-30 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SABANILLA,BARRIO LAS MERCEDES CALLE LOJA ENTRE CENTRAL Y MANUEL BUSTAMANTE,"Funcionario Encargado: DARWIN HUMBERTO MORAN ROGEL
Email: gadsabanilla09@gmail.com"
2,NIC-1760013210001-2021-40141,2021-09-15 15:22:00,LOS RIOS - BABAHOYO,Contratación del Servicio de correspondencia y Carga Ligera valija para la Zona 5 del Servicio de Rentas Internas,Finalizada,2021-09-16 15:23:00,SERVICIO DE RENTAS INTERNAS,AV. ENRIQUE PONCE LUQUE Y 25 DE JUNIO,"Funcionario Encargado: ANDREA DAHIK SOLIS
Email: aidahik@sri.gob.ec"
3,NIC-1768152720001-2021-40051,2021-09-15 15:22:00,PICHINCHA - QUITO,MANTENIMIENTO EQUIPOS ELECTRÓNICOS INVESTIGACIÓN,En Curso,2021-09-21 15:17:00,Facultad de Ingenieria Quimica,"RITTER S/N Y BOLIVIA, CAMPUS UNIVERSIDAD CENTRAL DEL ECUADOR","Funcionario Encargado: ING. PABLO LONDOÑO
Email: palondono@uce.edu.ec"
4,NIC-1768046450001-2021-40875,2021-09-15 15:20:00,PICHINCHA - QUITO,ENZALUTAMIDA SOLIDO ORAL 40 mg,Finalizada,2021-09-16 15:21:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,AYACUCHO Y 18 DE SEPTIEMBRE,"Funcionario Encargado: JUAN ALEJANDRO MELO CORELLA
Email: juan.melo@iess.gob.ec"
5,NIC-1768035840001-2021-40067,2021-09-15 15:20:00,PICHINCHA - QUITO,TINIDAZOL SOLIDO ORAL 1000MG,En Curso,2021-09-17 15:20:00,DIRECCION DISTRITAL 17D03,AV. LA PRENSA N44-08 Y EDMUNDO CARVAJAL,"Funcionario Encargado: LILIANA MARIBEL BENALCAZAR CHUGA
Email: lilianamaribel@hotmail.com"
6,NIC-0160006390001-2021-40333,2021-09-15 15:20:00,AZUAY - CUENCA,MEDICAMENTOS,En Curso,2021-09-20 15:11:00,HOSPITAL VICENTE CORRAL MOSCOSO,AVE LOS ARUPOS Y AVE 12 DE ABRIL,"Funcionario Encargado: ALBA CECILIA VILLOTA G
Email: proveeduriahvcm@gmail.com"
7,NIC-1768189800001-2021-40086,2021-09-15 15:20:00,PICHINCHA - QUITO,Adquisición de set de líneas arterio-venoso de hemodiálisis para el servicio de Nefrología del Hospital General del Sur de Quito,Finalizada,2021-09-16 16:35:00,Hospital General del Sur de Quito,Pinllopata S/N y Moraspungo,"Funcionario Encargado: Pablo Oña
Email: proformashgsq@iess.gob.ec"
8,NIC-0160017400001-2021-40505,2021-09-15 15:20:00,AZUAY - CUENCA,ADQUISICION DE SERTRALINA SOLIDO ORAL 100 MG,Finalizada,2021-09-17 09:30:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALLE JOSE CARRASCO ARTEAGA,"Funcionario Encargado: ING. CLAUDIA DAVILA
Email: claudia.davila@iess.gob.ec"
9,NIC-1768099570001-2021-40034,2021-09-15 15:20:00,AZUAY - PAUTE,ACCESORIOS PARA BOMBA DE SUCCION,Finalizada,2021-09-16 15:30:00,Cuerpo de Bomberos de Paute,Francisco Gonzales s/n y luntur,"Funcionario Encargado: MARCOS GARNICA
Email: compras@bomberospaute.gob.ec"
