,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768034790001-2021-40453,2021-09-16 12:35:00,PICHINCHA - QUITO,BOLSA PARA NUTRICION PARENTAL,En Curso,2021-09-20 12:32:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
1,NIC-0960001110001-2021-40072,2021-09-16 12:35:00,GUAYAS - PEDRO CARBO,ADQUISICION E INSTALACION DE 15 ROTULOS PARA LAS UNIDADES DE ATENCION DE LOS CDI,En Curso,2021-09-17 16:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PEDRO CARBO,AV. 9 DE OCTUBRE 303 Y DAULE - DIRECCION ADMINISTRATIVA,"Funcionario Encargado: ALFREDO PEÑAHERRERA ORTIZ
Email: infimacuantia@pedrocarbo.gob.ec"
2,NIC-0160000190001-2021-40583,2021-09-16 12:34:00,AZUAY - CUENCA,servicios varios,En Curso,2021-09-17 12:35:00,Gobierno Provincial del Azuay,Av. Max Uhle frente a la Empresa Eléctrica,"Funcionario Encargado: Diego Valencia A.
Email: dvalencia@azuay.gob.ec"
3,NIC-1768034790001-2021-40455,2021-09-16 12:34:00,PICHINCHA - QUITO,MEDIOS PARA HEMOCULTIVO ADULTO Y PEDIATRICO,En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
4,NIC-1768034790001-2021-40452,2021-09-16 12:34:00,PICHINCHA - QUITO,ADQUISICIÓN DE GEL LUBRICANTE Y GEL PARA ACOPLAMIENTO,En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA 14-66 Y SODIRO,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
5,NIC-0160026740001-2021-40030,2021-09-16 12:32:00,AZUAY - CUENCA,SOLICITUD Y ESPECIFICACIONES TÉCNICAS DE MATERIAL DE IMPRESIONES PARA PROYECTO DE FORTALECIMIENTO DE LA PRODUCCIÓN AGROECOLOGICA NULTI 2021,En Curso,2021-09-17 12:33:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE NULTI,calle 15 de septiembre y los rubios,"Funcionario Encargado: JOHANNA CONTRERAS
Email: proformasgadnulti@hotmail.com"
6,NIC-1768034790001-2021-40449,2021-09-16 12:32:00,PICHINCHA - QUITO,AGUJA ESPIDURAL,En Curso,2021-09-20 12:27:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
7,NIC-1768034790001-2021-40450,2021-09-16 12:31:00,PICHINCHA - QUITO,ADQUISICIÒN DE CIRCUITO UNIVERSAL PARA MAQUINA DE ANESTESIA NEONATAL,En Curso,2021-09-20 12:29:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA N14-66 Y SODIRO,"Funcionario Encargado: ING. NANCY VILLACIS AGUIRRE
Email: nancy.villacis@hgoia.gob.ec"
8,NIC-1260039510001-2021-40031,2021-09-16 12:30:00,LOS RIOS - QUEVEDO,"ADQUISICION DE 4347 GLNS DE DIESEL, PARA MAQUINARIAS, PERTENECIENTES A LA EMPRESA PUBLICA VIAL PROVINCIAL DE LOS RIOS",En Curso,2021-09-17 12:31:00,EMPRESA PUBLICA VIAL PROVINCIAL DE LOS RIOS,KM 1 1/2 VIA EL VERGEL - LA ESPERANZA - QUEVEDO - LOS RÍOS,"Funcionario Encargado: Abg. Giancarlos Rafael Guamán Verdezoto
Email: giancarlos.guaman@vialrios.gob.ec"
9,NIC-1360053400001-2021-40009,2021-09-16 12:30:00,MANABI - SUCRE,ADQUISICIÓN DE MEDICAMENTOS DERMATOLÓGICOS PARA EL II SEMESTRE,En Curso,2021-09-17 12:31:00,CENTRO DE SALUD C-MATERNO INFANTIL Y EMERGENCIA-BAHIA DE CARAQUEZ,LEONIDAS PLAZA CALLES JUAN CHAVEZ MEZA Y EFRAIN CENTENO JUNTO A LA LIGA CANTONAL SUCRE IESS BAHÍA DE CARÁQUEZ - EL PLAZO DE ENTREGA SERÁ DE 3 DÍAS CONTADOS DESDE LA SUSCRIPCIÓN DE LA ORDEN,"Funcionario Encargado: MARIA ROLDAN
Email: maria.roldan@iess.gob.ec"
