,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1560500590001-2021-40035,2021-09-15 09:58:00,ORELLANA - FRANCISCO DE ORELLANA,ADQUISICIÓN DE MEDICAMENTOS PARA EL HOSPITAL GENERAL FRANCISCO DE ORELLANA,En Curso,2021-09-20 09:55:00,HOSPITAL GENERAL FRANCISCO DE ORELLANA,"BARRIO EL MORETAL, CALLE ARAZA Y PALMITO A 500 METROS DE LA EMPRESA ELECTRICA","Funcionario Encargado: PATRICIA VELEZ
Email: servicios2018hfo@hotmail.com"
1,NIC-0160020110001-2021-40021,2021-09-15 09:58:00,AZUAY - GUALACEO,Combustible para la flota vehicular del Distrito Gualaceo.,Finalizada,2021-09-17 08:58:00,COMANDO PROVINCIAL DE POLICIA AZUAY Nº 6,Calles Gualaceo Antonio Vera y Manuel Moreno,"Funcionario Encargado: Sgos. Cristian Rodrigo Pogo Oviedo
Email: cristianpogo@hotmail.com"
2,NIC-0968551410001-2021-40036,2021-09-15 09:57:00,GUAYAS - SAN JACINTO DE YAGUACHI,ADQUISICION DE COMBUSTIBLE PARA EL PARQUE AUTOMOTOR DE LA DD09D21,Finalizada,2021-09-17 09:57:00,DIRECCION DISTRITAL DE SALUD NO. 09D21,CONE Y MALECON,"Funcionario Encargado: Carlos Garcia Arguello
Email: cga595@hotmail.com"
3,NIC-0160061490001-2021-40018,2021-09-15 09:56:00,AZUAY - PAUTE,Contratación de Servicios Profesionales Fortalecer a los grupos de atención Prioritaria a través de capacitaciones y actividades físicas Bailoterapia,Finalizada,2021-09-17 09:56:00,CONSEJO CANTONAL DE PROTECCIÓN INTEGRAL DE DERECHOS DEL CANTÓN PAUTE,"Francisco Gonzáles 2-05, entre Luntur y Nicolás Vásquez","Funcionario Encargado: Ing. Carlos Guillermo
Email: carlos.guillermo1992@hotmail.com"
4,NIC-0360028750001-2021-40073,2021-09-15 09:55:00,CAÑAR - CAÑAR,ADQUISICIÓN DE LOS SILLONES EJECUTIVOS ERGONÓMICOS,En Curso,2021-09-22 14:00:00,EMPRESA PUBLICA MUNICIPAL MANCOMUNADA DE ASEO INTEGRAL DE LOS CANTONES DE CAÑAR BIBLIAN SUSCAL Y EL TAMBO,Av. Ingapirca y Pozo de Chavez,"Funcionario Encargado: Ing. Adrián Siguencia Lozano
Email: adriansiguenciaing@gmail.com"
5,NIC-0160017400001-2021-40500,2021-09-15 09:55:00,AZUAY - CUENCA,ADQUISICION DE CUCHARETA TIPO PARAGUAS PARA ATRAPAR Y EXTRAER CALCULOS EN LITOTRIPCIA INTRACORPOREA,Finalizada,2021-09-17 10:00:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALLE JOSE CARRASCO ARTEAGA,"Funcionario Encargado: ING. CLAUDIA DAVILA
Email: claudia.davila@iess.gob.ec"
6,NIC-0160033520001-2021-40009,2021-09-15 09:55:00,AZUAY - PAUTE,"?Adquisición de materiales de ferretería para la ejecución del Convenio NRO. 0159-2021, celebrado entre el GAD Parroquial y el Gobierno Provincial d",Finalizada,2021-09-16 10:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE CHICAN,Vía a Copzhal y vía a Cristo del Consuelo,"Funcionario Encargado: Mayra Pazato
Email: mayrapazatod@hotmail.com"
7,NIC-1860001100001-2021-40120,2021-09-15 09:55:00,TUNGURAHUA - TISALEO,ADQUIRIR VULCANIZADA LLANTA DELANTERA DE LA RETROEXCAVDORA,Finalizada,2021-09-16 15:48:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON TISALEO,17 DE NOVIEMBRE Y CACIQUE TISALEO,"Funcionario Encargado: ING. FERNANDO QUIROZ
Email: fernando.quiroz@tisaleo.gob.ec"
8,NIC-0160061490001-2021-40017,2021-09-15 09:51:00,AZUAY - PAUTE,Contratación de Servicios Profesionales para Fortalecer a los grupos de atención Prioritaria a través de capacitaciones y talleres,Finalizada,2021-09-17 09:51:00,CONSEJO CANTONAL DE PROTECCIÓN INTEGRAL DE DERECHOS DEL CANTÓN PAUTE,"Francisco Gonzáles 2-05, entre Luntur y Nicolás Vásquez","Funcionario Encargado: Ing. Carlos Guillermo
Email: carlos.guillermo1992@hotmail.com"
9,NIC-0360000580001-2021-40164,2021-09-15 09:50:00,CAÑAR - CAÑAR,ADQUISICION DE EQUIPOS DE FISIOTERAPIA,Finalizada,2021-09-16 09:55:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,5 DE JUNIO,"Funcionario Encargado: ING. LUZ DUCHI
Email: maria.duchi@canar.gob.ec"
