,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768061760001-2021-40020,2021-09-10 17:30:00,-,CONTRATACIÓN DEL SERVICIO DE ADQUISICIÓN DE LICENCIAS DE ANTIVIRUS PARA COMPUTADORAS DE LA DIRECCIÓN NACIONAL DE BIENESTAR SOCIAL DE LA POLICÍA NACION,Finalizada,2021-09-14 16:00:00,Dirección Nacional de Bienestar Social-PN,BARTOLOME DE LAS CASAS Oe1-74,"Funcionario Encargado: Ing. Joffre Aguas
Email: golazoaguitass@gmail.com"
1,NIC-1768182040001-2021-40055,2021-09-10 17:30:00,NAPO - TENA,Servicio de rastreo satelital para el control de los vehículos de la Universidad Regional Amazónica Ikiam 2021-2022,Finalizada,2021-09-15 17:30:00,UNIVERSIDAD REGIONAL AMAZÓNICA IKIAM,Av. Muyuna Km 7.0 a 1km del puente Alto Tena,"Funcionario Encargado: Gabriela Estefanía Costales Tixe
Email: gabriela.costales@ikiam.edu.ec"
2,NIC-1768046450001-2021-40832,2021-09-10 17:29:00,PICHINCHA - QUITO,GOLIMUMAB LIQUIDO PARENTERAL 50 mg,Finalizada,2021-09-13 17:31:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,av. 18 de septiembre y ayacucho,"Funcionario Encargado: Kevin Raúl Machuca Proaño Fase Preparatoria
Email: preparatoriahecamcotizacion@gmail.com"
3,NIC-1768046450001-2021-40831,2021-09-10 17:27:00,PICHINCHA - QUITO,"INMUNOGLOBULINA HUMANA NORMAL PARA ADMINISTRACION INTRAVASCULAR LIQUIDO O SOLIDO PARENTERAL 0,1 g/mL/50 mL 5g/50mL",Finalizada,2021-09-13 17:30:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,av. 18 de septiembre y ayacucho,"Funcionario Encargado: Kevin Raúl Machuca Proaño Fase Preparatoria
Email: preparatoriahecamcotizacion@gmail.com"
4,NIC-1768046450001-2021-40829,2021-09-10 17:25:00,PICHINCHA - QUITO,ENZALUTAMIDA SOLIDO ORAL 40 mg,Finalizada,2021-09-13 17:27:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,av. 18 de septiembre y ayacucho,"Funcionario Encargado: Kevin Raúl Machuca Proaño Fase Preparatoria
Email: preparatoriahecamcotizacion@gmail.com"
5,NIC-1768116250001-2021-40010,2021-09-10 17:25:00,PICHINCHA - QUITO,"Elaboración de 500 Trípticos, para promocionar las actividades que realiza el INEHPOL",Finalizada,2021-09-14 17:25:00,Instituto de Estudios Historicos de la Policia Nacional,Cuenca OE6-3 y Mideros a media cuadra de la iglesia san Francisco Edificio de la Policía Nacional,"Funcionario Encargado: SGOS. Verónica Mediavilla
Email: compraspublicasinehpol@gmail.com"
6,NIC-1760009020001-2021-40038,2021-09-10 17:20:00,AZUAY - CUENCA,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA LOS VEHÍCULOS INSTITUCIONALES PERTENECIENTES A LAS OFICINAS TÉCNICAS DE CUENCA,Finalizada,2021-09-14 18:00:00,MINISTERIO DE TURISMO,"Simón Bolívar 12-60 entre Juan Montalvo y Tarqui Casa de Coco, planta baja","Funcionario Encargado: Patricia del Rocío Pazmiño Barreto
Email: patricia.pazmino@turismo.gob.ec"
7,NIC-0968589570001-2021-40050,2021-09-10 17:20:00,GUAYAS - GUAYAQUIL,"Servicio de Mantenimiento Preventivo, Correctivo, Calibración, Extracción Transferencia de Datos en Tiempo Real Vía Gprs, y Reubicación de Radares Inf",Finalizada,2021-09-15 10:15:00,COMISION DE TRÁNSITO DEL ECUADOR,Av. Chile entre Brasil y Cuenca,"Funcionario Encargado: Dirección de Compras Públicas
Email: compras@cte.gob.ec"
8,NIC-1768046450001-2021-40828,2021-09-10 17:15:00,PICHINCHA - QUITO,SOLUCIONES HIPERTONICAS DIALISIS PERITONEALLIQUIDO PARENTERAL 2.3-2.5% 5-6 Litros,Finalizada,2021-09-13 17:17:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,av. 18 de septiembre y ayacucho,"Funcionario Encargado: Kevin Raúl Machuca Proaño Fase Preparatoria
Email: preparatoriahecamcotizacion@gmail.com"
9,NIC-1160062190001-2021-40038,2021-09-10 17:15:00,LOJA - CATAMAYO,Contratación de seguro de vida para el cuerpo de bomberos de Catamayo,Finalizada,2021-09-15 17:16:00,Cuerpo de bomberos del Cantón Catamayo,calle Eugenio Espejo y 18 de Agosto,"Funcionario Encargado: Jonathan Aguirre
Email: bomberos_catamayo@hotmail.com"
