,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0160025770001-2021-40037,2021-09-15 10:50:00,AZUAY - CUENCA,Mantenimiento a nivel de lastre,Finalizada,2021-09-16 10:52:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SANTA ANA,VIA AL CEMENTERIO PARROQUIAL,"Funcionario Encargado: Jenny Inga
Email: jp@santana.gob.ec"
1,NIC-0968575510001-2021-40014,2021-09-15 10:50:00,SANTA ELENA - LA LIBERTAD,COMPRA DE SUMINISTROS DE ASEO PARA LOS CENTROS DE DESARROLLOS INFANTILES DE LA PARROQUIA SAN JOSE DE ANCON,Finalizada,2021-09-16 11:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN JOSE DE ANCON,Avda. Principal frente a las oficinas de Pacifpetrol,"Funcionario Encargado: Brigitte Sarmiento Ricardo
Email: juntaparroquialsanjoseancon@hotmail.com"
2,NIC-1360000200001-2021-40033,2021-09-15 10:50:00,MANABI - PORTOVIEJO,EQUIPOS DE CLIMATIZACION PARA LA UNIDAD DE GERENCIAMIENTODEL PROGRAMA DE AGUA Y SANEAMIENTO PARROQUIAS RURALES DEL CANTÓN PORTOVIEJO-PROVINCIA DE MANA,En Curso,2021-09-17 10:50:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PORTOVIEJO,AVENIDA METROPOLITANA KM 2 Y MEDIO VÍA MANTA FRENTE A TELMO DIESEL,"Funcionario Encargado: ING. DANIEL VERA ARTEAGA
Email: Luis.Vera2@portoviejo.gob.ec"
3,NIC-0260000170001-2021-40151,2021-09-15 10:50:00,BOLIVAR - GUARANDA,ADQUISICIÓN DE REPUESTOS PARA EL JEEP NO. 04,Finalizada,2021-09-16 14:38:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA BOLIVAR,Av. Candido rada 101 y 9 de Abril,"Funcionario Encargado: Ing. Fernando Gaibor
Email: comprasgadpb.fg@gmail.com"
4,NIC-1768161120001-2021-40202,2021-09-15 10:50:00,PICHINCHA - QUITO,ADQUISICION DE BETAMETASONA EN LIQUIDO PARENTERAL DE 4 mg/ml AMPOLLA x 1 ml PARA ABASTECER AL HOSPITAL GENERAL SAN FRANCISCO,Finalizada,2021-09-16 11:50:00,HOSPITAL SAN FRANCISCO DE QUITO,AV. JAIME ROLDOS AGUILERA 40554 Y JUAN RAMÓN JIMÉNEZ,"Funcionario Encargado: CAROLINA CASTELLANOS
Email: carolina.castellanos@iess.gob.ec"
5,NIC-1960137330001-2021-40046,2021-09-15 10:49:00,ZAMORA CHINCHIPE - ZAMORA,MANO DE OBRA PARA EL MANTENIMIENTO DEL TRACTOR CATERPILLAR D5H REG. 10-016,Finalizada,2021-09-16 11:49:00,DIRECCION DISTRITAL 19D01-YACUAMBI-ZAMORA-ZAMORA CHINCHIPE-MTOP,KM 3 VIA A LOJA,"Funcionario Encargado: EDGAR RODRIGO REMACHE
Email: eremache@mtop.gob.ec"
6,NIC-1260027500001-2021-40016,2021-09-15 10:49:00,LOS RIOS - PUEBLOVIEJO,Adquisicion de insumos de bioseguridad,Finalizada,2021-09-16 11:46:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PUERTO PECHICHE,ASTOLFO GUERRA Y MARIETA MERA,"Funcionario Encargado: Lic. Cecilia Carrasco Mendoza
Email: juntaptopechiche@yahoo.es"
7,NIC-1460016880001-2021-40016,2021-09-15 10:48:00,MORONA SANTIAGO - LIMON INDANZA,EQUIPO DE SONIDO,Finalizada,2021-09-16 14:49:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL DE SANTA SUSANA DE CHIVIAZA,AV DON BOSCO S/N Y LUIS CORDERO,"Funcionario Encargado: BYRON ORELLANA
Email: gadpssch@gmail.com"
8,NIC-0968606680001-2021-40228,2021-09-15 10:48:00,GUAYAS - GUAYAQUIL,ADQUISICION DE CONTENDORES CLIMATIZADOS DE 40 PIES PARA LA UNIDAD DE BODEGA Y ACTIVOS FIJOS,Finalizada,2021-09-16 11:48:00,HOSPITAL GENERAL GUASMO SUR,AV CACIQUE TOMALA Y CALLEJON ELOY ALFARO,"Funcionario Encargado: KATHERINE SANCHEZ
Email: compraspublicashggsks@gmail.com"
9,NIC-0860000240001-2021-40010,2021-09-15 10:47:00,ESMERALDAS - ESMERALDAS,Adquisición de Instrumental Médico,En Curso,2021-09-17 10:47:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ESMERALDAS,PEDRO VICENTE MALDONADO Y JUAN MONTALVO,"Funcionario Encargado: Ing. Mayer Quiñonez Alava
Email: santiago_0995@hotmail.com"
