,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768113230001-2021-40133,2021-09-13 10:03:00,PICHINCHA - QUITO,ADQUISICION DE CUBETAS PARA COAGULACIÓN PARA REPROGRAMACIÓN DEL LABORATORIO CLINICO DEL C.C.Q.A.H.D. COTOCOLLAO,Finalizada,2021-09-15 09:03:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,AV. DE LA PRENSA N55-118,"Funcionario Encargado: MONICA SANCHEZ
Email: monica.sanchezl@iess.gob.ec"
1,NIC-1060020370001-2021-40011,2021-09-13 10:02:00,IMBABURA - COTACACHI,ADQUISICIÓN DE SEMILLAS E INSUMOS VETERINARIOS PARA POLLOS CAMPEROS Y GALLINAS PONEDORAS.,Finalizada,2021-09-14 17:02:00,JUNTA PARROQUIAL DE IMANTAG,CALLE ELOY ALFARO Y SIMÓN BOLIVAR,"Funcionario Encargado: DRA. DELIA CALDERON
Email: juntaimantag@yahoo.es"
2,NIC-0360000580001-2021-40151,2021-09-13 10:01:00,CAÑAR - CAÑAR,ADQUISICION DE REPUESTOS PARA MAQUINARIA RETROEXCAVADORA KOMATSU #12,Finalizada,2021-09-14 10:03:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,CALLE 5 DE JUNIO 1-25 Y ELOY ALFARO,"Funcionario Encargado: ROLANDO HUGO VERDUGO
Email: rolando.hugo@canar.gob.ec"
3,NIC-0160023480001-2021-40037,2021-09-13 10:01:00,AZUAY - CUENCA,ADQUISICION DE REPUESTOS Y ACCESORIOS PROYECTO DE IRRIGACION PARCELARIA DIRECCION DISTRITAL AZUAY-MAG,Finalizada,2021-09-14 10:02:00,DIRECCIÓN DISTRITAL 01D01- PARROQUIAS URBANAS MACHÁNGARA A BELLAVISTA Y PARROQUIAS RURALES NULTI A SAYAUSI - MAG,ANTONIO VEGA MUÑOZ 2-40 Y TOMAS ORDOÑEZ,"Funcionario Encargado: ABG. DIANA AUQUILLA
Email: dauquilla@mag.gob.ec"
4,NIC-0160037860001-2021-40076,2021-09-13 10:01:00,AZUAY - CUENCA,COMPRA DE MEDICINAS,Finalizada,2021-09-15 10:01:00,CENTRO DE ESPECIALIDADES CENTRAL CUENCA,SIMON BOLIVAR 6-90 Y ANTONIO BORRERO ESQ.,"Funcionario Encargado: LCDA. FABIOLA SAMANIEGO CARRION
Email: ena.samaniego@iess.gob.ec"
5,NIC-1960107500001-2021-40062,2021-09-13 10:00:00,ZAMORA CHINCHIPE - PALANDA,ADQUISICION DE REPUESTOS Y ACCESORIOS PARA MANTENIMIENTO DE MAQUINARIA PESADA PERTENECIENTE AL GAD DEL CANTON PALANDA,Finalizada,2021-09-14 12:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALANDA,CALLE 12 DE FEBRERO Y AV DEL MAESTRO,"Funcionario Encargado: KARINA ROMERO
Email: karina.ceci.bel@hotmail.com"
6,NIC-0160037860001-2021-40058,2021-09-13 10:00:00,AZUAY - CUENCA,COMPRA DE MEDICINAS,Finalizada,2021-09-15 10:00:00,CENTRO DE ESPECIALIDADES CENTRAL CUENCA,SIMON BOLIVAR 6-90 Y ANTONIO BORRERO ESQ.,"Funcionario Encargado: LCDA. FABIOLA SAMANIEGO CARRION
Email: ena.samaniego@iess.gob.ec"
7,NIC-0160037860001-2021-40057,2021-09-13 10:00:00,AZUAY - CUENCA,COMPRA DE MEDICINAS,Finalizada,2021-09-15 10:00:00,CENTRO DE ESPECIALIDADES CENTRAL CUENCA,SIMON BOLIVAR 6-90 Y ANTONIO BORRERO ESQ.,"Funcionario Encargado: LCDA. FABIOLA SAMANIEGO CARRION
Email: ena.samaniego@iess.gob.ec"
8,NIC-0160037860001-2021-40059,2021-09-13 10:00:00,AZUAY - CUENCA,COMPRA DE MEDICINAS,Finalizada,2021-09-15 10:00:00,CENTRO DE ESPECIALIDADES CENTRAL CUENCA,SIMON BOLIVAR 6-90 Y ANTONIO BORRERO ESQ.,"Funcionario Encargado: LCDA. FABIOLA SAMANIEGO CARRION
Email: ena.samaniego@iess.gob.ec"
9,NIC-0160037860001-2021-40056,2021-09-13 10:00:00,AZUAY - CUENCA,COMPRA DE MEDICINAS,Finalizada,2021-09-15 10:00:00,CENTRO DE ESPECIALIDADES CENTRAL CUENCA,SIMON BOLIVAR 6-90 Y ANTONIO BORRERO ESQ.,"Funcionario Encargado: LCDA. FABIOLA SAMANIEGO CARRION
Email: ena.samaniego@iess.gob.ec"
