,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1060014720001-2021-40065,2021-09-14 16:43:00,IMBABURA - OTAVALO,ADQUISICION DE MATERIALES PETREOS PARA EL BARRIO LA UNIO,Finalizada,2021-09-15 16:47:00,JUNTA PARROQUIAL SAN PABLO DE LAGO,CHIRIBOGA Y ABDON CALDEDRON,"Funcionario Encargado: MBA: José Narváez-Mónica Campos
Email: juntasanpablo@yahoo.es"
1,NIC-0360000230001-2021-40068,2021-09-14 16:41:00,CAÑAR - AZOGUES,TRANSPORTE DE DIESEL INDUSTRIAL PARA LA PLANTA DE ASFALTO,Finalizada,2021-09-15 16:50:00,GAD MUNICIPAL DE AZOGUES,matovelle y solano 601,"Funcionario Encargado: Ing. Patricio Ortega Vázquez
Email: homeroort@gmail.com"
2,NIC-0160056570001-2021-40011,2021-09-14 16:40:00,AZUAY - GUALACEO,SERVICIO DE MANTENIMIENTO VEHICULAR,Finalizada,2021-09-15 18:24:00,DIRECCION DISTRITAL 01D04 - CHORDELEG - GUALACEO - MIES,CACIQUE CHAPARRO ENTRE PINTAG Y DUCHICELA,"Funcionario Encargado: ANGELA LITUMA
Email: angela.lituma@inclusion.gob.ec"
3,NIC-0991500006001-2021-40073,2021-09-14 16:40:00,GALAPAGOS - SAN CRISTOBAL,ADECUACIONES DE INFRAESTRUCTURA EN LA CENTRAL TÉRMICA SA CRISTÓBAL,Finalizada,2021-09-15 17:38:00,EMPRESA ELECTRICA PROVINCIAL GALAPAGOS S.A.,ESPAÑOLA Y JUAN JOSE FLORES,"Funcionario Encargado: ING. JORGE TARAPUES
Email: compras@elecgalapagos.com.ec"
4,NIC-0760048700001-2021-40010,2021-09-14 16:40:00,EL ORO - MACHALA,"ADECUACIÓN DE INFRAESTRUCTURA DE LA UNIDAD MEDICA DOCTOR POMERIO CABRERA LEON PERTENECIENTE A LA PARROQUIA PUERTO BOLIVAR, DEL CANTON MACHALA, EL ORO",Finalizada,2021-09-16 16:30:00,RED MUNICIPAL DE SALUD MACHALA EP,AV. 25 DE JUNIO Y 9 DE MAYO,"Funcionario Encargado: ING. ROSIBEL GALLARDO
Email: igallardo@saludmachala.gob.ec"
5,NIC-0360000580001-2021-40160,2021-09-14 16:40:00,CAÑAR - CAÑAR,MANTENIMIENTO DE LA CANCHA DEPORTIVA EN LA COMUNIDAD DE SANTA MARIA,Finalizada,2021-09-15 16:50:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,5 DE JUNIO,"Funcionario Encargado: TECNICO DE CONTRATACION PUBLICA
Email: alberto.guaraca@canar.gob.ec"
6,NIC-1768132020001-2021-40015,2021-09-14 16:40:00,PICHINCHA - QUITO,"""DISPOSITIVOS DE LABORATORIO PARA EL ÁREA DE QUÍMICA SANGUÍNEA DEL CENTRO DE SALUD A AMAGUAÑA""",Finalizada,2021-09-16 09:00:00,CENTRO DE SALUD A AMAGUAÑA,VIA SANGOLQUI - AMAGUAÑA Y 3 DE MARZO E9206 DIAGONAL A LOS GUABOS,"Funcionario Encargado: Ab. Mercedes Riofrio
Email: zoila.riofrio@iess.gob.ec"
7,NIC-1960139890001-2021-40174,2021-09-14 16:40:00,ZAMORA CHINCHIPE - PAQUISHA,ADQUISICION DE SILLAS GIRATORIAS PARA OFICINA,Finalizada,2021-09-15 16:50:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,24 de mayo y Pio Jaramillo Alvarado,"Funcionario Encargado: Marina Cumbicus
Email: marycumbicus30@gmail.com /munipaquisha@gmail.com"
8,NIC-1960138220001-2021-40014,2021-09-14 16:40:00,ZAMORA CHINCHIPE - ZAMORA,ADQUISICIÓN DE REPUESTOS E INSUMOS PARA MOTOCULTOR,Finalizada,2021-09-15 16:41:00,JUNTA PARROQUIAL DE IMBANA,Imbana: Frente a la cancha central,"Funcionario Encargado: Luis Víctor Zhunaula
Email: proformasimbana@gmail.com"
9,NIC-1768009250001-2021-40032,2021-09-14 16:40:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN DE DISPOSITIVOS MÉDICOS PARA LOS DIFERENTES SERVICIOS DEL HOSPITAL GENERAL IIDE ?LIBERTAD?,Finalizada,2021-09-16 16:40:00,HOSPITAL GENERAL II DE LIBERTAD,AV. PEDRO MENENDEZ GILBERT Y AV. DEMOCRACIA,"Funcionario Encargado: SEÑOR MAYOR DIEGO GARATE MORALES
Email: diegoesmil@yahoo.com.ar"
