,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1960138810001-2021-40008,2021-09-13 12:30:00,ZAMORA CHINCHIPE - ZAMORA,ACCESORIOS Y VALVULAS PARA TRAMOS DE LA RED PRINCIPAL DEL SISTEMA DE AGUA DEL TAMBO,Finalizada,2021-09-15 17:30:00,GAD PARROQUIAL RURAL DE SABANILLA CANTON ZAMORA,"VIA PRINCIPAL A ZAMORA, BARRIO EL TAMBO","Funcionario Encargado: Lic. Martha Ruiz
Email: gadsabanillazamorach@yahoo.com"
1,NIC-0760052490001-2021-40030,2021-09-13 12:30:00,EL ORO - PIÑAS,REPUESTOS PARA CAMIONETA PERTENECIENTE A LA EPAA-PIÑAS,Finalizada,2021-09-14 12:40:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PIÑAS,Av. HÉROES DE PANUPALI Y AV. LOJA,"Funcionario Encargado: ING. HAMILTON LOAYZA AÑAZCO
Email: hloayza74@hotmail.com"
2,NIC-0160006390001-2021-40318,2021-09-13 12:30:00,AZUAY - CUENCA,INSUMOS,Finalizada,2021-09-16 11:55:00,HOSPITAL VICENTE CORRAL MOSCOSO,AVE LOS ARUPOS Y AVE 12 DE ABRIL,"Funcionario Encargado: ALBA CECILIA VILLOTA G
Email: proveeduriahvcm@gmail.com"
3,NIC-0360020930001-2021-40029,2021-09-13 12:30:00,CAÑAR - AZOGUES,METFORMINA SOLIDO ORAL 1000 mg,Finalizada,2021-09-14 13:35:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA AZOGUES,CAÑARIS Y PROLONGACION DE LA SERRANO,"Funcionario Encargado: ING. GABRIELA OSORIO PORTILLA
Email: gabriela.osorio@iess.gob.ec"
4,NIC-1860001100001-2021-40115,2021-09-13 12:30:00,TUNGURAHUA - TISALEO,ADECUACION DEL CENTRO DE VACUNACION DEL CANTON TISALEO,Finalizada,2021-09-14 16:21:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON TISALEO,17 DE NOVIEMBRE Y CACIQUE TISALEO,"Funcionario Encargado: ING. FERNANDO QUIROZ
Email: fernando.quiroz@tisaleo.gob.ec"
5,NIC-1768164060001-2021-40074,2021-09-13 12:30:00,CHIMBORAZO - ALAUSI,"DISPOSITIVO MÉDICO DE USO GENERAL CINTA QUÍMICA EXTERNA PARA ESTERILIZACIÓN A VAPOR, 18mmx50m PARA EL ÁREA DE ESTERILIZACIÓN DEL HOSPITAL MÓVIL 2",Finalizada,2021-09-15 12:30:00,Hospital Movil No. 2,PABLO J DAVILA Y GUIDO CATTANI JUNTO AL HOSPITAL BÁSICO ALAUSÍ,"Funcionario Encargado: Ing. Susana Guada
Email: hospitalmovil2.n@gmail.com"
6,NIC-0190408485001-2021-40058,2021-09-13 12:30:00,AZUAY - CUENCA,Contratación del Servicio de instalación de Señalética interna en el centro de Salud Municipal 12 de abril.,Finalizada,2021-09-15 12:00:00,FUNDACION MUNICIPAL DE LA MUJER Y EL NIÑO DE CUENCA,"Calle del Camal S/N, via a Patamarca Bodega del Hospital.","Funcionario Encargado: Lcdo. Luis Miguel Barros
Email: comprasfmmnc@gmail.com"
7,NIC-0160006390001-2021-40321,2021-09-13 12:30:00,AZUAY - CUENCA,INSUMOS,Finalizada,2021-09-16 12:06:00,HOSPITAL VICENTE CORRAL MOSCOSO,AVE LOS ARUPOS Y AVE 12 DE ABRIL,"Funcionario Encargado: ALBA CECILIA VILLOTA G
Email: proveeduriahvcm@gmail.com"
8,NIC-0160006390001-2021-40320,2021-09-13 12:30:00,AZUAY - CUENCA,INSUMOS,Finalizada,2021-09-16 12:02:00,HOSPITAL VICENTE CORRAL MOSCOSO,AVE LOS ARUPOS Y AVE 12 DE ABRIL,"Funcionario Encargado: ALBA CECILIA VILLOTA G
Email: proveeduriahvcm@gmail.com"
9,NIC-0160006390001-2021-40319,2021-09-13 12:30:00,AZUAY - CUENCA,INSUMOS,Finalizada,2021-09-16 11:59:00,HOSPITAL VICENTE CORRAL MOSCOSO,AVE LOS ARUPOS Y AVE 12 DE ABRIL,"Funcionario Encargado: ALBA CECILIA VILLOTA G
Email: proveeduriahvcm@gmail.com"
