,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768113230001-2021-40141,2021-09-14 09:34:00,PICHINCHA - QUITO,ADQUISICIÓN DEL MEDICAMENTO DICLOFENACO LÍQUIDO PARENTERAL 25 MG/ML AMPOLLA X 3 ML PARA EL C.C.Q.A.H.D. COTOCOLLAO.,Finalizada,2021-09-16 09:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,Av. De la Prensa No. 55-118 y Pulida,"Funcionario Encargado: DIEGO ORDOÑEZ OLMEDO
Email: diego.ordonez@iess.gob.ec"
1,NIC-0968503790001-2021-40133,2021-09-14 09:34:00,GUAYAS - GUAYAQUIL,DISPOSITIVOS MEDICOS,Finalizada,2021-09-15 11:28:00,HOSPITAL DEL NIÑO FY,AV. QUITO Y GOMEZ RENDON,"Funcionario Encargado: CARLOS ROMERO
Email: carlos75romero75@hotmail.com"
2,NIC-1768152480001-2021-40018,2021-09-14 09:33:00,PICHINCHA - QUITO,Servicio de provisión de combustible diésel y gasolina para el parque automotor de la ENAMI EP en la ciudad de Quito,Finalizada,2021-09-15 09:34:00,EMPRESA NACIONAL MINERA ENAMI EP.,Avenida 6 de Diciembre N31-110 y Whymper,"Funcionario Encargado: Juan Carlos Ayora
Email: juan_ayora@enamiep.gob.ec"
3,NIC-0791706955001-2021-40073,2021-09-14 09:31:00,EL ORO - MACHALA,AVAL PARA ASISTIR AL TORNEO NACIONAL DE LUCHA PLAYA.,Finalizada,2021-09-15 09:32:00,FEDERACION DEPORTIVA PROVINCIAL DE EL ORO,AV. 25 JUNIO Y PALMERAS-ESTADIO 9 DE MAYO,"Funcionario Encargado: DALTON MORAN TRIANA
Email: dtm@fedeoro.org"
4,NIC-1768046450001-2021-40847,2021-09-14 09:31:00,PICHINCHA - QUITO,Guantes quirúrgicos N 7,Finalizada,2021-09-15 09:32:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: DAVID HERNAN LOPEZ VALLE
Email: davidh.lopezv88@gmail.com"
5,NIC-1060039980001-2021-40070,2021-09-14 09:31:00,SUCUMBIOS - LAGO AGRIO,ADQUISICIÓN DE REPUESTOS PARA IMPRESORA RICOH MP3053 DEL CENTRO OPERATIVO LOCAL ECU 911 NUEVA LOJA INCLUYE INSTALACIÓN,Finalizada,2021-09-16 09:31:00,COORDINACION ZONAL - 1 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,AV.AMAZONAS Y CALLE GALAPAGOS,"Funcionario Encargado: LADY FERNANDA GAVIRIA VALLEJO
Email: lady.gaviria@ecu911.gob.ec"
6,NIC-1768113230001-2021-40140,2021-09-14 09:30:00,PICHINCHA - QUITO,ADQUISICIÓN DEL MEDICAMENTO REPROGRAMADO ENALAPRIL SÓLIDO ORAL 10 MG PARA EL C.C.Q.A.H.D. COTOCOLLAO.,Finalizada,2021-09-16 09:25:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,Av. De la Prensa No. 55-118 y Pulida,"Funcionario Encargado: DIEGO ORDOÑEZ OLMEDO
Email: diego.ordonez@iess.gob.ec"
7,NIC-1768153960001-2021-40056,2021-09-14 09:30:00,PICHINCHA - QUITO,"Adquisición de candados plásticos, para control de armas.",Finalizada,2021-09-16 12:00:00,Empresa Pública Metropolitana de servicios aeroportuarios y Gestión de Zonas Francas y Regímenes Especiales,"Edif. Quito Airport Center, piso 2 Tababela - Ecuador","Funcionario Encargado: VIVIANA MORILLO
Email: viviana.morillo@aeropuertoquito.gob.ec"
8,NIC-1360027910001-2021-40010,2021-09-14 09:30:00,MANABI - PICHINCHA,adquisición de insumos químicos para tratamiento de agua,Finalizada,2021-09-16 09:30:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL CANTON PICHINCHA,VIA MANTA-QUEVEDO BARRIO BELLAVISTA FRENTE A LA ESCUELA MIGUEL DE CERVANTE,"Funcionario Encargado: JANDRY ORMAZA LOOR
Email: epmapap@outlook.com"
9,NIC-0160032040001-2021-40037,2021-09-14 09:30:00,AZUAY - CHORDELEG,PROYECTO PRODUCTIVIDAD,Finalizada,2021-09-17 09:20:00,Junta Parroquial la Unión,Centro parroquial a 100mts de la Escuela Aurelio Bayas Martinez,"Funcionario Encargado: Ing. Jessica Maita Alvarracin
Email: info@gobiernoparroquiallaunion.gob.ec"
