,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-2260017270001-2021-40036,2021-09-10 16:04:00,ORELLANA - LA JOYA DE LOS SACHAS,CONTRATACION DEL SERVICIO DE RECARGA DE GAS DOMÉSTICO Y ENTREGA A DOMICILIO PARA USO DE EQUIPOS COMO SECADORA DE ROPA Y COCINA DEL CENTRO CRAI,Finalizada,2021-09-13 16:04:00,CENTRO DE ASISTENCIA SOCIAL INTEGRAL PARA LOS GRUPOS DE ATENCION PRIORITARIA LA JOYA DE LOS SACHAS,CALLE B S/N DOLORES MONGE ANTIGUO PATRONATO,"Funcionario Encargado: ING. NATALIA ALBARRASIN MADRIL
Email: francadonat@hotmail.com"
1,NIC-1860000130001-2021-40196,2021-09-10 16:02:00,TUNGURAHUA - AMBATO,Adquisición de materiales de riego,Finalizada,2021-09-14 12:00:00,GOBIERNO PROVINCIAL DE TUNGURAHUA,"Los bienes deberán ser entregados en la Bodega del Gobierno Provincial de Tungurahua, Dirección de Bodega - Talleres: Av. Indoamérica, Calles Río de Janeiro y Otawa, Sector Catiglata a 300 metros después de Plasticaucho Industrial, Frente a las antiguas Bodegas de la Aduana.","Funcionario Encargado: Víctor Barrezueta
Email: victor.barrezueta@tungurahua.gob.ec"
2,NIC-0960000220001-2021-40073,2021-09-10 16:01:00,GUAYAS - GUAYAQUIL,"ADQUISICION DE MOTOGUADAÑA MOTOSOLDADOR BOMBA DE FUMIGAR, EQUIPO DE OXICORTE Y TALADRO, PARA TRABAJOS MENORES EN TALLER DE CTM Y TRABAJOS DE LIMPIEZ",Finalizada,2021-09-14 15:01:00,Municipalidad de Guayaquil,UNIDAD DE SERVICIOS DEL CENTRO TECNICO MUNICIPAL,"Funcionario Encargado: ROSA MIRIAN GARCIA LOOR
Email: rgarcial@guayaquil.gov.ec"
3,NIC-0968523710001-2021-40019,2021-09-10 16:00:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN DE SUMINISTROS DE LIMPIEZA QUE NO SE ENCUENTRAN EN CATÁLOGO ELECTRÓNICO,Finalizada,2021-09-13 17:00:00,DIRECCION DISTRITAL 09D09-TARQUI -3-MAG,AV. CARLOS JULIO AROSEMENA KM 1.5 DIAGONAL A LA UNIVERSIDAD CATÓLICA,"Funcionario Encargado: ING. DIANA PÁRRAGA BURGOS
Email: dparragab@mag.gob.ec"
4,NIC-0460000560001-2021-40158,2021-09-10 16:00:00,CARCHI - MIRA,CONTRATACION DE MANO DE OBRA ESPECIAL PARA MANTENIMIENTOS CORRECTIVOS DE LOS VEHICULOS Y MAQUINARIA DEL GADC MIRA,Finalizada,2021-09-13 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MIRA,CALLE LEON RUALES C8-010 Y GONZALES SUAREZ,"Funcionario Encargado: Ing. Fernando Palma
Email: ferchopa_@hotmail.com"
5,NIC-1768186110001-2021-40054,2021-09-10 16:00:00,PICHINCHA - QUITO,Warfarina Solido Oral 5mg,Finalizada,2021-09-13 15:00:00,"CENTRO MEDICO FAMILIAR INTEGRAL Y ESPECIALIDADES, DIALISIS LA MARISCAL",Av. Cristobal Colon E8-38 y General Urbina,"Funcionario Encargado: Diego Lloré
Email: diego.llore@iess.gob.ec"
6,NIC-1768186110001-2021-40052,2021-09-10 16:00:00,PICHINCHA - QUITO,Risperidona Solido Oral 1mg,Finalizada,2021-09-13 15:00:00,"CENTRO MEDICO FAMILIAR INTEGRAL Y ESPECIALIDADES, DIALISIS LA MARISCAL",Av. Cristobal Colon E8-38 y General Urbina,"Funcionario Encargado: Diego Lloré
Email: diego.llore@iess.gob.ec"
7,NIC-0968599020001-2021-40207,2021-09-10 16:00:00,GUAYAS - GUAYAQUIL,"""CORP SERVICIO DE DEPURACIÓN, REORGANIZACIÓN DE DATOS Y RECONFIGURACIÓN DE ALMACENAMIENTO DEL SISTEMA COMERCIAL SICO MANABÍ DE CNEL EP GTI",Finalizada,2021-09-15 16:24:00,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,"km 6,5 via la costa edificio Grace","Funcionario Encargado: RUBEN JARAMILLO
Email: ruben.jaramillo@cnel.gob.ec"
8,NIC-1990014929001-2021-40024,2021-09-10 16:00:00,ZAMORA CHINCHIPE - ZAMORA,POLIZA DE SEGUROS DE FIDELIDAD,Finalizada,2021-09-14 16:00:00,CUERPO DE BOMBEROS ZAMORA,"AV. HEROES DE PAQUISHA Y MANUELITA CAÑIZARES, JUNTO A LA TORRE II DEL GAD MUNICIPAL DE ZAMORA","Funcionario Encargado: Ing. Franklin Guazhima Abrigo
Email: adquisiciones@bomberoszamora.gob.ec"
9,NIC-1160059130001-2021-40012,2021-09-10 16:00:00,LOJA - LOJA,"?CONTRATACION DEL SERVICIO DE FLETES Y MANIOBRAS PARA LA MOVILIZACION DE RECURSOS EDUCATIVOS, RÉGIMEN SIERRA AMAZONIA 2021-2022?.",Finalizada,2021-09-15 14:30:00,Dirección Distrital 11D01-Loja-Educación,Sector la Pradera calle Alisos s/n y Cedros,"Funcionario Encargado: NÉSTOR O. GUAYGUACUNDO CHURO
Email: oswaldo.guayguacundo@educacion.gob.ec"
