,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0360017120001-2021-40007,2021-09-10 16:50:00,CAÑAR - CAÑAR,MOBILIARIO PARA CENTRO DE DESARROLLO INFANTIL,Finalizada,2021-09-14 16:08:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE DUCUR,CENTRO PARROQUIAL,"Funcionario Encargado: NIEVES PALLCHISACA
Email: junta-ducur2011@hotmail.com"
1,NIC-1768046450001-2021-40814,2021-09-10 16:49:00,PICHINCHA - QUITO,06-1901 Mascarilla N 95,Finalizada,2021-09-13 16:50:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de septiembre y ayacucho,"Funcionario Encargado: ISRAEL FRANCISCO ENRIQUEZ SANCHEZ
Email: israel.enriquez@iess.gob.ec"
2,NIC-1768046450001-2021-40815,2021-09-10 16:47:00,PICHINCHA - QUITO,06-1783 Lámina empapada en alcohol isopropílico al 70%,Finalizada,2021-09-13 16:49:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,"Ayacucho y Av. 18 de Septiembre, esquina","Funcionario Encargado: Valeria Rebeca Ron Flores
Email: valeria.ron@iess.gob.ec"
3,NIC-0968599020001-2021-40210,2021-09-10 16:46:00,GUAYAS - GUAYAQUIL,SERVICIO PARA FORTALECER LA INFRAESTRUCTURA DE SERVIDORES DE VIRTUALIZACIÓN DE CNEL EP DE GTI,Finalizada,2021-09-14 16:24:00,EMPRESA ELÉCTRICA PÚBLICA ESTRATÉGICA CORPORACIÓN NACIONAL DE ELECTRICIDAD CNEL EP,"km 6,5 via la costa edificio Grace","Funcionario Encargado: RUBEN JARAMILLO VELOZ
Email: ruben.jaramillo@cnel.gob.ec"
4,NIC-1865016750001-2021-40015,2021-09-10 16:46:00,TUNGURAHUA - SANTIAGO DE PILLARO,GASTRONOMIA,Finalizada,2021-09-13 16:46:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE SAN ANDRES DE PILLARO,AV 7 DE JULIO,"Funcionario Encargado: SILVIA ROCIO TIPANTIZA TOAPANTA
Email: silvia.toapanta.r@gmail.com"
5,NIC-0960000220001-2021-40076,2021-09-10 16:45:00,GUAYAS - GUAYAQUIL,"MANTENIMIENTO PREVENTIVO DE BALANZA PARA PESAJE DE CAMIONES CON CAPACIDAD 80 TONELADAS, MARCA METTLE TOLEDO DE SERIE B0832227206, UBICADA EN EL RELLEN",Finalizada,2021-09-15 15:45:00,Municipalidad de Guayaquil,"RELLENO SANITARIO ""LAS IGUANAS"" KM. 14,5 VIA DAULE ENTRANDO POR LA CERVECERIA LA BRAHAMA","Funcionario Encargado: Jestin Quiroz Pluas
Email: eusquijp@guayaquil.gov.ec"
6,NIC-1891700225001-2021-40008,2021-09-10 16:45:00,TUNGURAHUA - AMBATO,COMPRA DE MEDALLAS PARA PREMIACIÓN DE PARTICIPACIÓN EN 4 ACTIVIDADES DEPORTIVAS,Finalizada,2021-09-13 16:45:00,Federacion Provincial de Ligas Deportivas Barriales y Parroquiales de Tungurahua,AV. 12 DE NOVIEMBRE Y AV. LAS AMERICAS,"Funcionario Encargado: GONZALO HERNANDEZ
Email: fedeprobat@hotmail.com"
7,NIC-1768046450001-2021-40813,2021-09-10 16:45:00,PICHINCHA - QUITO,"06-1734 Jeringa 5 ml, 21 G,1 1/2"" - 1 1/4"".",Finalizada,2021-09-13 16:47:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,"Ayacucho y Av. 18 de Septiembre, esquina","Funcionario Encargado: Valeria Rebeca Ron Flores
Email: valeria.ron@iess.gob.ec"
8,NIC-1060001070001-2021-40057,2021-09-10 16:44:00,IMBABURA - IBARRA,ADQUISICIÓN DE GAS PARA CONSERVACIÓN PROYECTO INVESTIGACIÓN BIOSUSTANCIAS ACTIVAS CUICYT FICAYA,Finalizada,2021-09-13 17:44:00,Universidad Técnica del Norte,AV. 17 DE JULIO 5-21,"Funcionario Encargado: DRA. GABRIELA TENEA
Email: gntenea@utn.edu.ec"
9,NIC-0160033360001-2021-40022,2021-09-10 16:44:00,AZUAY - PAUTE,Arreglo de la cañería metálica del frontal de la retroexcavadora que se encuentra con fisuras.,Finalizada,2021-09-13 16:45:00,Junta Parroquial de Bulan,Km 7 Vía Paute - Azogues,"Funcionario Encargado: René Barrera Bautista
Email: gadpbulan@hotmail.com"
