,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0360013720001-2021-40096,2021-09-14 11:01:00,CAÑAR - LA TRONCAL,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE LÍNEA BLANCA DEL C.C.Q.A HOSPITAL DEL DÍA LA TRONCAL,Finalizada,2021-09-15 11:04:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA LA TRONCAL,"4 DE NOVIEMBRE Y NAPO, JUNTO AL COLEGIO NACIONAL ENRIQUE NOBOA ARIZAGA","Funcionario Encargado: EDDY GIOVANNY ROJAS CALLE
Email: hd_la_troncal@iess.gob.ec"
1,NIC-1160836120001-2021-40025,2021-09-14 11:00:00,LOJA - CHAGUARPAMBA,Adquisición de Kits de Alimentos y Bebidas para el Proyecto de Atención en el Hogar y la Comunidad para personas con Discapacidad.,Finalizada,2021-09-15 12:00:00,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,Calle San Juan Bautista y Pasaje 5 de Agosto,"Funcionario Encargado: Carlos Lizalde Agila
Email: carlos.lizalde@gadchaguarpamba.gob.ec"
2,NIC-0660801370001-2021-40066,2021-09-14 11:00:00,CHIMBORAZO - RIOBAMBA,ADQUISICIÓN DE VÍVERES SECOS Y CÁRNICOS PARA EL SERVICIO DE NUTRICIÓN Y DIETETICA,Finalizada,2021-09-16 11:00:00,HOSPITAL PROVINCIAL GENERAL DOCENTE RIOBAMBA,AV. JUAN FÉLIX PROAÑO S/N Y CHILE,"Funcionario Encargado: Lady Guaylla
Email: hospitaldocenteriobamba@hotmail.com"
3,NIC-1865040460001-2021-40039,2021-09-14 11:00:00,TUNGURAHUA - BAÑOS DE AGUA SANTA,CONTRATACIÓN DEL SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE PARA LOS VEHICULOS DE LA DIRECCIÓN DISTRITAL 18D03 BAÑOS DE AGUA SANTA-EDUCACIÓN,Finalizada,2021-09-16 11:00:00,DIRECCION DISTRITAL 18D03-BAÑOS DE AGUA SANTA-EDUCACION,AV. PEDRO VICENTE MALDONADO ENTRE ORIENTE Y AMBATO,"Funcionario Encargado: ELIZABETH SOLANO DE LA SALA
Email: elizabethp.solano@educacion.gob.ec"
4,NIC-1260049310001-2021-40013,2021-09-14 11:00:00,LOS RIOS - QUEVEDO,ADQUISICIÓN DEL MEDICAMENTO NO CATALOGADO DEXAMETASONA LÍQUIDO PARENTERAL 4 MG/ML AMPOLLA X 2 ML PARA EL HOSPITAL GENERAL QUEVEDO,Finalizada,2021-09-15 12:00:00,HOSPITAL GENERAL QUEVEDO,AV. SAN RAFAEL,"Funcionario Encargado: LADY ALEXANDRA SANCHEZ MORALES
Email: lady.sanchez@iess.gob.ec"
5,NIC-1768009680001-2021-40016,2021-09-14 11:00:00,GUAYAS - GUAYAQUIL,"CONTRATACIÓN DE DISEÑO, IMPRESIÓN Y GESTIÓN EDITORIAL DE LA REVISTA MEDICA NAVAL",Finalizada,2021-09-15 12:00:00,HOSPITAL NAVAL GUAYAQUIL,AVENIDA DE LA MARINA HOSPITAL GENERAL HOSNAG,"Funcionario Encargado: CBOP-AB GONZALEZ BANCHON DANNY
Email: dagonzalez@armada.mill.ec"
6,NIC-1760005620001-2021-40091,2021-09-14 11:00:00,PICHINCHA - QUITO,Contratación de servicio de mantenimiento de UPS con cambio de baterías del Laboratorio de Nuevos Materiales,En Curso,2021-09-28 11:00:00,ESCUELA POLITÉCNICA NACIONAL,Ladrón de Guevara E11253,"Funcionario Encargado: Ángel Díaz Erique
Email: infcuant.proformas@epn.edu.ec"
7,NIC-0460018420001-2021-40012,2021-09-14 11:00:00,CARCHI - TULCAN,"Adquisición de Banners Cambio de Señalética, Rótulos, Logos para autos",Finalizada,2021-09-16 11:00:00,DIRECCION DISTRITAL 04D01-SAN PEDRO DE HUACA-TULCAN-MAG,Av. Los Martires entre Juan Jose Flores y Brasil,"Funcionario Encargado: Ing. Gabriela Sánchez
Email: gsanchez@mag.gob.ec"
8,NIC-0760029080001-2021-40022,2021-09-14 11:00:00,EL ORO - PASAJE,MATERIAL DE OFICINA,Finalizada,2021-09-15 11:31:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BUENAVISTA,CALLE BOLIVAR Y SUCRE,"Funcionario Encargado: ING. FABIOLA CASTRO
Email: junta_parroquial_buenavista@yahoo.com"
9,NIC-1960141600001-2021-40024,2021-09-14 11:00:00,ZAMORA CHINCHIPE - ZAMORA,ADQUISICION DE MATERIAL DE ASEO QUE NO CONSTA EN CATÁLOGO ELECTRÓNICO PARA EL CCQAHDZ,En Curso,2021-09-17 17:00:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA - ZAMORA,"AV. DEL EJERCITO, FRENTE AL COLEGIO 12 DE FEBRERO","Funcionario Encargado: MEYVOL AUGUSTA RODRIGUEZ PARDO
Email: meyvol.rodriguez@iess.gob.ec"
