,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1660011960001-2021-40009,2021-09-13 15:10:00,PASTAZA - PASTAZA,Reconstrucción y mantenimiento de una batería sanitaria en la comunidad de Musullacta Barrio Las Orquídeas,Finalizada,2021-09-14 15:45:00,Junta Parroquial Simón Bolívar,COMUNIDAD MUSULLACTA,"Funcionario Encargado: Joffre Rene Martínez Mayancela
Email: gadprsbplanificacion@gmail.com"
1,NIC-0960006850001-2021-40015,2021-09-13 15:10:00,GUAYAS - ISIDRO AYORA,Adquisición de equipos de Audio y Video para las dependencias del GAD Municipal de Isidro Ayora,Finalizada,2021-09-15 15:10:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ISIDRO AYORA,30 de julio #308 y 22 de noviembre,"Funcionario Encargado: Jorge Francisco Fernández Martínez
Email: jorge.fernandez@isidroayora.gob.ec"
2,NIC-0460022530001-2021-40010,2021-09-13 15:08:00,SUCUMBIOS - SUCUMBIOS,IMPLEMENTOS DEPORTIVOS,Finalizada,2021-09-14 15:09:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL ROSA FLORIDA,VIA INTEROCEANICA E10 KM 48,"Funcionario Encargado: NARVAEZ GETIAL CARLOS ANIBAL
Email: ngcarlitos@hotmail.com"
3,NIC-1460003470001-2021-40187,2021-09-13 15:06:00,MORONA SANTIAGO - MORONA,ADQUISICION DE REACTIVOS PARA DETERMINACION DE ELECTROLITOS PARA EL LABORATORIO CLINICO DEL HOSPITAL GENERAL DE MACAS,Finalizada,2021-09-14 16:00:00,HOSPITAL GENERAL DE MACAS,EULALIA VELIN Y TOBIAS RODRIGUEZ COX,"Funcionario Encargado: LCDA. MARBELLA BRIONES
Email: proveeduriahgm@yahoo.com"
4,NIC-1768178790001-2021-40017,2021-09-13 15:05:00,PICHINCHA - QUITO,MANTENIMIENTO Y RECARGA DE EXTINTORES DE LA AGENCIA DE REGULACION Y CONTROL DEL AGUA,Finalizada,2021-09-15 17:00:00,AGENCIA DE REGULACIÓN Y CONTROL DEL AGUA,RUMIPAMBA E2-128 Y AV. REPUBLICA,"Funcionario Encargado: JUAN CARLOS PEREZ LEON
Email: juan.perez@arca.gob.ec"
5,NIC-0968503790001-2021-40118,2021-09-13 15:05:00,GUAYAS - GUAYAQUIL,DISPOSITIVOS,Finalizada,2021-09-14 16:00:00,HOSPITAL DEL NIÑO FY,AV. QUITO Y GOMEZ RENDON,"Funcionario Encargado: CPA. JESSICA ALDAZ IBAÑEZ
Email: jessicaaldazhfib@gmail.com"
6,NIC-1768008790001-2021-40032,2021-09-13 15:03:00,GUAYAS - GUAYAQUIL,Adquisición de Material Fungible para el Mantenimiento de las Aeronaves de la Escuela de Aviación del Ejército.,Finalizada,2021-09-15 15:03:00,ESCUELA DE AVIACIÓN,"Av. Las Americas S/N 500 metros antes del centro de convenciones, frente a chevrolet Emaulme","Funcionario Encargado: teniente Borja Zambrano Luis Alfredo
Email: luisesmil770@gmail.com"
7,NIC-1760003330001-2021-40813,2021-09-13 15:02:00,PICHINCHA - QUITO,Adquisición de Herramientas,Finalizada,2021-09-15 11:00:00,GOBIERNO PROVINCIAL DE PICHINCHA,Manuel Larrea N13-45 y Antonio ANte,"Funcionario Encargado: Betty Illescas
Email: billescas@pichincha.gob.ec"
8,NIC-1460000100001-2021-40152,2021-09-13 15:01:00,MORONA SANTIAGO - MORONA,ADQUISICION DE REPUESTOS Y ACCESORIOS PARA LAS VOLQUETAS UD TRUCKS DEL GADPMS,Finalizada,2021-09-15 14:36:00,GAD DE LA PROVINCIA DE MORONA SANTIAGO,AV. DE LA CUIDAD Y LUIS ANDRAMUÑO,"Funcionario Encargado: ALEX MARCELO RIVADENEIRA MOLINA.
Email: compraspublicasgadpmsf@gmail.com"
9,NIC-0460000640001-2021-40168,2021-09-13 15:01:00,CARCHI - MONTUFAR,SERVICIOS DE PRODUCCION DE EVENTOS,Finalizada,2021-09-16 15:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MONTUFAR,SUCRE 03-61 Y BOLIVAR,"Funcionario Encargado: SR. EDISON JIMENEZ
Email: edison.jimenez@gadmontufar.gob.ec"
