,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768029790001-2021-40013,2021-09-14 16:23:00,ESMERALDAS - ESMERALDAS,?ADQUISICIÓN DE 06 CINTAS RIBBON Y 06 ROLLOS DE PAPEL PARA IMPRESORA ZEBRA TPL28?.,Finalizada,2021-09-16 16:07:00,CAPITANIA DEL PUERTO DE ESMERALDAS,AV. JAIME ROLDOS AGUILERA VIA AL PUERTO MARITIMO DE ESMERALDAS,"Funcionario Encargado: MARO-AB CAICEDO MEZA MARINA
Email: macaicedo@armada.mil.ec"
1,NIC-1060014720001-2021-40063,2021-09-14 16:21:00,IMBABURA - OTAVALO,SEÑALETICA DE BIOSEGURIDAD Y CARTELES DE INFORMACION BASICA PARA LOS CENTROS DE INFANTILES PARA EL CONTROL DE LA PROPAGACION DEL COVID-19,Finalizada,2021-09-15 16:30:00,JUNTA PARROQUIAL SAN PABLO DE LAGO,CHIRIBOGA Y ABDON CALDEDRON,"Funcionario Encargado: MBA: José Narváez-Mónica Campos
Email: juntasanpablo@yahoo.es"
2,NIC-1768002080001-2021-40037,2021-09-14 16:20:00,AZUAY - CUENCA,"CONTRATACIÓN DEL SERVICIO DE RECARGA DE EXTINTORES DE LA 27BA ?PORTETE?, GCMIIIDE ?GRAL. DAVALOS?, CL73 ?GIRÓN Y DEPSUR",En Curso,2021-09-17 10:54:00,"Tercera Division de la F.T ""Tarqui""",HERMANO MIGUEL S/N Y RAFAEL MARIA ARIZAGA,"Funcionario Encargado: MAYOR. DE A. CAÑAR GUAMAN ROMMEL
Email: logistca27@yahoo.com"
3,NIC-0260002700001-2021-40012,2021-09-14 16:20:00,BOLIVAR - ECHEANDIA,"ADQUISICIÓN DE DE MEDICAMENTOS VITALES Y ESENCIALES PERTENECIENTES A LOS GRUPOS B, D, G, H, M y N REQUERIDOS PARA EL DISTRITO DE SU SALUD 02D04",Finalizada,2021-09-16 16:21:00,DIRECCION DISTRITAL 02D04-CALUMA-ECHEANDIA-LAS NAVES-SALUD,CALLE LUIS VELASTEGUI ENTRE SIMON BOLIVAR Y RAMON ULLOA,"Funcionario Encargado: ING. GLADYS BARRAGÁN MORETA
Email: jessynaranjo91@gmail.com"
4,NIC-0360000580001-2021-40159,2021-09-14 16:20:00,CAÑAR - CAÑAR,PINTAR CASA COMUNAL DE YANA YACU,Finalizada,2021-09-15 16:25:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,5 DE JUNIO,"Funcionario Encargado: TECNICO DE CONTRATACION PUBLICA
Email: alberto.guaraca@canar.gob.ec"
5,NIC-1560500750001-2021-40086,2021-09-14 16:20:00,NAPO - QUIJOS,ADQUISICION DE DISPOSITIVOS DE USO MEDICO Y DE LABORATORIO PARA LOS LABORATORIOS CLÍNICOS QUE PERTENECEN AL DISTRITO 15D02 EL CHACO-QUIJOS SALUD,Finalizada,2021-09-16 16:20:00,DIRECCION DISTRITAL 15D02 - EL CHACO - QUIJOS - SALUD,Calle 12 de Febrero y Batallón Chimborazo,"Funcionario Encargado: Carlos Andrés Romero Pérez
Email: carlos.romero@heb.gob.ec"
6,NIC-0360027430001-2021-40007,2021-09-14 16:18:00,CAÑAR - EL TAMBO,Renovación de la póliza de seguro del vehículo MAZDA de la institución que corresponde a las placas UMC-0007,Finalizada,2021-09-16 16:18:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DEL TAMBO EMAPAT EP,PANAMERICANA CENTRAL Y DAVID CAMPOVERDE,"Funcionario Encargado: JAVIER CASTILLO JARAMILLO
Email: css_xavy@hotmail.com y emapatep@gmail.com"
7,NIC-1790932966001-2021-40276,2021-09-14 16:18:00,PICHINCHA - RUMIÑAHUI,MANTENIMIENTO PREVENTIVO ANUAL-COMPRESOR DE AIRE,Finalizada,2021-09-16 16:18:00,FAME S.A.,AV. GRAL RUMIÑAHUI 3976 Y AMBATO,"Funcionario Encargado: Mariela Naranjo
Email: mnaranjo@fame.ec"
8,NIC-1360025460001-2021-40005,2021-09-14 16:18:00,MANABI - PORTOVIEJO,COMPRA DE BOMBA Y ACCESORIOS,Finalizada,2021-09-15 16:20:00,Junta Parroquial Pueblo Nuevo,CALLE SAN ROQUE Y 21 DE OCTUBRE ESQUINA,"Funcionario Encargado: ING. GINA SOLIMAR GARCIA BASURTO
Email: secretaria-tesorera-gadprpn@outlook.es"
9,NIC-0968530920001-2021-40009,2021-09-14 16:17:00,GUAYAS - GUAYAQUIL,CONTRATACION DEL SERVICIO DE CORREOS,Finalizada,2021-09-16 15:17:00,CONSEJO NACIONAL ELECTORAL DELEGACION PROVINCIAL DEL GUAYAS,AVENIDA DEMOCRACIA Y ROBERTO GILBERT S/N DELEGACIÓN PROVINCIAL ELECTORAL DEL GUAYAS,"Funcionario Encargado: ING. XIMENA SUAREZ SANCHEZ
Email: ximenasuarez@cne.gob.ec"
