,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768035840001-2021-40055,2021-09-15 14:30:00,PICHINCHA - QUITO,OMEPRAZOL SOLIDO PARENTERAL 40 MG,En Curso,2021-09-17 14:30:00,DIRECCION DISTRITAL 17D03,AV. LA PRENSA N44-08 Y EDMUNDO CARVAJAL,"Funcionario Encargado: LILIANA MARIBEL BENALCAZAR CHUGA
Email: lilianamaribel@hotmail.com"
1,NIC-1760005460001-2021-40020,2021-09-15 14:30:00,COTOPAXI - LATACUNGA,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL VEHÍCULO DE LA JUNTA PROVINCIAL DE DEFENSA DEL ARTESANO DE COTOPAXI,Finalizada,2021-09-16 15:30:00,JUNTA NACIONAL DE DEFENSA DEL ARTESANO,AV. ORIENTE E ISLA SAN CRISTOBAL,"Funcionario Encargado: Lcda. Liliana Guanoluisa
Email: proformasic@artesanos.gob.ec"
2,NIC-1760000900001-2021-40015,2021-09-15 14:30:00,PICHINCHA - QUITO,PÓLIZA DE SEGURO DE MUERTE O INCAPACIDAD TOTAL Y PERMANENTE PARA LOS TRABAJADORES DEL MINISTERIO DE ECONOMÍA Y FINANZAS,En Curso,2021-09-20 14:31:00,MINISTERIO DE ECONOMÍA Y FINANZAS,y Av. Amazonas entre Pereira y Unión Nacional de Periodistas,"Funcionario Encargado: Dra. Anabelle Zurita Trujillo
Email: nzurita@finanzas.gob.ec"
3,NIC-0760001900001-2021-40067,2021-09-15 14:30:00,EL ORO - LAS LAJAS,ADQUISICION DE MATERIAL DIDACTICO,Finalizada,2021-09-16 18:00:00,GAD MUNICIPAL DE LAS LAJAS,AV. MUNICIPALIDAD ENTRE CUATRO DE OCTUBRE Y SUCRE,"Funcionario Encargado: LUIS JARAMILLO CASTILLO
Email: alcaldia@laslajas.gob.ec"
4,NIC-0960000650001-2021-40183,2021-09-15 14:30:00,GUAYAS - EL TRIUNFO,ADQUISICIÓN DE MATERIALES PATRA EL CONVENIO ENTRE EL MIES Y EL GAD MUNICIPAL EN LA MODADILAD CENTRO DE DESARROLLO INFANTIL-CDI,Finalizada,2021-09-16 14:35:00,MUNICIPIO DEL CANTON EL TRIUNFO,AV. 8 DE ABRIL Y ASSAD BUCARAM,"Funcionario Encargado: ING. ROSALVA CARRIEL
Email: compraspublicastriunfo@gmail.com"
5,NIC-0760015880001-2021-40012,2021-09-15 14:30:00,EL ORO - MACHALA,ADQUISICIÓN DE COMBUSTIBLE PARA EL PARQUE AUTOMOTOR PERTENECIENTE AL PROYECTO DE REACTIVACIÓN DE CAFE Y CACAO NACIONAL FINO DE AROMA,Finalizada,2021-09-16 15:30:00,DIRECCIÓN DISTRITAL 07D02-MACHALA-MAG,OLMEDO 732 Y JUNIN,"Funcionario Encargado: Ing. Darwin Roberto Caivinagua Serrano
Email: dcaivinagua@mag.gob.ec"
6,NIC-0660820080001-2021-40025,2021-09-15 14:30:00,CHIMBORAZO - GUANO,ADQUIRIR INSUMOS DESINFECTANTES PARA LA PREVENCIÓN DEL COVID-19,En Curso,2021-09-20 13:47:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL SAN ISIDRO DE PATULU,27 DE ENERO Y CHIMBORAZO,"Funcionario Encargado: LIC. PATRICIA VACA
Email: gadparroquialsanisidro@hotmail.com"
7,NIC-1768033550001-2021-40113,2021-09-15 14:30:00,PICHINCHA - QUITO,Adquisición de Tramadol Líquido parenteral 50 mg/mL x 1 mL N02AX02 para abastecer el Hospital Provincial General Pablo Arturo Suárez,En Curso,2021-09-17 14:30:00,HOSPITAL PROVINCIAL GENERAL PABLO ARTURO SUAREZ,Angel Ludeña Oe52-61 y Machala,"Funcionario Encargado: CRISTHIAN ROJAS
Email: cristhian.rojas@hpas.gob.ec"
8,NIC-1160037830001-2021-40042,2021-09-15 14:30:00,LOJA - LOJA,ADQUISICION DE LOS MEDICAMENTOS QUETIAPINA SÓLIDO ORAL 100 MG Y 300 MG,En Curso,2021-09-17 14:30:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA CENTRAL LOJA,10 Agosto y Ave. Manuel Agustin Aguirre,"Funcionario Encargado: Abg. Byron Torres Ojeda
Email: byron.torres@iess.gob.ec"
9,NIC-1560500670001-2021-40112,2021-09-15 14:30:00,NAPO - TENA,VARIOS GRUPOS DE MEDICAMENTOS,En Curso,2021-09-17 14:30:00,HOSPITAL JOSE MARIA VELASCO IBARRA DE TENA,Av. 15 de noviembre y eloy alfaro,"Funcionario Encargado: Lucia Erazo
Email: lucyep84@hotmail.com"
