,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0960000220001-2021-40090,2021-09-16 15:56:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN 120 CEPILLOS PARA TRAPEAR CON MANGO PLASTICO,En Curso,2021-09-21 14:56:00,Municipalidad de Guayaquil,Bodega Mercado Artesanal ubicado en Juan Montalvo y B. Moreno,"Funcionario Encargado: GIOVANNI VILLÓN RONQUILLO
Email: giovilmr@guayaquil.gov.ec"
1,NIC-1360042980001-2021-40037,2021-09-16 15:56:00,MANABI - JIPIJAPA,ADQUISICION DE CHALECOS PARA EL PERSONAL DEL GAD PARROQUIAL PEDRO PABLO GÓMEZ Y TECNICOS DE CONVENIOS,En Curso,2021-09-17 16:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA RURAL PEDRO PABLO GOMEZ,24 de Octubre Calle Principal S/N,"Funcionario Encargado: Ing. Betty Alexandra Miranda Toala
Email: gadppg@hotmail.com"
2,NIC-1260042650001-2021-40020,2021-09-16 15:55:00,LOS RIOS - MONTALVO,MANTENIMIENTO DE LA CANCHA DEL BARRIO LINDO CON UN CERRAMIENTO METALICO DE LA PARROQUIA LA ESMERALDA CANTON MONTALVO PROVINCIA DE LOS RIOS,En Curso,2021-09-21 15:45:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LA ESMERALDA GADPR LA ESMERALDA,AV. LENIN MORENO Y VIRGEN DEL ROSARIO FRENTE AL PARQUE CENTRAL,"Funcionario Encargado: VIVIANA LOURDES QUITO CANENCIA
Email: gadparroquial_laesmeralda@hotmail.com"
3,NIC-1160000910001-2021-40187,2021-09-16 15:55:00,LOJA - PALTAS,ADQUISICIÓN DE MATERIALES para ser utilizados en el edificio municipal,En Curso,2021-09-17 16:05:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALTAS,"Calle 25 de Junio e Independencia, frente al Parque Central de la Ciudad de Catacocha","Funcionario Encargado: Ing. Julio César Valdivieso Castillo
Email: compraspaltas2019@yahoo.com"
4,NIC-0760000850001-2021-40048,2021-09-16 15:53:00,EL ORO - PIÑAS,Oficio N 115 GADM-P-UPAT-2021,En Curso,2021-09-20 15:49:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIÑAS,Garcia Moreno entre Bolivar y Sucre,"Funcionario Encargado: Ing. Hamilton Rojas Atiencie
Email: compraspublicaspinas@gmail.com"
5,NIC-1768075470001-2021-40011,2021-09-16 15:53:00,PICHINCHA - QUITO,TALLERES DE CAPACITACION HUERTOS ORGANICOS FAMILIARES,En Curso,2021-09-17 15:54:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PARROQUIA DE PUEMBO,SantiagoN1-79 y Florencio Espinoza,"Funcionario Encargado: Cyntia Lopez
Email: Cyntia.lopez@puembo.gob.ec"
6,NIC-0160033440001-2021-40003,2021-09-16 15:52:00,AZUAY - OÑA,Evento Social Cultural y de Sensibilización por el Día del Adulto Mayor,En Curso,2021-09-21 15:27:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE SUSUDEL,A 200 metros de la iglesia matriz centro parroquial,"Funcionario Encargado: Javier Efrén Alvarado - Coordinador de Proyectos
Email: junsusudel@gmail.com"
7,NIC-0760000850001-2021-40047,2021-09-16 15:50:00,EL ORO - PIÑAS,Oficio N 112 GADM-P-UPAT-2021,En Curso,2021-09-20 15:47:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PIÑAS,Garcia Moreno entre Bolivar y Sucre,"Funcionario Encargado: Ing. Hamilton Rojas Atiencie
Email: compraspublicaspinas@gmail.com"
8,NIC-0360016150001-2021-40075,2021-09-16 15:50:00,CAÑAR - AZOGUES,Fases de la Contratación Publica incluye preparación y simulación para la certificación SERCOP,En Curso,2021-09-21 15:50:00,Cuerpo de Bomberos de Azogues,Av. Juan Bautista Cordero entre Bolivar y Ayacucho,"Funcionario Encargado: Sub. Ofc. B Lcda Rosario Ortega
Email: charis_ortega12@hotmail.com"
9,NIC-1560000510001-2021-40172,2021-09-16 15:50:00,SUCUMBIOS - LAGO AGRIO,"REPUESTOS PARA LA CAMIONETA CHEVROLET DMAX CRDI AC 3,0",En Curso,2021-09-17 15:55:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,Calle 12 de Febrero y Cofanes,"Funcionario Encargado: Hilda Villalta Conde
Email: hildavillalta107@gmail.com"
