,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1660016330001-2021-40044,2021-09-15 09:00:00,PASTAZA - PASTAZA,"?MANTENIMIENTO Y REPARACIÓN DE LOS PASOS ELEVADOS QUE ABASTECEN A LA PLANTA DE TRATAMIENTO DE AGUA POTABLE SAN VICENTE.?,",Finalizada,2021-09-17 09:00:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PASTAZA,"DIRECCIÓN: 10 DE AGOSTO, ENTRE BOLÍVAR Y ATAHUALPA - PUYO.","Funcionario Encargado: Mgs. Sebastián Jácome
Email: compraspublicas.emapast@gmail.com"
1,NIC-1768061090001-2021-40015,2021-09-15 09:00:00,PICHINCHA - QUITO,SERVICIO DE CAPACITACIÓN ?CONGRESO LATINOAMERICANO DE SECRETARIAS & ASISTENTES DIGITALES?,Finalizada,2021-09-17 09:00:00,INSTITUTO DE SEGURIDAD SOCIAL DE LA POLICIA NACIONAL,Av. de los Shyris y El Telégrafo,"Funcionario Encargado: Lic. Esmeralda Mantilla
Email: emantilla@isspol.org.ec"
2,NIC-0360007400001-2021-40037,2021-09-15 08:59:00,CAÑAR - CAÑAR,ADQUISICIÓN DE CO2 GAS MEDICINAL PARA EL HOSPITAL LUIS F. MARTINEZ,Finalizada,2021-09-17 08:59:00,HOSPITAL LUIS F. MARTINEZ,AV. COLON Y PANAMERICANA SUR,"Funcionario Encargado: ING. VICTOR CORREA CRUZ
Email: victorcorrea1985@outlook.com"
3,NIC-1260000650001-2021-40211,2021-09-15 08:59:00,LOS RIOS - QUEVEDO,IMPLEMENTOS DEPORTIVOS PARA PROYECTO ATENCION A PERSONAS CON DISCAPACIDAD,Finalizada,2021-09-16 09:06:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON QUEVEDO,AV. QUITO CALLE EDMUNDO WARD S/N CIUDADELA MUNICIPAL,"Funcionario Encargado: ING. GABRIEL CHAVEZ OLVERA
Email: compraspquevedo@gmail.com"
4,NIC-0360000580001-2021-40163,2021-09-15 08:56:00,CAÑAR - CAÑAR,Adquisición de equipos de fisioterapia,Finalizada,2021-09-16 10:58:00,GOBIERNO AUTONOMO DESCENTRALIZADO INTERCULTURAL DEL CANTON CAÑAR,5 de junio y Eloy Alfaro,"Funcionario Encargado: Directora de Desarrollo Social y Económico/ Luz Duchi
Email: maria.duchi@canar.gob.ec"
5,NIC-1768188830001-2021-40190,2021-09-15 08:54:00,EL ORO - MACHALA,ADQUISICION DE FOCOS LED 45 W PARA LAS OFICINAS DE LA AGENCIA DE REGULACION Y CONTROL FITO Y ZOOSANIATRIO EL ORO,Finalizada,2021-09-17 08:54:00,AGENCIA DE REGULACIÓN Y CONTROL FITO Y ZOOSANITARIO,BUENAVISTA 3007 ENTRE AREIZAGA Y MANUEL SERRANO,"Funcionario Encargado: ING. ROSA PIEDRA MINGA
Email: rosa.piedra@agrocalidad.gob.ec"
6,NIC-1768052340001-2021-40057,2021-09-15 08:54:00,COTOPAXI - LATACUNGA,"ADQUISICIÓN DE GASOLINA SÚPER CON UNA ESTACIÓN DE SERVICIO PARA EL VEHÍCULO POLICIAL MARCA MAZDA DE LA DINAF, UNIVIF COTOPAXI.",En Curso,2021-09-20 17:00:00,MINISTERIO DE GOBIERNO-DINAF,AV. JUAN ABEL ECHEVERRIA Y SAN ISIDRO LABRADOR,"Funcionario Encargado: CBOS. JHONATAN ALQUINGA
Email: dinapenquito.p4@policia.gob.ec"
7,NIC-1960001190001-2021-40069,2021-09-15 08:53:00,ZAMORA CHINCHIPE - EL PANGUI,"CONTRATACIÓN DE SERVICIO DE UN LABORATORIO ACREDITADO, PARA REALIZAR ANÁLISIS FÍSICO, QUÍMICOS Y MICROBIOLOGICOS MUESTRAS AGUA POTABLE DE EL PANGUI",Finalizada,2021-09-17 08:43:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL PANGUI,Av. trece de mayo y Luis Imaicela,"Funcionario Encargado: ING. JESSICA ZARI
Email: cpgadelpangui@gmail.com"
8,NIC-0160057970001-2021-40003,2021-09-15 08:51:00,AZUAY - SANTA ISABEL,CREDENCIALES INSTITUCIONALES,Finalizada,2021-09-16 10:51:00,REGISTRO DE LA PROPIEDAD DEL CANTON SANTA ISABEL,CALDERON 24 DE MAYO Y TRES DE NOVIEMBRE,"Funcionario Encargado: CPA NORMA CABRERA
Email: norma.cabrera@regprosantaisabel.gob.ec"
9,NIC-1865012330001-2021-40034,2021-09-15 08:50:00,TUNGURAHUA - SAN PEDRO DE PELILEO,Contratación del sistema de consultas jurídicas,En Curso,2021-09-17 12:30:00,INSTITUCION AUTONOMA CUERPO DE BOMBEROS DEL CANTON PELILEO,AV. CONFRATERNIDAD Y AV. 22 DE JULIO,"Funcionario Encargado: ING. CRISTINA PAREDES
Email: mparedes@bomberospelileo.gob.ec"
