,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768152800001-2021-40422,2021-09-14 12:00:00,ORELLANA - LA JOYA DE LOS SACHAS,TPI SERVICIO DE MANTENIMIENTO Y REPARACIÓN DE CONTENEDORES PARA LA SALA DE CONTROL DE LA CENTRAL SACHA,Finalizada,2021-09-16 14:00:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,"JOYA DE LOS SACHAS PROVINCIA DE ORELLANA SECTOR LA PARKER VIA A SAN CARLOS A 1,5 KM JUNTO AL BLOQUE 60 DE PETROECUADOR.","Funcionario Encargado: oscar.rodriguez@celec.gob.ec / dario.mendez@celec.gob.ec
Email: dario.mendez@celec.gob.ec"
1,NIC-1768123110001-2021-40046,2021-09-14 12:00:00,PICHINCHA - QUITO,MANTENIMIENTO VIAL,Finalizada,2021-09-15 13:00:00,Junta Parroquial de Yaruqui,ELOY ALFARO E1-52 E ISIDRO AYORA,"Funcionario Encargado: OBRAS PÚBLICAS
Email: obraspublicasgadpry@gmail.com"
2,NIC-0260000250001-2021-40183,2021-09-14 12:00:00,BOLIVAR - GUARANDA,Adquisición de materiales de construcción,Finalizada,2021-09-15 12:03:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA,convención de 1884 y garcía moreno,"Funcionario Encargado: Abg. Zumi Vallejo
Email: abelvallejo16@yahoo.es"
3,NIC-1960138810001-2021-40011,2021-09-14 12:00:00,ZAMORA CHINCHIPE - ZAMORA,MANTNEIMIENTO DEL VEHICULO DEL GAD SABANILLA,Finalizada,2021-09-15 13:00:00,GAD PARROQUIAL RURAL DE SABANILLA CANTON ZAMORA,"VIA PRINCIPAL A ZAMORA, BARRIO EL TAMBO","Funcionario Encargado: Lic. Martha Ruiz
Email: gadsabanillazamorach@yahoo.com"
4,NIC-0160002210001-2021-40009,2021-09-14 12:00:00,EL ORO - CHILLA,INSUMOS PARA EL PROYECTO MEJORAMIENTO GENETICO DE GANADO BOVINO MEDIANTE INSEMINACION ARTIFICIAL A TIEMPO FIJO EN SECTORES RURALES Y CABECERA CANTONAL,Finalizada,2021-09-15 17:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CHILLA,CALLE SIMON BOLIVAR Y 26 DE MARZO,"Funcionario Encargado: Econ. Mónica Maldonado
Email: ecomonicamaldonado@hotmail.com"
5,NIC-1768113820001-2021-40010,2021-09-14 12:00:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,COMPRA DE REFLECTORES LED PARA CANCHAS DE USO MULTIPLE Y MONTAJE DE LOS MISMO,Finalizada,2021-09-15 12:02:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL EL ESFUERZO,CA,"Funcionario Encargado: JUAN BENIGNO SANMARTIN FAJARDO
Email: gadelesfuerzo@hotmail.com"
6,NIC-0260000250001-2021-40182,2021-09-14 12:00:00,BOLIVAR - GUARANDA,Adquisición de materiales de construcción,Finalizada,2021-09-15 12:02:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA,convención de 1884 y garcía moreno,"Funcionario Encargado: Abg. Zumi Vallejo
Email: abelvallejo16@yahoo.es"
7,NIC-1768113230001-2021-40144,2021-09-14 12:00:00,PICHINCHA - QUITO,ADQUISICIÓN DEL MEDICAMENTO REPROGRAMADO ACICLOVIR SOLIDO ORAL 400MG PARA EL C.C.Q.A.H.D. COTOCOLLAO,En Curso,2021-09-17 11:57:00,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,Av. De la Prensa No. 55-118 y Pulida,"Funcionario Encargado: CARLA HINOJOSA SANCHEZ
Email: carla.hinojosa@iess.gob.ec"
8,NIC-0760030410001-2021-40002,2021-09-14 12:00:00,EL ORO - ZARUMA,IMPERMEABILIZACION DE LAS PAREDES Y PISO DEL TANQUE DESARENADOR DEL SISTEMA DE AGUA DE LA PARROQUIA CENTRAL DE GUIZHAGUIÑA.,Finalizada,2021-09-15 14:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUIZHAGUIÑA,Calle 25 de gosto s/n Frente a la Iglesia Matriz,"Funcionario Encargado: Fabian Ramirez Buele
Email: jpguizhaguina@hotmail.com"
9,NIC-0968520100001-2021-40027,2021-09-14 12:00:00,GUAYAS - GUAYAQUIL,Adquisicion de medicamento Remifentanilo solido parenteral 5 mg para el Hospital de la Policia Nacional Guayaquil N 2,Finalizada,2021-09-16 09:36:00,MINISTERIO DEL INTERIOR HOSPITAL DE LA POLICIA NACIONAL GUAYAQUIL # 2,Av. de la Americas y Calle Ernesto Noboa Caamaño,"Funcionario Encargado: Sonia Martinez Rivera
Email: compraspublicashdpng2@gmail.com"
