,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0960001030001-2021-40018,2021-09-14 11:31:00,GUAYAS - NARANJITO,ADQUISICION DE CAUCIONES POR UN AÑO EL PERSONAL DEL GAD MUNICIPAL 2021-2022,Finalizada,2021-09-16 14:00:00,Municipio de Naranjito,9 DE OCTUBRE Y DOLORES ALZUA,"Funcionario Encargado: ING. ALEXANDRA HERRERA
Email: r.herrera@naranjito.gob.ec"
1,NIC-0160058270001-2021-40017,2021-09-14 11:30:00,AZUAY - NABON,SERVICIO DE TRANSPORTE,Finalizada,2021-09-15 16:30:00,DIRECCION DISTRITAL 01D05-NABON-OÑA-EDUCACION,PANAMERICANA SUR VIA CUENCA LOJA SECTOR LA PAZ,"Funcionario Encargado: Cristhian Gabriel Navarrete Mora
Email: cristhiang.navarrete@educacion.gob.ec"
2,NIC-1260018350001-2021-40009,2021-09-14 11:30:00,LOS RIOS - BUENA FE,SUMINISTROS ELÉCTRICOS Y PLOMERÍA,Finalizada,2021-09-15 13:00:00,CUERPO DE BOMBEROS DEL CANTON BUENA FE,"CUERPO DE BOMBEROS DE BUENA FE, CALLE: MARIANA RODRIGUEZ Y GABRIEL RIVERA DIAGONAL A FARMACIAS ECONOMICAS.","Funcionario Encargado: LILIANA TEGENA MEZA
Email: cuerpobomberosbf@gmail.com"
3,NIC-0360017470001-2021-40015,2021-09-14 11:30:00,CAÑAR - BIBLIAN,PROYECTO POR EL MES DEL ADULTO MAYOR.,Finalizada,2021-09-15 14:30:00,JUNTA PARROQUIAL DE SAN FRANCISCO DE SAGEO,CENTRO PARROQUIAL,"Funcionario Encargado: PATRICIO NAVAS
Email: gadparroquialsageo@outlook.es"
4,NIC-0760001900001-2021-40065,2021-09-14 11:30:00,EL ORO - LAS LAJAS,ADQUISICION DE REPUESTOS PARA RECOLECTOR DE DESECHOS SOLIDOS,Finalizada,2021-09-15 14:00:00,GAD MUNICIPAL DE LAS LAJAS,AV. MUNICIPALIDAD ENTRE CUATRO DE OCTUBRE Y SUCRE,"Funcionario Encargado: LUIS JARAMILLO CASTILLO
Email: alcaldia@laslajas.gob.ec"
5,NIC-1790053881001-2021-40040,2021-09-14 11:30:00,PICHINCHA - QUITO,SERVICIO DE ABASTECIMIENTO DE COMBUSTIBLE PARA LA EMPRESA ELÉCTRICA QUITO,Finalizada,2021-09-15 12:00:00,EMPRESA ELÉCTRICA QUITO S.A. E.E.Q.,Estación de servicio a contratar,"Funcionario Encargado: MARÍA JOSÉ RUEDA
Email: mjrueda@eeq.com.ec"
6,NIC-1768113820001-2021-40009,2021-09-14 11:30:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,COMPRA DE REPUESTOS DE LA RETROEXCAVADORA,Finalizada,2021-09-15 11:45:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO PARROQUIAL RURAL EL ESFUERZO,CALLE 15 DE AGOSTO S/N Y MANUEL CARRION,"Funcionario Encargado: JUAN BENIGNO SANMARTIN FAJARDO
Email: gadelesfuerzo@hotmail.com"
7,NIC-0660829030001-2021-40024,2021-09-14 11:30:00,CHIMBORAZO - RIOBAMBA,SERVICIO DE PUBLICACION CONVOCATORIA EN MEDIO LOCAL CIUDAD DE RIOBAMBA PROCESO FERIAS INCLUSIVAS,Finalizada,2021-09-15 11:33:00,DIRECCION DISTRITAL-06D01-CHAMBO-RIOBAMBA-MIES,PALMERAS S/N Y JUNIN,"Funcionario Encargado: Cesibel Espinel
Email: ofertas.mies@inclusion.gob.ec"
8,NIC-0160000190001-2021-40556,2021-09-14 11:30:00,AZUAY - CUENCA,repuestos varios,Finalizada,2021-09-15 11:31:00,Gobierno Provincial del Azuay,Av. Max Uhle frente a la Empresa Eléctrica,"Funcionario Encargado: Diego Valencia A.
Email: dvalencia@azuay.gob.ec"
9,NIC-0260000250001-2021-40180,2021-09-14 11:30:00,BOLIVAR - GUARANDA,Adquisición de materiales de aseo,Finalizada,2021-09-15 11:33:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL CANTÓN GUARANDA,convención de 1884 y garcía moreno,"Funcionario Encargado: Abg. Zumi Vallejo
Email: abelvallejo16@yahoo.es"
