,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768091750001-2021-40051,2021-09-15 17:00:00,PICHINCHA - QUITO,ADQUISICIÓN DE MEDICAMENTOS PARA EL PERSONAL QUE LABORA EN EL DEPARTAMENTO MEDICO CADET,En Curso,2021-09-17 17:00:00,Facultad de Ciencias Agrícolas de la Universidad Central del Ecuador,AV UNIVERSITARIA S/N CENTRO DOCENTE EXPERIMENTAL LA TOLA,"Funcionario Encargado: DORIS CHAVEZ
Email: dvchavez@uce.edu.ec"
1,NIC-0968606840001-2021-40075,2021-09-15 17:00:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN INFIMA FRESA AUTOBLOQUEANTE DEL HGNGC,En Curso,2021-09-20 10:00:00,HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS,"AV. DEL BOMBERO S/N y KM 6,5 VIA A LA COSTA","Funcionario Encargado: DARWIN ANTONIO SAMANIEGO VÉLEZ
Email: cotizacionesceibos2@iess.gob.ec"
2,NIC-1360076530001-2021-40013,2021-09-15 17:00:00,MANABI - PAJAN,CONTRATACIÓN DE PÓLIZAS DE SEGUROS PARA EL VEHÍCULO CHEVROLET LUV DMAX 3.0L DIESEL CD TX 4X4 DE PLACA JEA-0101 DE LA DIRECCIÓN DISTRITAL 13D09 PAJÁN,En Curso,2021-09-17 14:00:00,Direccion Distrital 13D09 Pajan Educación,Calle Manuel Lorenzo Nieto y 24 de Mayo,"Funcionario Encargado: Mariuxy Castro Plaza
Email: mariuxi.castro@educacion.gob.ec"
3,NIC-0968606840001-2021-40074,2021-09-15 17:00:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN INFIMA DERIVACIÓN VENTRICULAR DEL HGNGC,En Curso,2021-09-20 10:00:00,HOSPITAL GENERAL DEL NORTE DE GUAYAQUIL LOS CEIBOS,"AV. DEL BOMBERO S/N y KM 6,5 VIA A LA COSTA","Funcionario Encargado: DARWIN ANTONIO SAMANIEGO VÉLEZ
Email: cotizacionesceibos2@iess.gob.ec"
4,NIC-0190167453001-2021-40193,2021-09-15 17:00:00,CAÑAR - AZOGUES,MEDIDOR DE RESISTENCIA DE AISLAMIENTO ELECTRICO DE 110V CON CERTIFICACIÒN DE CALIBRACIÓN,En Curso,2021-09-21 18:00:00,ELECTRO GENERADORA DEL AUSTRO S.A.,ELECAUSTRO CENTRAL TERMICA EL DESCANSO,"Funcionario Encargado: Ing. Juan Diego Rosales
Email: compras2@elecaustro.gob.ec"
5,NIC-1768159060001-2021-40019,2021-09-15 17:00:00,PICHINCHA - MEJIA,ADQUISICIÓN DE BIENES ESTRATÉGICOS PARA EL CENTRO DE SALUD A MACHACHI,Finalizada,2021-09-16 19:00:00,CENTRO DE SALUD A-MACHACHI,CALLE 11 DE NOVIEMBRE Y PASAJE JOSE MEJIA,"Funcionario Encargado: GEOVANNA SUNTAXI
Email: geovanna.suntaxi@iess.gob.ec"
6,NIC-1060032030001-2021-40113,2021-09-15 17:00:00,IMBABURA - SAN MIGUEL DE URCUQUI,ADQUISICIÓN DE LADRILLO DE CONTRUCCIÓN PARA MANTENIMIENTO DE ÁREAS DEL COMPLEJO TURÍSTICO DE CHACHIMBIRO,En Curso,2021-09-17 17:00:00,EMPRESA PUBLICA DEL COMPLEJO TURISTICO DE CHACHIMBIRO,"Final de la vía a Chachimbiro, 100650","Funcionario Encargado: Ing. Maritza Rojas
Email: compraspublicas@chachimbiroep.gob.ec"
7,NIC-0160052310001-2021-40001,2021-09-15 16:59:00,AZUAY - GIRON,CERTIFICADO DIGITAL EN CONTENEDOR TOKEN,Finalizada,2021-09-16 17:00:00,Registro Municipal de la Propiedad del Cantón Girón,ABRAHAN BARZALLO Y SANDEZ,"Funcionario Encargado: C.P.A. DEYSI PATIÑO
Email: d-ysi_84@hotmail.com"
8,NIC-1360020740001-2021-40032,2021-09-15 16:59:00,MANABI - JAMA,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA LA CAMIONETA MAZDA BT-50,Finalizada,2021-09-16 17:48:00,Ilustre Municipalidad del Cantón Jama,AV. 20 DE MARZO,"Funcionario Encargado: ROSALIA CHICA RAMIREZ
Email: marito_2212@hotmail.com"
9,NIC-0160050450001-2021-40168,2021-09-15 16:59:00,AZUAY - CUENCA,"ALQUILER POR 145 HORAS DE UNA MINICARGADORA CON ADITAMENTO PARA FRESAR Y BARRER, EL TRANSPORTE DE LA MAQUINARIA IRA A CUENTA DE LA CONTRATISTA",En Curso,2021-09-17 17:59:00,Empresa Pública de Áridos y Asfaltos del Azuay,VIA ZHUCAY,"Funcionario Encargado: ING. CHRISTIAN VALENCIA
Email: dvazquez@asfaltarep.gob.ec"
