,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1360059870001-2021-40028,2021-09-13 11:00:00,MANABI - PAJAN,Recarga de Oxígeno Medicinal para el Servicio de Ambulancia del Centro de Salud A – Paján,Finalizada,2021-09-14 11:01:00,CENTRO DE SALUD A - PAJAN,"CARRETERO PAJÁN-COLIMES, SITIO ZAPOTAL ENTRADA A SAN MIGUEL","Funcionario Encargado: ING.LISBETH ACUÑA SANCAN
Email: lisbeth.acuna@iess.gob.ec/uaapajan@iess.gob.ec"
1,NIC-1160022990001-2021-40004,2021-09-13 11:00:00,LOJA - PUYANGO,Contratación de póliza de seguro para la Máquina Retroexcavadora que brinda mantenimiento de las vías de la Parroquia El Arenal,Finalizada,2021-09-14 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL ARENAL,FRENTE AL PARQUE CENTRAL,"Funcionario Encargado: LEIDY MARIA RAMIREZ ORTIZ
Email: juntapa@hotmail.com"
2,NIC-1768046450001-2021-40854,2021-09-13 10:59:00,PICHINCHA - QUITO,FITOMENADINA LIQUIDO PARENTERAL 10MG/ML/1ML 10MG/1ML,Finalizada,2021-09-14 11:00:00,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,18 de Septiembre y Ayacucho,"Funcionario Encargado: Henry Alfonso Salazar Rivadeneira Face Preparatoria
Email: henry.salazar@iess.gob.ec"
3,NIC-2160057400001-2021-40030,2021-09-13 10:58:00,ORELLANA - AGUARICO,COMPRA DE 540 GALONES DE GASOLINA EXTRA,Finalizada,2021-09-15 10:27:00,JUNTA PARROQUIAL YASUNI,CIUDAD DEL COCA CANTON FCO. DE ORELLANA,"Funcionario Encargado: Sonia Tanguila
Email: gadpryasuni@gmail.com"
4,NIC-1560000510001-2021-40150,2021-09-13 10:57:00,SUCUMBIOS - LAGO AGRIO,REPUESTOS Y MANO DE OBRA PARA EL RECOLECTOR HINO GH8JGSD,Finalizada,2021-09-14 10:59:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE LAGO AGRIO,Calle 12 de Febrero y Cofanes,"Funcionario Encargado: Hilda Villalta Conde
Email: hildavillalta107@gmail.com"
5,NIC-1360049130001-2021-40002,2021-09-13 10:57:00,MANABI - TOSAGUA,TINTAS PARA IMPRESORAS,Finalizada,2021-09-15 10:57:00,CUERPO DE BOMBEROS DE TOSAGUA,CALLE JUAN MONTALVO Y MORALES,"Funcionario Encargado: TONY GARCIA
Email: garcytony@hotmail.com"
6,NIC-1768121170001-2021-40056,2021-09-13 10:56:00,PICHINCHA - QUITO,ADQUISICION DE MATERIALES DE CONSTRUCCION PARA MANTENIMIENTO DE ESPACIO PUBLICO,Finalizada,2021-09-14 11:56:00,JUNTA PARROQUIAL NANEGALITO,CALLE SUCRE S/N Y PICHINCHA DIAGONAL AL PARQUE CENTRAL,"Funcionario Encargado: LADY DE LA CRUZ
Email: juntaparroquialnanegalito@gmail.com"
7,NIC-1768041140001-2021-40039,2021-09-13 10:55:00,PICHINCHA - QUITO,SERVICIO DE RASTREO SATELITAL DE VEHÍCULOS A NIVEL NACIONAL,Finalizada,2021-09-16 11:00:00,SECAP ADMINISTRACION CENTRAL,Jose Arizaga e 3 -24 Londres Edificio del SECAP,"Funcionario Encargado: SAÚL CUEVA
Email: j.cueva@secap.gob.ec"
8,NIC-0360010620001-2021-40081,2021-09-13 10:55:00,CAÑAR - AZOGUES,MATERIALES DE CONSTRUCCIÓN PARA EL MANTENIMIENTO DE LOS CAMPAMENTOS DE LA INSTITUCIÓN,Finalizada,2021-09-14 11:00:00,DIRECCION DISTRITAL 03D01-AZOGUES-BIBLIAN-DELEG-CAÑAR-MTOP,AUGUSTO SACOTO Y AURELIO AV. JARAMILLO,"Funcionario Encargado: VALERIA ABAD MORA
Email: mtopcanarinfima@hotmail.com y vabad@mtop.gob.ec"
9,NIC-0760029670001-2021-40007,2021-09-13 10:55:00,EL ORO - PASAJE,"Mesas Plasticas cuadrada Baltica marca PICA, medidas 85 x 85, 75 alto.",Finalizada,2021-09-14 11:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE PROGRESO,CALLE PASAJE S/N Y LIZANDRO PINEDA,"Funcionario Encargado: Irma Morocho Celi
Email: gobierno_parroquial_progreso@hotmail.com"
