,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0160062700001-2021-40029,2021-09-15 13:31:00,AZUAY - CUENCA,"ADQUISICIÓN DE BIEN ESTRATEGICO DE SALUD AGUJA PARA EXTRACCIÓN DE SANGRE AL VACÍO, 21 G X 25 MM 1 PULGADA",Finalizada,2021-09-16 14:00:00,CENTRO DE SALUD C MATERNO INFANTIL Y EMERGENCIAS CUENCA,Calle Viracochabamba y Av. Paseo de los Cañaris,"Funcionario Encargado: ANA CAMPOVERDE REYES
Email: ana.campoverde@iess.gob.ec"
1,NIC-1768034790001-2021-40338,2021-09-15 13:31:00,PICHINCHA - QUITO,ADQUISICIÒN DE FLUCONAZOL SOLIDO ORAL DE 150 MG,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA N14-66 Y SODIRO,"Funcionario Encargado: ING. NANCY VILLACIS AGUIRRE
Email: nancy.villacis@hgoia.gob.ec"
2,NIC-1768034790001-2021-40314,2021-09-15 13:31:00,PICHINCHA - QUITO,ADQUISICIÒN DE COMBINACIONES LACTATO DE RINGER LIQUIDO PARENTERAL POR 500 ML,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA N14-66 Y SODIRO,"Funcionario Encargado: ING. NANCY VILLACIS AGUIRRE
Email: nancy.villacis@hgoia.gob.ec"
3,NIC-1768034790001-2021-40313,2021-09-15 13:30:00,PICHINCHA - QUITO,ADQUISICION DE CARBOHIDRATOS DEXTROSA EN AGUA,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
4,NIC-1768034790001-2021-40302,2021-09-15 13:30:00,PICHINCHA - QUITO,CIPROFLOXACINO LIQUIDO PARENTAL DE 2 MG,En Curso,2021-09-17 13:31:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y Sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
5,NIC-1768034790001-2021-40324,2021-09-15 13:30:00,PICHINCHA - QUITO,NISTATINA LIQUIDO ORAL,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. Gran Colombia N14-66 y Sodiro,"Funcionario Encargado: Ing. Edgar López V.
Email: edgar.lopez@hgoia.gob.ec"
6,NIC-1768034790001-2021-40305,2021-09-15 13:30:00,PICHINCHA - QUITO,"ADQUISICIÓN DE HIERRO SACARATO , LÍQUIDO PARENTERAL",En Curso,2021-09-17 13:31:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA Y LUIS SODIRO,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
7,NIC-1768034790001-2021-40296,2021-09-15 13:30:00,PICHINCHA - QUITO,ADQUISICION DE BETAMETASONA LIQUIDO PARENTERAL,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
8,NIC-1768034790001-2021-40283,2021-09-15 13:30:00,PICHINCHA - QUITO,ADQUISICION DE AGUA PARA INYECCION LIQUIDO PARENTERAL POR 250ML,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
9,NIC-1768034790001-2021-40285,2021-09-15 13:30:00,PICHINCHA - QUITO,ADQUISICION DE AGUA INYECCION IRRIGACION LIQUIDO PARENTERAL POR 3000ML,En Curso,2021-09-17 13:30:00,Hospital Gíneco Obstétrico Isidro Ayora,Av. gran colombia N 14-66 Y Sodiro,"Funcionario Encargado: Lcda. Maria Eugenia Vela
Email: maria.vela@hgoia.gob.ec"
