,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1060014720001-2021-40064,2021-09-14 16:40:00,IMBABURA - OTAVALO,ROTULO TIPO VALLA CON ESTRUCTURA METALICA CON TUBO CUADRADO CUBIERO CIN LAMINA DE DE TOL DISEÑO IMPRESO EN VINIL LAMINADO,Finalizada,2021-09-15 16:47:00,JUNTA PARROQUIAL SAN PABLO DE LAGO,CHIRIBOGA Y ABDON CALDEDRON,"Funcionario Encargado: MBA: José Narváez-Mónica Campos
Email: juntasanpablo@yahoo.es"
1,NIC-1460014750001-2021-40020,2021-09-14 16:39:00,MORONA SANTIAGO - GUALAQUIZA,BIDONES DE AGUA,Finalizada,2021-09-16 16:39:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BOMBOIZA,ANTONIO GUERREIRO,"Funcionario Encargado: Mayra Jackeline Criollo Zhañay
Email: gadbomboiza@hotmail.com"
2,NIC-1360043950001-2021-40017,2021-09-14 16:37:00,MANABI - EL CARMEN,"Mantenimiento de computadoras Infocentro Maicito, repuesto de copiadora y papel",Finalizada,2021-09-15 16:38:00,JUNTA PARROQUIAL WLFRIDO LOOR MOREIRA,HM 50 VIA CHONE MAICITO,"Funcionario Encargado: ING. FERNANDA VERA
Email: fervera25@hotmail.com"
3,NIC-2390031885001-2021-40009,2021-09-14 16:35:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,"TALLERES Y ACTIVIDADES CON NIÑAS, NIÑOS Y ADOLESCENTES/REFRIGERIOS",Finalizada,2021-09-15 16:40:00,FUNDACIO VIVIAN LUZURIAGA VASQUEZ FUNVILUZ,AV. TSACHILA Y RIO BABA,"Funcionario Encargado: FAUSTO LUZURIAGA
Email: fundacionvivianluzuriagav@gmail.com"
4,NIC-0160017400001-2021-40497,2021-09-14 16:35:00,AZUAY - CUENCA,ADQUISICIÓN DE MICRONEBULIZADOR ADULTO MANGUERA LISA Y MASCARILLA DE OXÍGENO ADULTO,Finalizada,2021-09-16 12:30:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALLE JOSE CARRASCO ARTEAGA,"Funcionario Encargado: ING. CLAUDIA DAVILA
Email: claudia.davila@iess.gob.ec"
5,NIC-1768034790001-2021-40271,2021-09-14 16:35:00,PICHINCHA - QUITO,ADQUISICIÓN E INSTALACIÓN DE VENTANA CON ALUMINIO PARA UN ÁREA DEL HOSPITAL GINECO OBSTETRICO ISIDRO AYORA,Finalizada,2021-09-15 16:40:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA Y LUIS SODIRO,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
6,NIC-0160056570001-2021-40010,2021-09-14 16:33:00,AZUAY - GUALACEO,SERVICIO DE MANTENIMIENTO VEHICULAR,Finalizada,2021-09-15 17:11:00,DIRECCION DISTRITAL 01D04 - CHORDELEG - GUALACEO - MIES,CACIQUE CHAPARRO ENTRE PINTAG Y DUCHICELA,"Funcionario Encargado: ANGELA LITUMA
Email: angela.lituma@inclusion.gob.ec"
7,NIC-2390031885001-2021-40008,2021-09-14 16:31:00,SANTO DOMINGO DE LOS TSACHILAS - SANTO DOMINGO,MATERIAL DIDACTICO Y LUDICO.,Finalizada,2021-09-15 16:32:00,FUNDACIO VIVIAN LUZURIAGA VASQUEZ FUNVILUZ,AV. TSACHILA Y RIO BABA,"Funcionario Encargado: FAUSTO LUZURIAGA
Email: fundacionvivianluzuriagav@gmail.com"
8,NIC-0160037860001-2021-40092,2021-09-14 16:30:00,AZUAY - CUENCA,DOSIMETRIA PERSONAL,Finalizada,2021-09-16 10:00:00,CENTRO DE ESPECIALIDADES CENTRAL CUENCA,Simon Bolivar 6-90 y Borrero Esquina,"Funcionario Encargado: Eco. Gladys Cadmilema
Email: gladys.cadmilema@iess.gob.ec"
9,NIC-1865031470001-2021-40092,2021-09-14 16:30:00,TUNGURAHUA - AMBATO,CAPACITACIÓN ADMINISTRACIÓN REMUNERACIONES,En Curso,2021-09-17 12:30:00,Empresa Pública Empresa Municipal Mercado Mayorista Ambato,Av. El Cóndor S/N y Tres Carabelas,"Funcionario Encargado: Jessica Ortiz
Email: comprasepema2020@gmail.com"
