,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0968560240001-2021-40068,2021-09-13 11:00:00,GUAYAS - DURAN,ADQUISICIÓN DE 1 TELESCOPIO 0 4MM DE 180MM DE LARGO PARA CIRUGÍA OTORRINOLARINGOLOGIA,Finalizada,2021-09-15 11:01:00,HOSPITAL BASICO - DURAN,AV. GUILLERMO DAVIS Y AV. GONZALO APARICIO,"Funcionario Encargado: ING CELIA QUIMI
Email: celia.quimi@iess.gob.ec"
1,NIC-2160000210001-2021-40006,2021-09-13 11:00:00,SUCUMBIOS - LAGO AGRIO,ADQUISICIÓN DE INSUMOS MATERIALES Y SUMINISTROS QUE CONSTAN DENTRO DEL PROYECTO ARTE Y PINTURA EN LA PROVINCIA DE SUCUMBÍOS.,En Curso,2021-09-17 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE SUCUMBIOS,"Será entregado en las Oficinas de la Unidad de Almacén General del Gobierno Autónomo Descentralizado de la Provincia de Sucumbíos, Av. 20 de Junio y Carchi.","Funcionario Encargado: Ing. Diana Lusdari Peña Castillo
Email: cp.gadps@gmail.com"
2,NIC-1060039980001-2021-40071,2021-09-13 11:00:00,IMBABURA - IBARRA,ADQUISICIÓN DE SUMINISTROS DE LIMPIEZA PARA EL CENTRO OPERATIVO ZONAL ECU 911 IBARRA,Finalizada,2021-09-15 16:30:00,COORDINACION ZONAL - 1 SERVICIO INTEGRADO DE SEGURIDAD ECU 911,AV. CAMILO PONCE Y RICARDO SANCHEZ PARQUE CIUDAD BLANCA,"Funcionario Encargado: ING. DIANA LOPEZ HARO
Email: diana.lopez@ecu911.gob.ec"
3,NIC-0968533430001-2021-40002,2021-09-13 11:00:00,GUAYAS - MILAGRO,Contratación del servicio para podar árboles mayores a 5mincluye limpieza y fumigación encontrados en el espacio de bienestar de UNEMI,Finalizada,2021-09-14 11:30:00,UNIVERSIDAD ESTATAL DE MILAGRO,CDLA. UNIVERSITARIA KM 1.5 VIA KM 26,"Funcionario Encargado: Mgs. Hugo Amén Loor
Email: infimascuantias@unemi.edu.ec"
4,NIC-1768012710001-2021-40095,2021-09-13 11:00:00,PICHINCHA - QUITO,CONTRATACIÓN DEL SERVICIO PARA EL ENVIO DE MENSAJES DE TEXTO SMS A PACIENTES DEL HE-1,Finalizada,2021-09-15 11:00:00,HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1,AV. GRAN COLOMBIA Y QUESERAS DEL MEDIO,"Funcionario Encargado: MAYO. ROMMEL FIERRO
Email: hospitalmilitar.infimacuantia@gmail.com"
5,NIC-0260000410001-2021-40093,2021-09-13 11:00:00,BOLIVAR - CHILLANES,"MATERIAL DIDACTICO, LUDICO Y FUNGIBLE",Finalizada,2021-09-15 11:15:00,Gobierno Autónomo Descentralizado Municipal del Cantón Chillanes,GUAYAS 352 Y ENRIQUE VILLAGOMEZ,"Funcionario Encargado: ANGEL ORACIO HUILCA ANDRADE
Email: oracio.huilca@chillanes.gob.ec"
6,NIC-1865032010001-2021-40019,2021-09-13 11:00:00,TUNGURAHUA - AMBATO,LA CONTRATACIÓN DE LA PÓLIZA DE CAUCIÓN TIPO BLANKET PARA LOS SERVIDORES PÚBLICOS Y TRABAJADORES DE LA COORDINACIÓN EDUCACIÓN ZONA 3 PERIODO 2021-2022,Finalizada,2021-09-15 11:00:00,"COORDINACION ZONAL DE EDUCACION, ZONA 3",BOLIVAR Y ESPEJO,"Funcionario Encargado: PAOLA TAMAMI
Email: veronica.tamami@educacion.gob.ec"
7,NIC-0968533430001-2021-40001,2021-09-13 11:00:00,GUAYAS - MILAGRO,Contratación del servicio para podar árboles mayores a 5mincluye limpieza y fumigación encontrados en el espacio de bienestar de UNEMI,Finalizada,2021-09-14 11:30:00,UNIVERSIDAD ESTATAL DE MILAGRO,CDLA. UNIVERSITARIA KM 1.5 VIA KM 26,"Funcionario Encargado: Mgs. Hugo Amén Loor
Email: infimascuantias@unemi.edu.ec"
8,NIC-1060003600001-2021-40042,2021-09-13 11:00:00,IMBABURA - IBARRA,DISPSOSITIVOS MEDICOS DE USO GENERAL GDMG 041 INF 2021,Finalizada,2021-09-15 15:00:00,HOSPITAL SAN VICENTE DE PAUL-IBARRA,LUIS VARGAS TORRES 11-56 GONZALO GOMEZ JURADO,"Funcionario Encargado: ING. FERNANDO ENRIQUEZ
Email: ferenriquez22@gmail.com"
9,NIC-1360059870001-2021-40028,2021-09-13 11:00:00,MANABI - PAJAN,Recarga de Oxígeno Medicinal para el Servicio de Ambulancia del Centro de Salud A – Paján,Finalizada,2021-09-14 11:01:00,CENTRO DE SALUD A - PAJAN,"CARRETERO PAJÁN-COLIMES, SITIO ZAPOTAL ENTRADA A SAN MIGUEL","Funcionario Encargado: ING.LISBETH ACUÑA SANCAN
Email: lisbeth.acuna@iess.gob.ec/uaapajan@iess.gob.ec"
