,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1768097950001-2021-40068,2021-09-14 16:00:00,PICHINCHA - QUITO,ADQUISICIÓN DE MESAS PARA OPERACIONES Y ACTIVIDADES QUIRÚRGICAS DE LA UNIDAD CANINA,Finalizada,2021-09-16 17:00:00,CUERPO DE BOMBEROS DEL DISTRITO METROPOLITANO DE QUITO,Av. Veintimilla E5-66 Y Reina Victoria,"Funcionario Encargado: Lucia Zurita
Email: lzurita@bomberosquito.gob.ec"
1,NIC-1360053400001-2021-40006,2021-09-14 16:00:00,MANABI - SUCRE,ADQUISICIÓN DE REPUESTOS Y ACCESORIOS PARA LAS AMBULANCIAS MERCEDES BENZ Y VOLKSWAGEN CRAFTER DEL CSC BAHÍA,Finalizada,2021-09-15 16:05:00,CENTRO DE SALUD C-MATERNO INFANTIL Y EMERGENCIA-BAHIA DE CARAQUEZ,LEONIDAS PLAZA CALLES JUAN CHAVEZ MEZA Y EFRAIN CENTENO JUNTO A LA LIGA CANTONAL SUCRE IESS BAHÍA DE CARÁQUEZ,"Funcionario Encargado: MARIA ROLDAN
Email: maria.roldan@iess.gob.ec"
2,NIC-0968520100001-2021-40028,2021-09-14 16:00:00,GUAYAS - GUAYAQUIL,Contratacion del Servicio de Abastecimiento de Combustible tipo gasolina super eco pais y diesel para los vehiculos asignados al parque automotor,Finalizada,2021-09-16 16:00:00,MINISTERIO DEL INTERIOR HOSPITAL DE LA POLICIA NACIONAL GUAYAQUIL # 2,Av. de la Americas y Calle Ernesto Noboa Caamaño,"Funcionario Encargado: Sonia Martinez Rivera
Email: compraspublicashdpng2@gmail.com"
3,NIC-0160000780001-2021-40091,2021-09-14 16:00:00,AZUAY - SANTA ISABEL,"ADQUISICIÓN DE PINTURAS PARA INTERIOR, EXTERIOR Y TECHO PARA LA ESCUELA RODRIGO PALACIOS DE LA COMUNIDAD DE LUNDUMA DEL CANTÓN SANTA ISABEL.",Finalizada,2021-09-15 17:00:00,Municipalidad de Santa Isabel,3 de Noviembre y 24 de Mayo,"Funcionario Encargado: Ing. Cecibel Loja
Email: cecybel.loja@gmail.com"
4,NIC-1160033760001-2021-40004,2021-09-14 16:00:00,LOJA - SARAGURO,"adhesivos, afiches, lonas",Finalizada,2021-09-15 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL LLUZHAPA,Calle Mariano Romero y Vicente Ortega,"Funcionario Encargado: Edwin Bolivar Ordoñez Fierro
Email: juntalluzhapa2009@hotmail.com"
5,NIC-0760033860001-2021-40061,2021-09-14 16:00:00,AZUAY - CAMILO PONCE ENRIQUEZ,"MANTENIMIENTO CORRECTIVO DE 7 EQUIPOS DE IMPULSIÓN SUMERGIBLES DE PTAR, INCLUYE REPUESTOS, MATERIALES DE INSTALACIÓN Y ACCESORIOS",En Curso,2021-09-17 16:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON CAMILO PONCE ENRIQUEZ,CALLE 28 DE MARZO Y AV RIO SIETE,"Funcionario Encargado: Ing.Geomar Márquez Murillo
Email: gmarquez@camiloponce.gob.ec"
6,NIC-1768172830001-2021-40025,2021-09-14 16:00:00,PICHINCHA - QUITO,Ordenes de despacho para abastecimiento de combustible para los vehículos de la MMQ-EP,Finalizada,2021-09-15 16:09:00,EMPRESA PUBLICA METROPOLITANA MERCADO MAYORISTA DE QUITO,Ayapamba s/n y Teniente Hugo Ortiz.,"Funcionario Encargado: Ing. Diego Jacho
Email: d.jacho@mmqep.gob.ec"
7,NIC-0291501850001-2021-40028,2021-09-14 15:55:00,BOLIVAR - GUARANDA,ADQUISICIÓN DE MATERIALES DE IMPRESIÓN PARA LAS DIFERENTES ARÉAS DE LA FEDERACIÓN DEPORTIVA PROVINCIAL DE BOLÍVAR,Finalizada,2021-09-15 16:00:00,FEDERACION DEPORTIVA PROVINCIAL DE BOLIVAR,Av. Guayaquil y Lucas Campana No. 17 sector la humberdina Federación Deportiva Provincial de Bolívar,"Funcionario Encargado: ING. JESSICA GAGLAY
Email: gaglayjessica25@gmail.com"
8,NIC-1060014720001-2021-40062,2021-09-14 15:55:00,IMBABURA - OTAVALO,ADQUISICION DE TRAJES DE PROTECCION PARA PROYECTO DE GUARDA BOSQUES,Finalizada,2021-09-15 15:58:00,JUNTA PARROQUIAL SAN PABLO DE LAGO,CHIRIBOGA Y ABDON CALDEDRON,"Funcionario Encargado: MBA: José Narváez-Mónica Campos
Email: juntasanpablo@yahoo.es"
9,NIC-1460000610001-2021-40189,2021-09-14 15:55:00,MORONA SANTIAGO - SANTIAGO,ADQUISICION DE SERVICIO TECNICO PARA EVALUACION DE MOTONIVELADORA CATERPILLAR 120H,Finalizada,2021-09-16 15:55:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO,DOMINGO COMÍN Y CUENCA,"Funcionario Encargado: LCDO. ROLANDO SACA
Email: sacarolando@yahoo.es"
