,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1160836120001-2021-40021,2021-09-13 09:00:00,LOJA - CHAGUARPAMBA,"ADQUISICION DE CAMARAS DE SEGURIDAD, PARA GADCCH",Finalizada,2021-09-15 12:00:00,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,Calle San Juan Bautista y Pasaje 5 de Agosto,"Funcionario Encargado: Carlos Lizalde
Email: carlos.lizalde@gadchaguarpamba.gob.ec"
1,NIC-1360000980001-2021-40080,2021-09-13 09:00:00,MANABI - MANTA,MEJORAMIENTO DE CALLE MEDIANTE BORDILLO EXTERIOR Y ACERA DE H.S EN BARRIO 24 DE MAYO DE LA PARROQUIA SAN LORENZO,Finalizada,2021-09-14 13:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA,BARRIO 24 DE MAYO,"Funcionario Encargado: DAVID COBEÑA
Email: lorgio_cobena@manta.gob.ec"
2,NIC-1760005460001-2021-40018,2021-09-13 09:00:00,AZUAY - CUENCA,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL VEHÍCULO DE LA JUNTA PROVINCIAL DE DEFENSA DEL ARTESANO DEL AZUAY,Finalizada,2021-09-15 09:00:00,JUNTA NACIONAL DE DEFENSA DEL ARTESANO,YARUQUI Y YANAURCO,"Funcionario Encargado: Sra. Jeanneth Abad
Email: proformasic@artesanos.gob.ec"
3,NIC-1560002480001-2021-40125,2021-09-13 09:00:00,ORELLANA - FRANCISCO DE ORELLANA,CONTRATACIÓN DEL SERVICIO DE ELABORACIÓN DE BLOCKS DE ÓRDENES DE ENTREGA DE DIESEL,Finalizada,2021-09-15 09:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA,AV. 9 DE OCTUBRE ENTRE DAYUMA Y CESAR ANDI,"Funcionario Encargado: Marilú Condo
Email: mcondo@gporellana.gob.ec"
4,NIC-1760002600001-2021-40032,2021-09-13 09:00:00,PICHINCHA - QUITO,SUMINISTROS DE FUNDICIÓN QUITO- MACHALA,Finalizada,2021-09-15 09:00:00,BANCO CENTRAL DEL ECUADOR,Av. Shyris y Taura. Km 2 1/2 vía Amaguaña.,"Funcionario Encargado: Lizbeth Arrobo
Email: larrobo@bce.ec"
5,NIC-0968560160001-2021-40105,2021-09-13 09:00:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN DEL MEDICAMENTO TACROLIMUS DE 1MG SOLIDO ORAL,Finalizada,2021-09-14 09:05:00,HOSPITAL DE ESPECIALIDADES - TEODORO MALDONADO CARBO,AV. 25 DE JULIO VIA AL PUERTO MARITIMO,"Funcionario Encargado: JEFE DE LA UNIDAD DE CONTRATACION PUBLICA
Email: cotizacion.medicamen@iess.gob.ec"
6,NIC-1760003410001-2021-40479,2021-09-13 09:00:00,PICHINCHA - QUITO,Servicio de mantenimiento preventivo para 51 equipos informáticos y sistema de cámaras de la UMSS,Finalizada,2021-09-16 09:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,ADRIAN NAVARRO 1160 E HINOSTROZA,"Funcionario Encargado: ISRAEL PINEDA
Email: israel.pineda@quito.gob.ec"
7,NIC-1260007660001-2021-40072,2021-09-13 09:00:00,LOS RIOS - MOCACHE,Adquirir alcoholes para realizar análisis en el Laboratorio de Suelos y Agua de la EETP del INIAP,En Curso,2021-09-17 15:41:00,ESTACION EXPERIMENTAL TROPICAL PICHILINGUE,Km. 5 via Quevedo El Empalme,"Funcionario Encargado: Johanna Proaño Tovar
Email: johanna.proano@iniap.gob.ec"
8,NIC-2160019900001-2021-40003,2021-09-13 09:00:00,ORELLANA - FRANCISCO DE ORELLANA,Gestión microempresarial mediante la capacitación en Gastronomía Ancestral e Innovación Culinaria,Finalizada,2021-09-14 09:14:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL EL DORADO,Km. 5 Vía Auca,"Funcionario Encargado: MANUEL MENDEZ ROBLES
Email: gadpred_2014@hotmail.com"
9,NIC-0160038160001-2021-40009,2021-09-13 09:00:00,AZUAY - CAMILO PONCE ENRIQUEZ,"ADQUISICIÓN DE MATERIALES DE CONSTRUCCIÓN PARA EL CONVENIO Nro. 133-2020 DE COOPERACIÓN ENTRE EL GOBIERNO PROVINCIAL DEL AZUAY, EL GOBIERNO AUTÓNOMO D",Finalizada,2021-09-14 12:30:00,Junta Parroquial Luis Cordero Vega,VIA PRINCIPAL S/N,"Funcionario Encargado: LUIS CHIRIBOGA
Email: willer_x@hotmail.com"
