,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1160040890001-2021-40025,2021-09-13 14:12:00,LOJA - MACARA,Adquirir 3 dispositivos médicos de uso general para el departamento de Enfermería del Centro de Salud B Macará.,Finalizada,2021-09-15 14:12:00,CENTRO DE SALUD B-MACARA,Juvenal Jaramillo 39-30 y Gonzanamá,"Funcionario Encargado: Lcdo. José E. Gualán Oviedo
Email: jose.gualan@iess.gob.ec"
1,NIC-0660836910001-2021-40029,2021-09-13 14:12:00,CHIMBORAZO - RIOBAMBA,Carpa,Finalizada,2021-09-14 14:15:00,EMPRESA PUBLICA EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE RIOBAMBA EP-EMAPAR,Av. Juan Felix Proaño 07-50 y Londres,"Funcionario Encargado: Veronica Merizalde
Email: veronica.merizalde@epemapar.gob.ec"
2,NIC-1860000990001-2021-40076,2021-09-13 14:10:00,TUNGURAHUA - MOCHA,Instalación de sistema de riego tecnificado para el Estadio de Pinguilí Las Lajas del Cantón Mocha,Finalizada,2021-09-15 17:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE MOCHA,ALONSO RUIZ 1-40 Y AV. EL REY,"Funcionario Encargado: ING. MARLENE LÓPEZ LÓPEZ
Email: analistacompraspublicas@municipiomocha.gob.ec"
3,NIC-0760052490001-2021-40033,2021-09-13 14:10:00,EL ORO - PIÑAS,REPUESTOS PARA CAMIONETA PLACA OMD-0033 PERTENECIENTE A LA EMPRESA,Finalizada,2021-09-14 14:16:00,EMPRESA PUBLICA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PIÑAS,AV. HEROES DE PANUPALI Y AV. LOJA,"Funcionario Encargado: ING. HAMILTON LOAYZA AÑAZCO
Email: hloayza74@hotmail.com"
4,NIC-0760001230001-2021-40013,2021-09-13 14:10:00,EL ORO - MARCABELI,PINTURA PARA SEÑALETICA,Finalizada,2021-09-14 15:15:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON MARCABELI,BATALLON IMBABURA Y SERVIO CORDOVA,"Funcionario Encargado: MARIA JOSE ESPINOSA
Email: compras.publicas@marcabeli.gob.ec"
5,NIC-1768052340001-2021-40046,2021-09-13 14:10:00,TUNGURAHUA - AMBATO,"ADQUISICIÓN DE GASOLINA SÚPER CON UNA ESTACIÓN DE SERVICIO PARA EL VEHÍCULO POLICIAL MARCA MAZDA DE LA DINAF, UNIVIF TUNGURAHUA",Finalizada,2021-09-16 14:10:00,MINISTERIO DE GOBIERNO-DINAF,AV. ATAHUALPA Y QUIZ QUIZ,"Funcionario Encargado: CBOS. JHONATAN ALQUINGA
Email: dinapenquito.p4@policia.gob.ec"
6,NIC-0968504920001-2021-40142,2021-09-13 14:10:00,GUAYAS - GUAYAQUIL,ADQUISICIÓN DE MEDICAMENTOS PARA EL SERVICIO DE GINECOLOGIA,Finalizada,2021-09-15 14:10:00,HOSPITAL MATILDE HIDALGO DE PROCEL,Av-12 A S-E entre 54C S-E Fernando López L. Calle 54B y 2da Peatonal.,"Funcionario Encargado: YOMAYRA HIDALGO SALAZAR
Email: proveeduria021@gmail.com"
7,NIC-0968607140001-2021-40012,2021-09-13 14:10:00,GUAYAS - MILAGRO,ADQUISICIÓN DE RELOJ BIOMÉTRICO PARA EL REGISTRO DE ASISTENCIA/CONTROL DE ACCESO Y TRECE CÁMARAS DE SEGURIDAD PARA LOS TANQUES ELEVADOS Y ESTACIONES,Finalizada,2021-09-15 14:30:00,EMPRESA PÚBLICA MUNICIPAL DE AGUA POTABLE ALCANTARILLADO PLUVIAL SANITARIO Y SANEAMIENTO DEL CANTON SAN FRANCISCO DE MILAGRO,JUAN MONTALVO Y BOLIVAR 4TO PIDO DEL EDIFICIO GAD MUNICIPAL DE MILAGRO,"Funcionario Encargado: ING. HECTOR FREIRE
Email: hecfrei71@gmail.com"
8,NIC-2260002320001-2021-40044,2021-09-13 14:05:00,ORELLANA - LA JOYA DE LOS SACHAS,MANTENIMIENTO CORRECTIVO DE MOTONIVELADORA,Finalizada,2021-09-14 14:06:00,Junta Parroquial San Carlos,VIA SACHA Y VIA SAN CARLOS,"Funcionario Encargado: MICHAEL MEDINA ARROBO
Email: gobparroqsancarlos@hotmail.com"
9,NIC-1768041140001-2021-40045,2021-09-13 14:05:00,PICHINCHA - QUITO,SERVICIO DE RASTREO SATELITAL DE VEHÍCULOS A NIVEL NACIONAL,Finalizada,2021-09-16 14:10:00,SECAP ADMINISTRACION CENTRAL,Jose Arizaga e 3 -24 Londres Edificio del SECAP,"Funcionario Encargado: SAÚL CUEVA
Email: j.cueva@secap.gob.ec"
