,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0860047200001-2021-40010,2021-09-14 14:30:00,ESMERALDAS - ATACAMES,"ADQUISICIÓN DE REPUESTOS Y MANTENIMIENTO DE LOS VEHÍCULOS: CAMIONETA MAZDA BT-50 DE PLACA EEI1123 Y DEL JEEP GRAN VITARA DE PLACA PEO0105, DE LA DIREC",Finalizada,2021-09-16 16:30:00,DIRECCIÓN DISTRITAL 08D03 - MUISNE-ATACAMES-EDUCACIÓN,VIA A SUA ENTRADA A LA UNION DE ATACAMES,"Funcionario Encargado: MARITZA AÑAPA PIANCHICHE
Email: maritza.anapap@educacion.gob.ec"
1,NIC-1060014130001-2021-40011,2021-09-14 14:30:00,IMBABURA - COTACACHI,ADQUISICION DE MICRONUTRIENTES PARA LA DIRECCION DISTRITAL 10D03 COTACACHI SALUD,Finalizada,2021-09-15 15:30:00,DIRECCION DISTRITAL 10 D03-COTACACHI-SALUD,PEDRO MONCAYO 6-49 Y SEGUNDO LUIS MORENO,"Funcionario Encargado: LCDA. MARIA FERNANDA MORAN
Email: 10d03.adquisiciones@gmail.com"
2,NIC-0760004920001-2021-40041,2021-09-14 14:30:00,EL ORO - ZARUMA,ADQUISICION DE ACEITE Y FILTROS PARA LA CAMIONETA CHEVROLETH DMAX # 1 PLACA: OED-0257,Finalizada,2021-09-16 16:30:00,DIRECCION DISTRITAL 07D03-ATAHUALPA-PORTOVELO-ZARUMA-SALUD,CALLE SUCRE JUNTO A RADIO SUPER FUEGO,"Funcionario Encargado: Sr. José Eduardo Espinoza Mora
Email: adquisiciones_07d03@hotmail.com"
3,NIC-1460000290001-2021-40093,2021-09-14 14:30:00,MORONA SANTIAGO - MORONA,ADQUISICIÓN DE REPUESTOS PARA EL MANTENIMIENTO CORRECTIVO Y PREVENTIVO DEL MINIBUS JAC,Finalizada,2021-09-15 14:35:00,MUNICIPIO DE MORONA,LUISA JARAMILLO Y PADRE JUAN BRITO,"Funcionario Encargado: PATRICIO DOMINGUEZ ARREAGA
Email: pdominguez@mmorona.gob.ec"
4,NIC-1260012070001-2021-40039,2021-09-14 14:30:00,LOS RIOS - BABAHOYO,ADQUISICION DE INSUMOS Y MEDICAMENTOS VETERINARIOS,Finalizada,2021-09-16 14:30:00,DIRECCION DISTRITAL 12D01-BABA-BABAHOYO-MONTALVO-MAG,AV. JUAN X. MARCOS Y OLMEDO,"Funcionario Encargado: ING. RAFAEL ALCIDES VARGAS BUSTAMANTE
Email: rvargas@mag.gob.ec"
5,NIC-1660011960001-2021-40010,2021-09-14 14:30:00,PASTAZA - PASTAZA,Reconstrucción y mantenimiento de casa taller en la comunidad San Antonio,Finalizada,2021-09-15 15:00:00,Junta Parroquial Simón Bolívar,COMUNIDAD SAN ANTONIO,"Funcionario Encargado: Joffre Rene Martínez Mayancela
Email: gadprsbplanificacion@gmail.com"
6,NIC-1768121760001-2021-40011,2021-09-14 14:30:00,PICHINCHA - QUITO,Mantenimiento y recarga de extintores,Finalizada,2021-09-16 14:30:00,GOBIERNO AUTÓNOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO COMISIÓN METROPOLITANA DE LUCHA CONTRA LA CORRUPCIÓN,Avda. Amazonas N21-252 y Jerónimo Carrión,"Funcionario Encargado: Patricia Jarrín Lucio
Email: patricia.jarrin@quitohonesto.gob.ec"
7,NIC-1768152800001-2021-40423,2021-09-14 14:30:00,GALAPAGOS - SANTA CRUZ,TPI SERVICIO DE MANTENIMIENTO MENOR DE AUXILIARES CENTRAL SANTA CRUZ,En Curso,2021-09-17 14:30:00,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,"Galápagos, Isla Santa Cruz, Central de Generación Térmica","Funcionario Encargado: Christian Cuichán
Email: christian.cuichan@celec.gob.ec"
8,NIC-0160002050001-2021-40050,2021-09-14 14:30:00,AZUAY - EL PAN,Adquisición de plantas ornamentales e insumos,Finalizada,2021-09-16 14:30:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON EL PAN,Av. Paute s/n Av. Azuay,"Funcionario Encargado: Ing. Freddy Dominguez
Email: compras.publicas@elpan.gob.ec"
9,NIC-1360027080001-2021-40012,2021-09-14 14:30:00,MANABI - FLAVIO ALFARO,"ADECUACIÓN DE OFICINA Y BAÑOS EN LAS AULAS EN LA ACADEMIA NATIVIDAD DELGADO DE ALFARO DE PARROQUIA ZAPALLO, DEL CANTÓN FLAVIO ALFARO, DE LA PROVINCIA",Finalizada,2021-09-16 14:25:00,JUNTA PARROQUIAL DE ZAPALLO,ZAPALLO VIA CONVENTO,"Funcionario Encargado: YESSENIA YULIANA MARCILLO ZAMBRNAO
Email: yulianamzamb@hotmail.com"
