,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0760029080001-2021-40026,2021-09-16 12:30:00,EL ORO - PASAJE,INSUMOS DE BIOSEGURIDAD,En Curso,2021-09-17 12:45:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE BUENAVISTA,CALLE BOLIVAR Y SUCRE,"Funcionario Encargado: ING. FABIOLA CASTRO
Email: junta_parroquial_buenavista@yahoo.com"
1,NIC-0460000210001-2021-40015,2021-09-16 12:30:00,CARCHI - TULCAN,CONTRATACIÓN DE ABASTECIMIENTO DE COMBUSTIBLE DIESEL PREMIUM Y GASOLINA EXTRA PARA EL PARQUE AUTOMOTOR DEL GAD MUNICIPAL DE TULCÁN,En Curso,2021-09-20 12:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TULCÁN,OLMEDO Y 10 DE AGOSTO,"Funcionario Encargado: Lcdo. Víctor Montenegro
Email: infimacuantia@gmtulcan.gob.ec"
2,NIC-1160000910001-2021-40186,2021-09-16 12:30:00,LOJA - PALTAS,"MANO DE OBRA para la ejecución del proyecto ?CONSTRUCCION DE DOS ALCANTARILLAS EN LOS BARRIOS COSTA RICA-COFRADÍA, PARROQUIA CATACOCHA?.",En Curso,2021-09-17 12:40:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALTAS,"Calle 25 de Junio e Independencia, frente al Parque Central de la Ciudad de Catacocha","Funcionario Encargado: Ing. Julio César Valdivieso Castillo
Email: compraspaltas2019@yahoo.com"
3,NIC-1060031650001-2021-40010,2021-09-16 12:30:00,IMBABURA - ANTONIO ANTE,ADQUISICIÓN DE MATERIAL FUNGIBLE PARA LOS CENTROS DE DESARROLLO INFANTIL DEL SECTOR URBANO Y RURAL SAN ROQUE DEL CCPD-AA,En Curso,2021-09-20 12:30:00,CONSEJO CANTONAL DE PROTECCION DE DERECHOS DEL CANTON ANTONIO ANTE,GONZALEZ SUAREZ Y BOLIVAR,"Funcionario Encargado: ING. MARIA SOL ALVAREZ
Email: sol-alvarez@hotmail.com"
4,NIC-1768034790001-2021-40443,2021-09-16 12:30:00,PICHINCHA - QUITO,ADQUISICIÓN DE DISPOSITIVOS PARA DIÁLISIS,En Curso,2021-09-20 12:00:00,Hospital Gíneco Obstétrico Isidro Ayora,AV. GRAN COLOMBIA 14-66 Y SODIRO,"Funcionario Encargado: DIEGO MORENO
Email: diego.moreno@hgoia.gob.ec"
5,NIC-0160038830001-2021-40013,2021-09-16 12:30:00,AZUAY - CUENCA,Mantenimiento correctivo Vehículo Mazda BT50 4x4 año 2009,En Curso,2021-09-17 15:30:00,CONAGOPARE AZUAY,AV. EL ALTIPLANO 3-70,"Funcionario Encargado: ALICIA PACURUCU
Email: apacurucu@conagopareazuay.gob.ec"
6,NIC-1260039510001-2021-40031,2021-09-16 12:30:00,LOS RIOS - QUEVEDO,"ADQUISICION DE 4347 GLNS DE DIESEL, PARA MAQUINARIAS, PERTENECIENTES A LA EMPRESA PUBLICA VIAL PROVINCIAL DE LOS RIOS",En Curso,2021-09-17 12:31:00,EMPRESA PUBLICA VIAL PROVINCIAL DE LOS RIOS,KM 1 1/2 VIA EL VERGEL - LA ESPERANZA - QUEVEDO - LOS RÍOS,"Funcionario Encargado: Abg. Giancarlos Rafael Guamán Verdezoto
Email: giancarlos.guaman@vialrios.gob.ec"
7,NIC-1660003510001-2021-40090,2021-09-16 12:30:00,PASTAZA - PASTAZA,"CONTRATACIÓN DEL SERVICIO DE INSTALACION DE MAMPARAS PARA LA SEPARACION DE AMBIENTES EN EL PABELLON ?A? Y PABELLON ?Z? DEL HOSPITAL GENERAL PUYO, INCL",En Curso,2021-09-17 12:35:00,HOSPITAL GENERAL PUYO,BOLIVAR FEICAN,"Funcionario Encargado: ING. ANDREA BONILLA
Email: compraspublicashgp@gmail.com"
8,NIC-0560019050001-2021-40004,2021-09-16 12:30:00,COTOPAXI - LA MANA,"ACCESO A LA INFORMACIÓN LEGAL ELECTRÓNICA ACTUALIZADA, ASISTENCIA TÉCNICA Y SOPORTE EN LÍNEA EN LA EJECUCIÓN DE OPERACIONES ADMINISTRATIVA Y FINANCIE",En Curso,2021-09-17 12:31:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE GUASAGANDA,Calle Manuel Ascencio Esquivel y Tilipulo frente a la cancha de usos múltiples,"Funcionario Encargado: María Inés Umajinga
Email: gadprguasaganda@yahoo.es"
9,NIC-1360053400001-2021-40009,2021-09-16 12:30:00,MANABI - SUCRE,ADQUISICIÓN DE MEDICAMENTOS DERMATOLÓGICOS PARA EL II SEMESTRE,En Curso,2021-09-17 12:31:00,CENTRO DE SALUD C-MATERNO INFANTIL Y EMERGENCIA-BAHIA DE CARAQUEZ,LEONIDAS PLAZA CALLES JUAN CHAVEZ MEZA Y EFRAIN CENTENO JUNTO A LA LIGA CANTONAL SUCRE IESS BAHÍA DE CARÁQUEZ - EL PLAZO DE ENTREGA SERÁ DE 3 DÍAS CONTADOS DESDE LA SUSCRIPCIÓN DE LA ORDEN,"Funcionario Encargado: MARIA ROLDAN
Email: maria.roldan@iess.gob.ec"
