,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1760000580001-2021-40020,2021-09-14 15:00:00,PICHINCHA - QUITO,Mantenimiento Correctivo del Generador de la Vicepresidencia de la República.,Finalizada,2021-09-15 16:30:00,VICEPRESIDENCIA DE LA REPUBLICA,Benalcázar N4-40 y Chile,"Funcionario Encargado: Marco Simbaña
Email: recepcion.ofertas@vicepresidencia.gob.ec"
1,NIC-2160058720001-2021-40013,2021-09-14 15:00:00,SUCUMBIOS - LAGO AGRIO,"ADQUISICIÓN DE CONSUMIBLES DE PLANTA PURIFICADORA DE AGUA DE CENTRO MÉDICO TIPO B, CSAAM Y CETAD",Finalizada,2021-09-16 14:00:00,SUCUMBIOS SOLIDARIO,"Calle Santiago S/N y Av. Circunvalación, esquina del CAC Lago Agrio","Funcionario Encargado: Gabriela Torres Bravo
Email: s.s.cotizaciones7@gmail.com"
2,NIC-1960146910001-2021-40008,2021-09-14 15:00:00,ZAMORA CHINCHIPE - NANGARITZA,CONTRATACIÓN DEL SERVICIO DE RECARGA DE LOS EXTINTORES DE LAS INSTITUCIONES EDUCATIVAS DE LA DIRECCIÓN DISTRITAL 19D02 CENTINELA DEL CÓNDOR - NANGARIT,Finalizada,2021-09-16 17:00:00,DIRECCION DISTRITAL 19D02 CENTINELA DEL CONDOR NANGARITZA PAQUISHA EDUCACION,AVENIDA JORGE MOSQUERA Y HEROES DE PAQUISHA,"Funcionario Encargado: MARLON VALDIVIEZO ABAD
Email: marlon.valdiviezo@educacion.gob.ec"
3,NIC-1560500750001-2021-40077,2021-09-14 15:00:00,NAPO - QUIJOS,ADQUISICION DE DISPOSITIVOS DE USO MEDICO Y DE LABORATORIO PARA LOS LABORATORIOS CLÍNICOS QUE PERTENECEN AL DISTRITO 15D02 EL CHACO-QUIJOS SALUD,Finalizada,2021-09-16 15:00:00,DIRECCION DISTRITAL 15D02 - EL CHACO - QUIJOS - SALUD,Calle 12 de Febrero y Batallón Chimborazo,"Funcionario Encargado: Carlos Andrés Romero Pérez
Email: carlos.romero@heb.gob.ec"
4,NIC-0160001590001-2021-40065,2021-09-14 15:00:00,AZUAY - PUCARA,ADQUISICION DE REPUESTOS PARA EL VEHICULO CHEVROLET D-MAX 3.0L DIESEL CD TM 4X4 MEMORANDO NRO. GADMP-DOP-2021-0843-M,Finalizada,2021-09-15 15:10:00,Municipio de Pucara,LEON FEBRES CORDERO Y DANIEL BRITO,"Funcionario Encargado: ING.NELSON BRAVO CALLE
Email: n.bravo@gadmpucara.gob.ec"
5,NIC-0160038830001-2021-40012,2021-09-14 15:00:00,AZUAY - CUENCA,Limpieza y lavado de vehículos,Finalizada,2021-09-15 16:00:00,CONAGOPARE AZUAY,AV. EL ALTIPLANO 3-70,"Funcionario Encargado: ALICIA PACURUCU
Email: apacurucu@conagopareazuay.gob.ec"
6,NIC-1160836120001-2021-40026,2021-09-14 15:00:00,LOJA - CHAGUARPAMBA,ADQUISICIÒN DE HERRAMIENTAS MANUALES PARA EL PERSONAL DE OBRA DEL G.A.D.M. CHAGUARPAMBA,Finalizada,2021-09-15 16:00:00,GOBIERNO AUTONOMO MUNICIPAL DEL CANTON CHAGUARPAMBA,Calle San Juan Bautista y Pasaje 5 de Agosto,"Funcionario Encargado: Carlos Lizalde Agila
Email: carlos.lizalde@gadchaguarpamba.gob.ec"
7,NIC-1960107500001-2021-40067,2021-09-14 15:00:00,ZAMORA CHINCHIPE - PALANDA,SERVICIO DE IMPRESION DE AFICHES FULL COLOR,Finalizada,2021-09-15 16:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON PALANDA,"CALLE 12 DE FEBRERO Y AV, DEL MAESTRO","Funcionario Encargado: KARINA ROMERO
Email: Karina.ceci.bel@hotmail.com"
8,NIC-1768153530001-2021-40197,2021-09-14 15:00:00,PICHINCHA - QUITO,MANGUERAS PARA EQUIPOS MOVILES DEL DEPARTAMENTO DE RESTAURACION DE LA EP PETROECUADOR,En Curso,2021-09-17 15:00:00,Empresa Pública de hidrocarburos del Ecuador EP PETROECUADOR,"BODEGA Terminal de Productos Limpios El Beaterio, Sector Beaterio, Av. Islas Malvinas y Turubamba.","Funcionario Encargado: VICTOR H SALAZAR
Email: proveedores.em@eppetroecuador.ec"
9,NIC-0968594300001-2021-40071,2021-09-14 15:00:00,GUAYAS - GUAYAQUIL,SOLICITUD DE SERVICIO PARA ?MANTENIMIENTO DE BALANZA DE BODEGA CENTRO DE ASTINAVE EP?,Finalizada,2021-09-16 10:00:00,ASTILLEROS NAVALES ECUATORIANOS - ASTINAVE EP -,VACAS GALINDO Y VIVERO - 5 DE JUNIO,"Funcionario Encargado: MAYTE LÓPEZ SEGURA
Email: MLOPEZ@ASTINAVE.COM.EC"
