,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-0968590740001-2021-40017,2021-09-13 14:44:00,GUAYAS - GUAYAQUIL,MANTENIMIENTO PREVENTIVO DE CENTRALES DE AIRE,Finalizada,2021-09-14 15:44:00,Registro Mercantil del Canton Guayaquil,"COOP. VIVIENDA GUAYAQUIL MZ 3 SOLAR 4-26, MIGUEL H. ALCIVAR Y VICTOR HUGO SICOURET","Funcionario Encargado: AB. CESAR MOYA DELGADO
Email: paul_a230@hotmail.com"
1,NIC-0160017400001-2021-40484,2021-09-13 14:44:00,AZUAY - CUENCA,SUTURAS Y SEDAS,Finalizada,2021-09-15 08:30:00,HOSPITAL DE ESPECIALIDADES JOSÉ CARRASCO ARTEAGA,CALLE JOSE CARRASCO ARTEAGA Y POPAYAN HOSPITAL JOSE CARRASCO ARTEAGA,"Funcionario Encargado: LIC. EULALIA LAZO SEMINARIO
Email: eulalia.lazo@iess.gob.ec"
2,NIC-1768052340001-2021-40051,2021-09-13 14:43:00,MANABI - MANTA,"ADQUISICIÓN DE GASOLINA SÚPER CON UNA ESTACIÓN DE SERVICIO PARA EL VEHÍCULO POLICIAL MARCA MAZDA DE LA DINAF, UNIVIF MANABÍ MANTA",Finalizada,2021-09-16 14:43:00,MINISTERIO DE GOBIERNO-DINAF,AV 4 DE NOVIEMBRE Y CALLE 304 UVC POLICIA MANTA,"Funcionario Encargado: CBOS. JHONATAN ALQUINGA
Email: dinapenquito.p4@policia.gob.ec"
3,NIC-1768025450001-2021-40029,2021-09-13 14:41:00,ESMERALDAS - ESMERALDAS,ADQUISICIÓN DE RADIO BALIZA PARA USO DEL REMOLCADOR SATURNO Y REMOLCADOR PLUTON EMBARCACIONES DE LA SUPERINTENDENCIA DEL TERMINAL PETROLERO DE BALAO,Finalizada,2021-09-15 14:41:00,SUPERINTENDENCIA DE BALAO,VÍA AL PUERTO PESQUERO,"Funcionario Encargado: LUIS GARCÍA PAREDES
Email: adolfosuinba57@hotmail.com"
4,NIC-0160016860001-2021-40008,2021-09-13 14:40:00,AZUAY - NABON,FABRICACION DE CASILLEROS METALICOS,Finalizada,2021-09-14 15:00:00,CUERPO DE BOMBEROS DEL CANTON NABON,Vicente Rocafuerte s/n y 24 de Mayo,"Funcionario Encargado: Digna Naula
Email: bomberosnb@hotmail.com"
5,NIC-0968503790001-2021-40116,2021-09-13 14:40:00,GUAYAS - GUAYAQUIL,Dispositivos Medicos,Finalizada,2021-09-14 14:50:00,HOSPITAL DEL NIÑO FY,Av. Quito y Gomez Rendón,"Funcionario Encargado: Carlos Romero
Email: carlos75romero75@hotmail.com"
6,NIC-2260002320001-2021-40046,2021-09-13 14:38:00,ORELLANA - LA JOYA DE LOS SACHAS,COMPRA DE HERRAMIENTAS MENORES Y MATERIALES ELECTRICOS,Finalizada,2021-09-14 14:42:00,Junta Parroquial San Carlos,VIA SACHA Y VIA SAN CARLOS,"Funcionario Encargado: MICHAEL MEDINA ARROBO
Email: gobparroqsancarlos@hotmail.com"
7,NIC-1768052340001-2021-40050,2021-09-13 14:37:00,EL ORO - MACHALA,"ADQUISICIÓN DE GASOLINA SÚPER CON UNA ESTACIÓN DE SERVICIO PARA EL VEHÍCULO POLICIAL MARCA MAZDA DE LA DINAF, UNIVIF EL ORO-MACHALA",Finalizada,2021-09-16 14:37:00,MINISTERIO DE GOBIERNO-DINAF,CALLE 9 DE MAYO Y MANUEL SERRANO,"Funcionario Encargado: CBOS. JHONATAN ALQUINGA
Email: dinapenquito.p4@policia.gob.ec"
8,NIC-1768090510001-2021-40054,2021-09-13 14:34:00,PICHINCHA - CAYAMBE,ADQUISICION DE MEDIDORES DOMICILIARIOS DE AGUA POTABLE EN LA PARROQUIA DE ASCÁZUBI,Finalizada,2021-09-14 14:35:00,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL DE ASCAZUBI,LIBERTAD 03 Y GUAYAQUIL,"Funcionario Encargado: Ing. Jimena Muñoz
Email: gadpascazubi2019@gmail.com"
9,NIC-1768052340001-2021-40049,2021-09-13 14:33:00,SANTA ELENA - SANTA ELENA,"ADQUISICIÓN DE GASOLINA SÚPER CON UNA ESTACIÓN DE SERVICIO PARA EL VEHÍCULO POLICIAL MARCA MAZDA DE LA DINAF, UNIVIF SANTA ELENA",Finalizada,2021-09-16 14:33:00,MINISTERIO DE GOBIERNO-DINAF,AV. GUAYAQUIL Y QUITO,"Funcionario Encargado: CBOS. JHONATAN ALQUINGA
Email: dinapenquito.p4@policia.gob.ec"
