,Código Necesidad,Fecha_Public,Provincia,Descripción Necesidad,Status,Fecha limite,EntidadContrato,Dir_Entrega,Contacto
0,NIC-1660000250001-2021-40190,2021-09-13 11:47:00,PASTAZA - PASTAZA,"GUARDA LODOSPARA VOLQUETE, más información en www.puyo.gob.ec Solicitud de Servicios N GADM-PASTAZA-2021-TALLERES-8901-SM",Finalizada,2021-09-14 15:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA,AVDA ALBERTO ZAMBRANO JUNTO AL CEMENTERIO MUNICIPAL,"Funcionario Encargado: ROLANDO GALLARDO
Email: proformas@puyo.gob.ec"
1,NIC-1160033250001-2021-40070,2021-09-13 11:45:00,LOJA - LOJA,ADQUISICIÓN DE REACTIVOS PARA ANTICUERPOS CONTRA ESTREPTOLISINA ASTO PARA EL LABORATORIO CLINICO DEL HGMYM,Finalizada,2021-09-15 11:07:00,HOSPITAL GENERAL MANUEL YGNACIO MONTEROS,IBARRA Y SANTO DOMINGO,"Funcionario Encargado: Ing. Jackson Sánchez
Email: lupe.jimenez@iess.gob.ec"
2,NIC-0260000170001-2021-40136,2021-09-13 11:45:00,BOLIVAR - GUARANDA,ADQUISICIÓN DE MATERIALES PARA LA ADECUACIÓN DE DIVERSAS CUBIERTAS TIPO COLISEO DE LA PROVINCIA BOLIVAR,Finalizada,2021-09-15 11:45:00,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA BOLIVAR,AV. CANDIDO RADA 101 Y 9 DE ABRIL,"Funcionario Encargado: LCDO. ORLANDO LOMBEIDA
Email: comprasgadpb.ol@gmail.com"
3,NIC-1760001980001-2021-40011,2021-09-13 11:45:00,PICHINCHA - QUITO,"CONTRATACIÓN DE LOS ?SERVICIOS DE TRADUCCIÓN DE LAS SENTENCIAS DEL ESPAÑOL A LOS IDIOMAS WAOTEREO, SHUAR Y KICHWA?",Finalizada,2021-09-15 12:30:00,Corte Constitucional,José Tamayo E10 25 y Lizardo García,"Funcionario Encargado: Johana Eras
Email: compras.publicas@cce.gob.ec"
4,NIC-0960001700001-2021-40037,2021-09-13 11:44:00,GUAYAS - ALFREDO BAQUERIZO MORENO (JUJAN),Alquiler de un vehículo tanquero con capacidad mínima de 10m3 por 40 días laborables,Finalizada,2021-09-14 11:49:00,Gobierno Municipal de San Jacinto de Yaguachi,AV. LORENZO DE GARAICOA S/N Y ABDÓN CALDERÓN,"Funcionario Encargado: Silvia Benites
Email: silvia.benites@municipiodeyaguachi.gob.ec"
5,NIC-1460000610001-2021-40175,2021-09-13 11:43:00,MORONA SANTIAGO - SANTIAGO,ADQUISICION DE MANGUERA Y VARIOS REQ 110-ETM-DOP-2021 PARA TALLERE MUNICIPAL,Finalizada,2021-09-15 11:43:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SANTIAGO,DOMINGO COMÍN Y CUENCA,"Funcionario Encargado: LCDO. ROLANDO SACA
Email: sacarolando@yahoo.es"
6,NIC-1660000250001-2021-40189,2021-09-13 11:42:00,PASTAZA - PASTAZA,"EQUIPO INFORMÁTICO COMPUTADOR PORTATIL, más información en www.puyo.gob.ec Solicitud de materiales N GADM-PASTAZA-2021- PLANIFICACION-0304-SM",Finalizada,2021-09-14 15:00:00,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN PASTAZA,AVDA ALBERTO ZAMBRANO JUNTO AL CEMENTERIO MUNICIPAL,"Funcionario Encargado: ROLANDO GALLARDO
Email: proformas@puyo.gob.ec"
7,NIC-0960000140001-2021-40038,2021-09-13 11:42:00,GUAYAS - GUAYAQUIL,ADQUISICION DE GEOMEMBRANA DE POLIETILENO DE ALTA DENSIDAD,Finalizada,2021-09-16 11:41:00,Gobierno Provincial del Guayas,AV. PEDRO MENENDEZ GILBERT Y AV. CARLOS LUIS PLAZA DAÑIN,"Funcionario Encargado: ING. KEVIN CARDENAS MEZA/ ING. JOSE INTRIAGO TORRES
Email: kevin.cardenas@guayas.gob.ec"
8,NIC-1160032280001-2021-40021,2021-09-13 11:40:00,LOJA - LOJA,Adquisición de materiales didácticos para programa de atencion domiciliaria a los adultos mayores en convenio con el MIES.,Finalizada,2021-09-14 12:29:00,JUNTA PARROQUIAL DE TAQUIL,Centro Parroquial de Taquil s/n a 10 metros de la iglesia central,"Funcionario Encargado: Víctor Manuel Guaman Cartuche
Email: gadpt14@hotmail.com"
9,NIC-1360046890001-2021-40016,2021-09-13 11:40:00,MANABI - CHONE,CAMBIO DE BOMBA DE ACEITE DE CAMIONETA MEI1035,Finalizada,2021-09-14 11:43:00,JUNTA PARROQUIAL DE RICAURTE,CALLE EUGENIO ESPEJO Y SUCRE,"Funcionario Encargado: SRA GINA BANESA ZAMBRANO ROMERO
Email: jpricaurte@hotmail.com"
